iter	Logloss	F1	Accuracy
0	0.5513492105	0.9671532847	0.9455595271
1	0.4457837796	0.9684382666	0.9469342865
2	0.3568913668	0.9718402096	0.9527082761
3	0.2746674274	0.9798812665	0.9664558702
4	0.2297473799	0.9800560409	0.9667308221
5	0.1820674209	0.9820221013	0.9700302447
6	0.1620177037	0.9828155981	0.9714050041
7	0.136301407	0.9846255579	0.9744294748
8	0.1104492908	0.9864193442	0.9774539456
9	0.09301590564	0.9877239549	0.9796535606
10	0.08178092967	0.9906821963	0.9846026945
11	0.07451729246	0.9906790945	0.9846026945
12	0.06701997071	0.9925012498	0.9876271652
13	0.05898094386	0.9938281902	0.9898267803
14	0.05263421645	0.9954887218	0.9925762991
15	0.04926409924	0.9954887218	0.9925762991
16	0.04328651522	0.996487707	0.9942260104
17	0.03974698173	0.9968211477	0.9947759142
18	0.03779836735	0.9974886991	0.9958757217
19	0.03525898246	0.9976557267	0.9961506736
20	0.03275211874	0.9981571453	0.9969755293
21	0.03004815994	0.9981571453	0.9969755293
22	0.02881205202	0.9981571453	0.9969755293
23	0.0272220239	0.9988268812	0.9980753368
24	0.02580482334	0.9988260942	0.9980753368
25	0.02364298953	0.9994968975	0.9991751443
26	0.02276954872	0.9996645421	0.9994500962
27	0.02116960858	0.9998322429	0.9997250481
28	0.02035060678	0.9998322429	0.9997250481
29	0.01937657455	0.9998322429	0.9997250481
30	0.01892892119	0.9998322429	0.9997250481
31	0.01759865261	0.9998322429	0.9997250481
32	0.01686154389	0.9998322429	0.9997250481
33	0.01613783936	0.9998322429	0.9997250481
34	0.01564696809	0.9998322429	0.9997250481
35	0.01534759882	0.9998322429	0.9997250481
36	0.0149605449	0.9998322429	0.9997250481
37	0.01447185119	0.9998322429	0.9997250481
38	0.01402928745	0.9998322429	0.9997250481
39	0.01359283	0.9998322429	0.9997250481
40	0.01338231453	0.9998322429	0.9997250481
41	0.01291490236	0.9998322429	0.9997250481
42	0.01219554076	0.9998322429	0.9997250481
43	0.01171448169	0.9998322429	0.9997250481
44	0.01142021427	1	1
45	0.01100158059	1	1
46	0.01064025974	1	1
47	0.01047828742	1	1
48	0.0101184412	1	1
49	0.009808311219	1	1
50	0.009482508119	1	1
51	0.00911846253	1	1
52	0.009054283457	1	1
53	0.008885894345	1	1
54	0.008619773777	1	1
55	0.008399382196	1	1
56	0.008256576322	1	1
57	0.008089345547	1	1
58	0.00779730131	1	1
59	0.007595899178	1	1
60	0.007506817003	1	1
61	0.007314777946	1	1
62	0.007208594715	1	1
63	0.006936054665	1	1
64	0.006913402913	1	1
65	0.006760238922	1	1
66	0.006602030001	1	1
67	0.006407141596	1	1
68	0.006259100235	1	1
69	0.006029567571	1	1
70	0.005914210746	1	1
71	0.005862702315	1	1
72	0.005772694814	1	1
73	0.005595278391	1	1
74	0.005531186515	1	1
75	0.005387763661	1	1
76	0.005260239221	1	1
77	0.005143675247	1	1
78	0.005061089791	1	1
79	0.004948897082	1	1
80	0.00487780221	1	1
81	0.004735285441	1	1
82	0.004657380039	1	1
83	0.004573149058	1	1
84	0.004518925656	1	1
85	0.004429539653	1	1
86	0.004303637672	1	1
87	0.004223172819	1	1
88	0.004179947126	1	1
89	0.004086592979	1	1
90	0.004013904281	1	1
91	0.003913122419	1	1
92	0.003831205492	1	1
93	0.003774472052	1	1
94	0.003715043858	1	1
95	0.003644219795	1	1
96	0.003644194908	1	1
97	0.003601086594	1	1
98	0.003515001654	1	1
99	0.003434923371	1	1
100	0.003311144999	1	1
101	0.003271402414	1	1
102	0.003211762196	1	1
103	0.003211717877	1	1
104	0.003211671624	1	1
105	0.003145463655	1	1
106	0.003082141236	1	1
107	0.003082141236	1	1
108	0.003082123918	1	1
109	0.003082115523	1	1
110	0.003082093055	1	1
111	0.003052599198	1	1
112	0.003052599198	1	1
113	0.003052579669	1	1
114	0.003052539661	1	1
115	0.003001527678	1	1
116	0.002888005901	1	1
117	0.002833559213	1	1
118	0.002781566736	1	1
119	0.002781505866	1	1
120	0.002781480216	1	1
121	0.002781296276	1	1
122	0.002781246068	1	1
123	0.002781221536	1	1
124	0.002781221536	1	1
125	0.002781197682	1	1
126	0.002737662556	1	1
127	0.002645982659	1	1
128	0.002645982659	1	1
129	0.00264591816	1	1
130	0.002589378873	1	1
131	0.00258935357	1	1
132	0.002589306182	1	1
133	0.0025892275	1	1
134	0.002589185566	1	1
135	0.002543037697	1	1
136	0.002543001191	1	1
137	0.00250062541	1	1
138	0.002459547019	1	1
139	0.002419077335	1	1
140	0.002353549505	1	1
141	0.002353549505	1	1
142	0.002353468823	1	1
143	0.002353442858	1	1
144	0.002353442858	1	1
145	0.002353429522	1	1
146	0.002353409125	1	1
147	0.002353404089	1	1
148	0.002353378139	1	1
149	0.002353378139	1	1
150	0.00235336807	1	1
151	0.002353363036	1	1
152	0.002353358003	1	1
153	0.002353329983	1	1
154	0.002353321497	1	1
155	0.002353293494	1	1
156	0.002353253245	1	1
157	0.002353235616	1	1
158	0.00235322556	1	1
159	0.002353197581	1	1
160	0.002353193432	1	1
161	0.002353186442	1	1
162	0.002353176388	1	1
163	0.002353095989	1	1
164	0.002353015669	1	1
165	0.002352735558	1	1
166	0.002314221737	1	1
167	0.002255532553	1	1
168	0.002255403654	1	1
169	0.00225538434	1	1
170	0.00225538434	1	1
171	0.002255056039	1	1
172	0.002255031544	1	1
173	0.002254994205	1	1
174	0.00225486122	1	1
175	0.002254851616	1	1
176	0.002254833253	1	1
177	0.002254823651	1	1
178	0.00225481405	1	1
179	0.002254776777	1	1
180	0.002254767181	1	1
181	0.002254757585	1	1
182	0.002254739876	1	1
183	0.002254702627	1	1
184	0.002254690413	1	1
185	0.00225465318	1	1
186	0.002254614841	1	1
187	0.002254596518	1	1
188	0.002254578197	1	1
189	0.002254565995	1	1
190	0.002254556418	1	1
191	0.002254544218	1	1
192	0.002254525905	1	1
193	0.002254459693	1	1
194	0.00225445181	1	1
195	0.002254375298	1	1
196	0.002254301037	1	1
197	0.002254227953	1	1
198	0.002254189779	1	1
199	0.002254151622	1	1
