iter	Passed	Remaining
0	907	180620
1	1701	168496
2	2491	163592
3	3271	160287
4	4067	158621
5	4866	157341
6	5633	155331
7	6459	155029
8	7216	153144
9	7991	151844
10	8706	149590
11	9488	148651
12	10270	147737
13	11022	146444
14	11805	145602
15	12539	144205
16	13290	143064
17	14073	142296
18	14976	142669
19	15832	142492
20	16627	141730
21	17413	140891
22	18150	139676
23	19043	139652
24	19779	138456
25	20508	137249
26	21251	136166
27	21991	135091
28	22837	134662
29	23570	133567
30	24379	132909
31	25126	131914
32	25849	130812
33	26544	129600
34	27311	128755
35	28162	128297
36	28889	127268
37	29605	126212
38	30313	125138
39	31054	124218
40	31769	123202
41	32460	122112
42	33198	121211
43	33904	120206
44	34618	119242
45	35338	118307
46	36048	117348
47	36769	116435
48	37502	115569
49	38222	114666
50	38919	113706
51	39614	112748
52	40315	111819
53	41034	110946
54	41788	110169
55	42495	109273
56	43241	108483
57	43953	107610
58	44659	106728
59	45367	105857
60	46027	104881
61	46685	103913
62	47386	103046
63	48094	102200
64	48809	101372
65	49518	100537
66	50196	99643
67	50869	98747
68	51516	97806
69	52185	96915
70	52874	96068
71	53519	95146
72	54195	94284
73	54870	93428
74	55515	92525
75	56172	91649
76	56834	90788
77	57526	89977
78	58291	89281
79	58977	88466
80	59643	87624
81	60301	86775
82	60985	85966
83	61656	85144
84	62313	84306
85	62974	83477
86	63615	82626
87	64285	81817
88	64996	81062
89	65654	80244
90	66316	79434
91	66973	78620
92	67665	77851
93	68315	77036
94	69010	76274
95	69673	75479
96	70360	74713
97	71165	74069
98	71919	73372
99	72660	72660
100	73443	71988
101	74280	71367
102	75058	70686
103	75784	69955
104	76488	69203
105	77295	68544
106	78006	67800
107	78742	67076
108	79447	66327
109	80140	65569
110	80864	64837
111	81550	64075
112	82376	63422
113	83184	62753
114	83903	62015
115	84598	61261
116	85314	60521
117	85989	59755
118	86728	59033
119	87440	58293
120	88169	57565
121	88881	56825
122	89633	56112
123	90362	55383
124	91072	54643
125	91823	53928
126	92571	53210
127	93287	52474
128	94050	51764
129	94799	51045
130	95571	50339
131	96322	49620
132	97052	48891
133	97801	48170
134	98559	47454
135	99290	46724
136	99994	45982
137	100669	45228
138	101420	44508
139	102170	43787
140	102869	43044
141	103568	42302
142	104346	41592
143	105132	40884
144	105850	40150
145	106573	39417
146	107272	38676
147	107992	37943
148	108687	37201
149	109390	36463
150	110247	35775
151	110970	35043
152	111770	34334
153	112501	33604
154	113207	32866
155	113887	32122
156	114602	31387
157	115282	30644
158	116010	29914
159	116701	29175
160	117376	28432
161	118075	27696
162	118773	26960
163	119472	26225
164	120262	25510
165	120996	24782
166	121715	24051
167	122408	23315
168	123106	22581
169	123830	21852
170	124522	21117
171	125231	20386
172	125962	19658
173	126707	18933
174	127439	18205
175	128142	17474
176	128826	16740
177	129492	16004
178	130183	15272
179	130844	14538
180	131530	13807
181	132327	13087
182	133003	12355
183	133709	11626
184	134397	10897
185	135096	10168
186	135763	9438
187	136427	8708
188	137131	7981
189	137845	7255
190	138520	6527
191	139202	5800
192	139893	5073
193	140621	4349
194	141294	3622
195	141991	2897
196	142664	2172
197	143352	1448
198	144033	723
199	144742	0
