iter	Logloss	F1	Accuracy
0	0.5631794168	0.9663068368	0.9433443344
1	0.4527244988	0.9759234828	0.9598459846
2	0.3817685042	0.9738443823	0.9562706271
3	0.3234703522	0.9735414955	0.9557205721
4	0.2588852497	0.976276771	0.9603960396
5	0.2040594712	0.9777411377	0.9628712871
6	0.1740024101	0.9798413748	0.9664466447
7	0.1513956741	0.9827643354	0.9713971397
8	0.1287239125	0.9865247047	0.9777227723
9	0.1110519789	0.9876748834	0.9796479648
10	0.09947700673	0.988498083	0.9810231023
11	0.08896753089	0.991144528	0.9854235424
12	0.07640988712	0.9924711394	0.9876237624
13	0.06810732306	0.9929671802	0.9884488449
14	0.06055548666	0.9937992291	0.9898239824
15	0.05375340304	0.9941304712	0.9903740374
16	0.0504719511	0.9944658729	0.9909240924
17	0.04701731835	0.9947995303	0.9914741474
18	0.04230621573	0.9954675172	0.9925742574
19	0.03869094441	0.9964711813	0.9942244224
20	0.03679884076	0.9968061859	0.9947744774
21	0.03478026099	0.9971414158	0.9953245325
22	0.0334216895	0.9973091154	0.99559956
23	0.03115580623	0.9971414158	0.9953245325
24	0.0298750128	0.9976446837	0.996149615
25	0.02844596359	0.9978125526	0.9964246425
26	0.02739593152	0.997980478	0.99669967
27	0.02564680215	0.998317065	0.997249725
28	0.02502509455	0.998654105	0.99779978
29	0.02452688001	0.9988221437	0.9980748075
30	0.023678388	0.9991583908	0.9986248625
31	0.02267390233	0.9991583908	0.9986248625
32	0.02188124999	0.999326826	0.99889989
33	0.02087020308	0.9994952044	0.9991749175
34	0.02007314315	0.9994952044	0.9991749175
35	0.01956406126	0.9994950345	0.9991749175
36	0.01855847687	0.999663413	0.999449945
37	0.01766657805	0.9994950345	0.9991749175
38	0.01692827113	0.9994950345	0.9991749175
39	0.01593132934	0.999663413	0.999449945
40	0.01537481371	0.9998316782	0.9997249725
41	0.01485351106	0.9998316782	0.9997249725
42	0.014523911	1	1
43	0.0138538811	1	1
44	0.01345712365	1	1
45	0.01327206446	1	1
46	0.013172115	1	1
47	0.01274595702	1	1
48	0.01236061334	1	1
49	0.01190447775	1	1
50	0.01180932762	1	1
51	0.01153271258	1	1
52	0.01108208677	1	1
53	0.01062254124	1	1
54	0.01030411627	1	1
55	0.01007745454	1	1
56	0.009501930272	1	1
57	0.008742761359	1	1
58	0.008457742547	1	1
59	0.008038398985	1	1
60	0.007977531126	1	1
61	0.007931770003	1	1
62	0.007857238977	1	1
63	0.007785886417	1	1
64	0.007520196442	1	1
65	0.007338808128	1	1
66	0.007160789655	1	1
67	0.007049173273	1	1
68	0.006795598962	1	1
69	0.006643307348	1	1
70	0.006585662848	1	1
71	0.006500228873	1	1
72	0.006451067805	1	1
73	0.006261828179	1	1
74	0.00622586037	1	1
75	0.006179276372	1	1
76	0.006043264182	1	1
77	0.005967671409	1	1
78	0.005932575624	1	1
79	0.00576054375	1	1
80	0.00553872627	1	1
81	0.005462278274	1	1
82	0.005382768086	1	1
83	0.005167884866	1	1
84	0.005059037882	1	1
85	0.004919529342	1	1
86	0.004820784492	1	1
87	0.004726648711	1	1
88	0.004537386505	1	1
89	0.00449210713	1	1
90	0.004403286557	1	1
91	0.00432533868	1	1
92	0.004325277244	1	1
93	0.004224982807	1	1
94	0.004079858516	1	1
95	0.004044953033	1	1
96	0.003919696533	1	1
97	0.003919636338	1	1
98	0.003859289891	1	1
99	0.003815435437	1	1
100	0.003746065811	1	1
101	0.003666628747	1	1
102	0.003559626283	1	1
103	0.003478429456	1	1
104	0.003437675459	1	1
105	0.003393161605	1	1
106	0.003327155268	1	1
107	0.003185537193	1	1
108	0.00307117314	1	1
109	0.003071146025	1	1
110	0.003071131454	1	1
111	0.003071117272	1	1
112	0.003036998279	1	1
113	0.002991349776	1	1
114	0.002869541197	1	1
115	0.002831760099	1	1
116	0.002831760099	1	1
117	0.002780297177	1	1
118	0.002780272571	1	1
119	0.002780253651	1	1
120	0.002780224073	1	1
121	0.002730687806	1	1
122	0.002730673605	1	1
123	0.002645466512	1	1
124	0.002613951451	1	1
125	0.002613930375	1	1
126	0.002613930375	1	1
127	0.002613919531	1	1
128	0.002613919531	1	1
129	0.00261390869	1	1
130	0.002550680135	1	1
131	0.002534092204	1	1
132	0.002470408389	1	1
133	0.002423551811	1	1
134	0.002423535349	1	1
135	0.00242352379	1	1
136	0.002423486217	1	1
137	0.002423486217	1	1
138	0.002423464463	1	1
139	0.002423426919	1	1
140	0.00242341504	1	1
141	0.00242338845	1	1
142	0.002377991054	1	1
143	0.002377933188	1	1
144	0.00234579936	1	1
145	0.00234579936	1	1
146	0.002345772125	1	1
147	0.002345772125	1	1
148	0.002345772125	1	1
