iter	Logloss	F1	Accuracy
0	0.5613728456	0.9653027823	0.9417102007
1	0.4497930977	0.969627319	0.9491339016
2	0.3482104976	0.9771825397	0.9620566401
3	0.2777610643	0.9791666667	0.9653560627
4	0.2311010948	0.9804765056	0.9675556778
5	0.1942593182	0.9822877007	0.9705801485
6	0.161145009	0.9834272456	0.9725048117
7	0.1310422121	0.985059761	0.9752543305
8	0.1149565958	0.9858780528	0.9766290899
9	0.1034741745	0.9866977054	0.9780038493
10	0.08754478721	0.9885095754	0.98102832
11	0.07815847523	0.9893297766	0.9824030795
12	0.07053834937	0.991484388	0.9859774539
13	0.06203100122	0.9929742389	0.9884520209
14	0.05750569297	0.9939718687	0.9901017322
15	0.05058107128	0.9949715052	0.9917514435
16	0.04720090086	0.9956390473	0.992851251
17	0.04271143212	0.9958060728	0.9931262029
18	0.03855489126	0.9963074857	0.9939510586
19	0.03707224715	0.9964747356	0.9942260104
20	0.03389669389	0.9973127309	0.9956007699
21	0.03199408537	0.9983193277	0.9972504812
22	0.03035793776	0.9986554622	0.9978003849
23	0.02797077285	0.9984871407	0.997525433
24	0.02695018822	0.9991589571	0.9986252406
25	0.02581074474	0.9991589571	0.9986252406
26	0.02478223966	0.9993270525	0.9989001925
27	0.02377054694	0.9993270525	0.9989001925
28	0.02226971823	0.9993270525	0.9989001925
29	0.0216923239	0.9993270525	0.9989001925
30	0.02086331121	0.9993270525	0.9989001925
31	0.02019876158	0.9993270525	0.9989001925
32	0.01958826651	0.9993270525	0.9989001925
33	0.0191487981	0.9994953743	0.9991751443
34	0.01855711906	0.9996636394	0.9994500962
35	0.01769175814	0.9996636394	0.9994500962
36	0.01730774485	0.9996636394	0.9994500962
37	0.01682395195	0.9996636394	0.9994500962
38	0.01674398267	0.9996636394	0.9994500962
39	0.01641338681	0.9994953743	0.9991751443
40	0.01571046864	0.9994953743	0.9991751443
41	0.01539715208	0.9996636394	0.9994500962
42	0.01501880662	0.9998317914	0.9997250481
43	0.01491639498	0.9998317914	0.9997250481
44	0.01419910742	0.9998317914	0.9997250481
45	0.01378456034	0.9998317914	0.9997250481
46	0.01349217142	1	1
47	0.01313873922	0.9998317914	0.9997250481
48	0.01299024532	1	1
49	0.01255789151	1	1
50	0.01216392993	1	1
51	0.01157665617	1	1
52	0.0113680239	1	1
53	0.01105117657	1	1
54	0.01043628581	1	1
55	0.01035135711	1	1
56	0.01008199856	1	1
57	0.009540710035	1	1
58	0.00937990248	1	1
59	0.009207789777	1	1
60	0.009076028702	1	1
61	0.008972040081	1	1
62	0.008759332821	1	1
63	0.008537206964	1	1
64	0.008320942965	1	1
65	0.008114605678	1	1
66	0.007944022786	1	1
67	0.007753770945	1	1
68	0.007579002062	1	1
69	0.007364154252	1	1
70	0.007116225067	1	1
71	0.00693993863	1	1
72	0.006706117171	1	1
73	0.00664496856	1	1
74	0.006583672971	1	1
75	0.006259116133	1	1
76	0.006151765817	1	1
77	0.005958872689	1	1
78	0.00578068353	1	1
79	0.005678960858	1	1
80	0.005543261868	1	1
81	0.005433084298	1	1
82	0.005309862651	1	1
83	0.005215426602	1	1
84	0.005122804725	1	1
85	0.005056354681	1	1
86	0.00498811684	1	1
87	0.004854965332	1	1
88	0.004719042808	1	1
89	0.004652247038	1	1
90	0.004598994735	1	1
91	0.004495204963	1	1
92	0.004320713144	1	1
93	0.004183169318	1	1
94	0.004071763343	1	1
95	0.004034354238	1	1
96	0.00396761068	1	1
97	0.003903200968	1	1
98	0.003831976403	1	1
99	0.003679792314	1	1
100	0.003623858864	1	1
101	0.003586324842	1	1
102	0.003497637305	1	1
103	0.003318450208	1	1
104	0.003275167147	1	1
105	0.003211641355	1	1
106	0.003083846639	1	1
107	0.003083830358	1	1
108	0.003018195795	1	1
109	0.002956488114	1	1
110	0.002813537832	1	1
111	0.002813488939	1	1
112	0.002813433697	1	1
113	0.002767163702	1	1
114	0.002767139011	1	1
115	0.002767125771	1	1
116	0.002767115147	1	1
117	0.002732213674	1	1
118	0.002687932004	1	1
119	0.002613205684	1	1
120	0.002613195677	1	1
121	0.002557367837	1	1
122	0.002557356926	1	1
123	0.002519835826	1	1
124	0.002421136654	1	1
125	0.002378846284	1	1
126	0.002378838662	1	1
127	0.002378826389	1	1
128	0.002378822383	1	1
129	0.002378806462	1	1
130	0.002378798844	1	1
131	0.00237878257	1	1
132	0.002378769137	1	1
133	0.002378769137	1	1
134	0.002378753377	1	1
135	0.002378738374	1	1
136	0.002378722117	1	1
137	0.002378722117	1	1
138	0.002378705865	1	1
139	0.002378698372	1	1
140	0.002378683166	1	1
141	0.002378653209	1	1
142	0.002378630136	1	1
143	0.002378600201	1	1
144	0.002378592721	1	1
145	0.002378585243	1	1
146	0.002378554893	1	1
147	0.002378501165	1	1
148	0.002373648852	1	1
149	0.002305662099	1	1
150	0.002305662099	1	1
151	0.002305662099	1	1
152	0.002305645738	1	1
153	0.002305638178	1	1
