iter	Passed	Remaining
0	896	178469
1	1637	162103
2	2412	158418
3	3209	157253
4	3998	155957
5	4750	153614
6	5492	151423
7	6297	151144
8	7020	148999
9	7761	147462
10	8561	147103
11	9295	145635
12	10030	144280
13	10820	143756
14	11548	142427
15	12451	143187
16	13306	143238
17	14110	142672
18	14898	141926
19	15640	140763
20	16374	139574
21	17140	138680
22	17908	137820
23	18633	136646
24	19387	135709
25	20189	135111
26	20953	134260
27	21674	133142
28	22385	131999
29	23184	131379
30	23968	130664
31	24764	130011
32	25472	128904
33	26340	128602
34	27067	127605
35	27854	126893
36	28649	126214
37	29468	125628
38	30230	124797
39	30983	123934
40	31775	123227
41	32486	122210
42	33263	121451
43	34004	120559
44	34771	119770
45	35513	118894
46	36245	117989
47	37006	117188
48	37833	116590
49	38564	115694
50	39317	114869
51	40088	114097
52	40819	113216
53	41579	112419
54	42303	111526
55	43095	110817
56	43876	110075
57	44720	109487
58	45472	108671
59	46213	107832
60	47006	107112
61	47756	106296
62	48559	105596
63	49351	104872
64	50116	104088
65	50976	103497
66	51716	102660
67	52486	101885
68	53216	101034
69	53988	100263
70	54756	99486
71	55481	98633
72	56221	97810
73	56986	97031
74	57734	96224
75	58452	95370
76	59198	94563
77	59921	93723
78	60700	92971
79	61550	92325
80	62304	91533
81	63082	90777
82	63845	89998
83	64577	89178
84	65306	88355
85	66027	87524
86	66779	86737
87	67540	85960
88	68259	85132
89	69038	84380
90	69771	83571
91	70514	82778
92	71307	82042
93	72059	81258
94	72832	80498
95	73711	79854
96	74466	79072
97	75197	78267
98	75932	77466
99	76729	76729
100	77444	75910
101	78211	75144
102	78935	74337
103	79701	73570
104	80441	72780
105	81159	71971
106	81916	71198
107	82663	70416
108	83414	69639
109	84170	68867
110	84937	68102
111	85671	67313
112	86580	66659
113	87333	65883
114	88053	65083
115	88805	64307
116	89535	63516
117	90267	62728
118	91035	61965
119	91804	61202
120	92579	60444
121	93396	59712
122	94177	58956
123	94928	58181
124	95718	57431
125	96492	56670
126	97228	55887
127	97985	55116
128	98874	54419
129	99607	53634
130	100336	52849
131	101141	52103
132	101865	51315
133	102609	50539
134	103334	49753
135	104066	48972
136	104836	48209
137	105569	47429
138	106330	46663
139	107072	45888
140	107800	45107
141	108590	44354
142	109357	43590
143	110085	42811
144	110822	42036
145	111723	41322
146	112439	40539
147	113205	39775
148	113931	38996
149	114695	38231
150	115452	37464
151	116190	36691
152	116978	35934
153	117730	35166
154	118461	34391
155	119209	33623
156	119944	32851
157	120701	32085
158	121457	31319
159	122197	30549
160	122946	29782
161	123684	29012
162	124599	28283
163	125343	27514
164	126095	26747
165	126897	25991
166	127632	25220
167	128374	24452
168	129090	23679
169	129860	22916
170	130632	22154
171	131352	21383
172	132142	20623
173	132891	19857
174	133630	19090
175	134423	18330
176	135213	17570
177	135970	16805
178	136759	16044
179	137559	15284
180	138427	14531
181	139206	13767
182	139978	13003
183	140805	12243
184	141544	11476
185	142281	10709
186	143003	9941
187	143763	9176
188	144498	8409
189	145228	7643
190	145994	6879
191	146748	6114
192	147471	5348
193	148262	4585
194	149026	3821
195	149770	3056
196	150650	2294
197	151402	1529
198	152135	764
199	152886	0
