iter	Logloss	F1	Accuracy
0	0.5565576935	0.9673267327	0.9455595271
1	0.4487022636	0.9706027262	0.9507836129
2	0.366455527	0.9724228496	0.9538080836
3	0.2805064205	0.9796727814	0.9661809183
4	0.2310373808	0.9811570248	0.9686554853
5	0.180274553	0.9831125828	0.9719549079
6	0.1503338086	0.9847429519	0.9747044267
7	0.1182479818	0.9865470852	0.9777288974
8	0.1028278346	0.9881922501	0.9804784163
9	0.09244618402	0.9881883214	0.9804784163
10	0.07969620266	0.9901683053	0.9837778389
11	0.07360284828	0.990993996	0.9851525983
12	0.0660958259	0.9928153718	0.988177069
13	0.0587497584	0.9936454849	0.9895518284
14	0.05456208572	0.9938116742	0.9898267803
15	0.04969930822	0.9951431921	0.9920263954
16	0.04564380646	0.9959772042	0.9934011548
17	0.04290160387	0.9961441744	0.9936761067
18	0.03942242881	0.9966465459	0.9945009623
19	0.03738323076	0.9971481295	0.995325818
20	0.03462417402	0.9976502182	0.9961506736
21	0.03249874504	0.997985225	0.9967005774
22	0.03110538932	0.997985225	0.9967005774
23	0.0295016224	0.9983210208	0.9972504812
24	0.02808777532	0.9983210208	0.9972504812
25	0.02661189413	0.9983210208	0.9972504812
26	0.02523750399	0.9988253063	0.9980753368
27	0.02430147346	0.9991603694	0.9986252406
28	0.02324860823	0.9993284083	0.9989001925
29	0.02242747803	0.9994962217	0.9991751443
30	0.02182872488	0.9996640914	0.9994500962
31	0.02074277183	0.9998320175	0.9997250481
32	0.02015360199	0.9994962217	0.9991751443
33	0.01935893561	0.9998320175	0.9997250481
34	0.0190938129	0.9998320175	0.9997250481
35	0.01778063381	0.9998320175	0.9997250481
36	0.01676729687	0.9998320175	0.9997250481
37	0.01613512088	0.9998320175	0.9997250481
38	0.0155652352	1	1
39	0.01515569703	1	1
40	0.01457484269	1	1
41	0.01429182152	1	1
42	0.01351762617	1	1
43	0.01297870538	1	1
44	0.01280845076	1	1
45	0.01255003708	1	1
46	0.01199855922	1	1
47	0.01168366887	1	1
48	0.01151150713	1	1
49	0.01093015312	1	1
50	0.01054961666	1	1
51	0.01033338405	1	1
52	0.009888801127	1	1
53	0.009630858908	1	1
54	0.009451181289	1	1
55	0.009323788524	1	1
56	0.009119289675	1	1
57	0.008687904318	1	1
58	0.008331713992	1	1
59	0.008149004959	1	1
60	0.007959080107	1	1
61	0.00768975415	1	1
62	0.007430964094	1	1
63	0.007187533801	1	1
64	0.006996790122	1	1
65	0.006829845665	1	1
66	0.006665841681	1	1
67	0.00654418299	1	1
68	0.006481444664	1	1
69	0.006117234738	1	1
70	0.005945431208	1	1
71	0.005737610065	1	1
72	0.005668691351	1	1
73	0.005461993819	1	1
74	0.005292598538	1	1
75	0.005049389697	1	1
76	0.004889881504	1	1
77	0.004827956895	1	1
78	0.004626985539	1	1
79	0.004575957178	1	1
