iter	Logloss	F1	Accuracy
0	0.548086301	0.9629876626	0.9389606819
1	0.4402637795	0.9700875888	0.9502337091
2	0.3618790462	0.975277916	0.9590321694
3	0.293625068	0.9759894022	0.9601319769
4	0.2561641078	0.9769829442	0.9617816882
5	0.1982020329	0.9799170124	0.9667308221
6	0.1654768076	0.9828590448	0.971679956
7	0.1362914726	0.9844870726	0.9744294748
8	0.1161326386	0.9862967914	0.9774539456
9	0.09738069955	0.9879477737	0.9802034644
10	0.08517956901	0.9904410532	0.9843277426
11	0.07426052471	0.9911029041	0.9854275502
12	0.06606119873	0.992605042	0.9879021171
13	0.05985999741	0.9936048469	0.9895518284
14	0.05614182942	0.9939393939	0.9901017322
15	0.05110879488	0.9951137321	0.9920263954
16	0.04629857774	0.9961207624	0.9936761067
17	0.04368381473	0.9964568922	0.9942260104
18	0.03962607108	0.996962538	0.9950508661
19	0.03721355695	0.9976359338	0.9961506736
20	0.0356842252	0.9976359338	0.9961506736
21	0.03337522192	0.997972973	0.9967005774
22	0.03128412169	0.9983102399	0.9972504812
23	0.02987637746	0.9984789589	0.997525433
24	0.02857729923	0.998647735	0.9978003849
25	0.02702167524	0.998816568	0.9980753368
26	0.02562393802	0.9989858012	0.9983502887
27	0.02480930508	0.9993238675	0.9989001925
28	0.02423337897	0.9994928149	0.9991751443
29	0.02338085647	0.9994926433	0.9991751443
30	0.02228924877	0.9996618194	0.9994500962
31	0.02146342534	0.9996618194	0.9994500962
32	0.02021474635	0.9998308811	0.9997250481
33	0.01966072432	0.9998308811	0.9997250481
34	0.01878612496	0.9998308811	0.9997250481
35	0.01819532051	0.9998308811	0.9997250481
36	0.01750615933	0.9998308811	0.9997250481
37	0.01734618501	0.9998308811	0.9997250481
38	0.0166831759	0.9998308811	0.9997250481
39	0.0162419447	0.9998308811	0.9997250481
40	0.01580019934	0.9998308811	0.9997250481
41	0.01570239374	0.9998308811	0.9997250481
42	0.01504388815	0.9998308811	0.9997250481
43	0.01432437618	0.9998308811	0.9997250481
44	0.0138778363	0.9998308811	0.9997250481
45	0.01332820946	0.9998308811	0.9997250481
