iter	Logloss	F1	Accuracy
0	0.5623069015	0.9635946212	0.9389606819
1	0.4512815283	0.9684002633	0.9472092384
2	0.3483985396	0.9762734362	0.9606818807
3	0.2938793257	0.9776156525	0.9628814957
4	0.2446129947	0.9789630611	0.9650811108
5	0.1935600964	0.9814200398	0.9692053891
6	0.1618819037	0.9828932071	0.971679956
7	0.1304708791	0.9845283647	0.9744294748
8	0.1094403721	0.9874812218	0.9793786087
9	0.09506607546	0.9883099532	0.9807533682
10	0.0820596957	0.9894666444	0.9826780313
11	0.07618528079	0.9906260462	0.9846026945
12	0.06770185567	0.9919544083	0.9868023096
13	0.06341984193	0.992453463	0.9876271652
14	0.05721049818	0.9936220208	0.9895518284
15	0.05056661849	0.9952925353	0.9923013473
16	0.04550846512	0.9962987887	0.9939510586
17	0.04148906976	0.9974726201	0.9958757217
18	0.03839392955	0.9979770735	0.9967005774
19	0.03605241611	0.9978088657	0.9964256255
20	0.03383621781	0.9979770735	0.9967005774
21	0.03179331119	0.9981453381	0.9969755293
22	0.03079756344	0.9981453381	0.9969755293
23	0.02798094304	0.9984820374	0.997525433
24	0.02636995221	0.9984815252	0.997525433
25	0.02532640021	0.9986504723	0.9978003849
26	0.02395550314	0.9986504723	0.9978003849
27	0.02274360657	0.9989878543	0.9983502887
28	0.02142947785	0.9991566875	0.9986252406
29	0.02065907227	0.9994940125	0.9991751443
30	0.01980316243	0.9994940125	0.9991751443
31	0.01914179081	0.9996626181	0.9994500962
32	0.01875777699	0.9996626181	0.9994500962
33	0.01803572472	0.9996626181	0.9994500962
34	0.01755406241	0.9996626181	0.9994500962
35	0.01692778449	0.9996626181	0.9994500962
36	0.0160300578	0.9998312806	0.9997250481
37	0.01550797001	0.9998312806	0.9997250481
38	0.01522394111	0.9998312806	0.9997250481
39	0.01496100744	0.9998312806	0.9997250481
40	0.01474406373	0.9998312806	0.9997250481
41	0.01428873581	0.9998312806	0.9997250481
42	0.01362021179	0.9998312806	0.9997250481
43	0.01337451724	0.9998312806	0.9997250481
44	0.01270748472	1	1
45	0.01242764695	1	1
46	0.01209732494	1	1
47	0.01184515771	1	1
48	0.01178122868	1	1
49	0.01123876635	1	1
50	0.01107529908	1	1
51	0.01069782393	1	1
52	0.01039703543	1	1
53	0.01009478838	1	1
54	0.009862401828	1	1
55	0.009679091016	1	1
56	0.009521520822	1	1
57	0.009187734132	1	1
58	0.009030103498	1	1
59	0.008871390787	1	1
60	0.00861513761	1	1
61	0.008489490948	1	1
62	0.008389057849	1	1
63	0.008180116435	1	1
64	0.008036968937	1	1
65	0.007807742245	1	1
66	0.00761801872	1	1
67	0.007442691776	1	1
68	0.007398867101	1	1
69	0.007272429535	1	1
70	0.007139919543	1	1
71	0.007106271688	1	1
72	0.006864139082	1	1
73	0.006569181449	1	1
74	0.006362777253	1	1
75	0.006150263	1	1
76	0.006046699889	1	1
77	0.005846601185	1	1
78	0.005638240386	1	1
79	0.005523159921	1	1
80	0.005368806613	1	1
81	0.005198689528	1	1
82	0.005068622469	1	1
83	0.005022073592	1	1
84	0.005022002048	1	1
85	0.004908120143	1	1
86	0.004768351929	1	1
87	0.004576638582	1	1
88	0.004485590725	1	1
89	0.004404324446	1	1
90	0.004404324446	1	1
91	0.00433505971	1	1
92	0.004264395866	1	1
93	0.00423205551	1	1
94	0.004038442587	1	1
95	0.003981398899	1	1
96	0.003981304987	1	1
