iter	Passed	Remaining
0	1064	211888
1	1858	183975
2	2638	173279
3	3414	167295
4	4148	161800
5	4878	157745
6	5627	155153
7	6388	153313
8	7134	151402
9	7906	150224
10	8725	149922
11	9480	148534
12	10216	146967
13	11021	146422
14	11766	145125
15	12497	143716
16	13273	142886
17	14001	141566
18	14727	140302
19	15637	140741
20	16362	139468
21	17112	138454
22	17920	137909
23	18654	136798
24	19391	135737
25	20191	135126
26	20943	134192
27	21693	133257
28	22478	132546
29	23238	131687
30	24061	131172
31	24818	130294
32	25541	129253
33	26277	128293
34	27041	127482
35	27783	126568
36	28510	125599
37	29286	124854
38	30067	124123
39	30848	123393
40	31679	122854
41	32434	122014
42	33210	121255
43	33937	120323
44	34710	119558
45	35466	118736
46	36205	117859
47	36975	117088
48	37722	116246
49	38518	115555
50	39276	114748
51	40042	113965
52	40854	113312
53	41584	112433
54	42310	111546
55	43091	110805
56	43846	110001
57	44611	109220
58	45386	108467
59	46135	107650
60	46939	106961
61	47829	106458
62	48564	105608
63	49295	104752
64	50084	104022
65	50824	103188
66	51567	102365
67	52347	101615
68	53065	100747
69	53828	99967
70	54544	99102
71	55348	98397
72	56141	97671
73	56918	96915
74	57642	96070
75	58425	95326
76	59208	94580
77	59948	93764
78	60717	92997
79	61486	92230
80	62236	91433
81	62971	90616
82	63676	89761
83	64561	89157
84	65340	88402
85	66066	87576
86	66818	86787
87	67569	85998
88	68322	85211
89	69083	84435
90	69806	83614
91	70538	82805
92	71325	82063
93	72077	81279
94	72841	80508
95	73600	79734
96	74342	78940
97	75084	78149
98	75837	77369
99	76616	76616
100	77348	75816
101	78097	75034
102	78995	74394
103	79729	73596
104	80490	72824
105	81283	72081
106	82053	71317
107	82893	70612
108	83666	69850
109	84417	69068
110	85174	68293
111	85924	67512
112	86635	66701
113	87430	65955
114	88229	65213
115	88969	64426
116	89710	63640
117	90505	62893
118	91250	62111
119	92014	61342
120	92772	60570
121	93500	59779
122	94249	59001
123	95141	58312
124	95875	57525
125	96624	56747
126	97350	55957
127	98096	55179
128	98844	54402
129	99560	53609
130	100294	52826
131	101003	52032
132	101744	51254
133	102532	50501
134	103324	49748
135	104074	48976
136	104827	48205
137	105592	47440
138	106326	46661
139	107066	45885
140	107788	45103
141	108532	44330
142	109262	43552
143	109996	42776
144	110909	42069
145	111694	41311
146	112416	40531
147	113162	39759
148	113892	38983
149	114598	38199
150	115354	37433
151	116075	36655
152	116854	35896
153	117618	35132
154	118448	34388
155	119184	33616
156	119946	32851
157	120725	32091
158	121444	31315
159	122196	30549
160	122917	29774
161	123674	29009
162	124450	28249
163	125197	27482
164	126076	26743
165	126819	25974
166	127536	25201
167	128292	24436
168	129029	23668
169	129762	22899
170	130509	22133
171	131254	21367
172	131991	20599
173	132781	19840
174	133550	19078
175	134314	18315
176	135092	17554
177	135859	16791
178	136621	16028
179	137393	15265
180	138134	14500
181	138859	13733
182	139718	12979
183	140449	12213
184	141204	11449
185	141974	10686
186	142718	9921
187	143493	9159
188	144268	8396
189	145001	7631
190	145761	6868
191	146518	6104
192	147273	5341
193	148043	4578
194	148808	3815
195	149529	3051
196	150281	2288
197	151012	1525
198	151808	762
199	152604	0
