STMN1,SOX4,TGFBI,TSPAN7,S100A13,LYN,SMARCD1,SSBP2,JADE3,CTSG,NPY,PF4,NAALADL1,SPP1,IRX5,DNTT,ZNF423,TRAF3IP2,ABCC6,ADA,LPAR6,SEMA4C,target
9.13667,12.2519,6.21209,4.23988,8.16352,7.24914,7.87918,10.705,7.54925,5.36253,11.0569,5.53427,4.57595,5.75956,4.82607,10.9652,7.79545,9.69841,4.39821,10.0234,10.719,7.40071,1
10.2447,12.7619,6.27775,8.86963,6.29208,8.63353,7.468,8.51245,5.52383,6.28922,4.89006,5.93809,4.74017,3.84696,5.1989,10.5364,4.01582,7.02258,4.26672,11.0314,10.7882,5.86254,1
9.48509068481654,10.6806751291815,6.20464712628977,8.87344514420451,7.66937815185481,6.39675393137443,7.59944039914849,9.28307549322746,5.94677395491324,6.862054788358,10.6037522647335,7.8899569631853,5.56895624071877,8.42326616567423,5.52052255384059,11.1768821860671,9.06501883640479,10.9701117546393,6.07079681637546,8.38571436432314,9.17332475414699,7.31928913724412,1
6.61225,8.65125,6.57758,5.8859,7.24589,7.58062,6.82932,6.84565,5.4983,6.18423,8.77838,4.64748,4.66961,5.27104,5.00507,11.3998,6.0538,8.31935,4.29127,8.4881,7.03885,5.83511,1
8.36938,8.74432,10.2532,3.97187,6.4038,10.2414,7.10545,7.83889,4.85351,12.7163,4.80006,10.2826,5.59054,4.70718,3.91952,9.01376,3.65663,7.28255,5.09527,9.04941,8.34296,7.82654,0
9.40953456598216,11.1796042389313,6.39305625529551,8.79156659306529,8.07959312991586,7.05638893173867,7.64613794040015,9.48421047884682,6.03997668468556,11.3797061900317,9.68557722347953,7.59777173224785,4.98114521754395,4.81292800498659,5.28727298482659,11.7529527432607,7.79317659840273,10.5532073532517,6.09937782628741,8.99024791626194,10.7327322119869,7.1269288333324,1
9.13729,11.3123,5.42367,4.61066,8.94194,7.74882,7.72735,8.61115,4.53874,6.03315,11.0554,6.42071,5.25152,4.83,4.32372,11.7221,7.74125,7.65675,4.24467,9.73686,9.20521,7.29768,1
9.55669,12.5767,5.28831,9.23013,9.9018,10.0725,8.44861,11.0554,6.06696,5.61971,4.00704,7.27826,4.721,8.70234,4.53145,12.6176,10.0274,10.4646,4.42935,10.9003,11.6974,5.39038,1
6.17966,4.60239,9.42592,4.55946,5.98947,10.3823,7.21046,6.75905,3.5019,5.76876,4.44436,10.6199,4.8178,4.49322,4.38795,5.02354,3.89912,7.33222,4.63553,8.8413,7.54878,7.49141,0
5.96151,5.87256,9.76155,4.01213,5.74736,11.5165,5.42534,7.73536,4.96678,4.77515,4.57806,9.27442,4.34207,5.49387,4.03768,4.52907,3.56777,6.7578,4.5453,6.75992,8.15742,7.98117,0
9.56063,10.9477,5.40011,7.09558,9.28923,8.13492,8.17653,9.78097,8.23225,8.00871,11.6486,5.23342,4.67421,4.01538,4.84122,12.0642,7.97081,9.75965,3.89013,10.1459,9.9511,5.93125,1
7.81198,11.8274,5.14525,6.39786,8.17305,8.91693,7.92492,10.5857,7.18588,5.10597,3.93482,5.17061,4.4722,6.28215,3.84366,11.6502,8.73315,10.013,4.01041,9.60783,11.0455,5.47082,1
11.1165,12.2879,5.48056,9.61795,6.14341,5.9053,8.85441,8.31573,5.59129,7.1989,5.21943,5.87379,4.55402,4.13758,7.68199,9.67567,3.72411,7.85719,4.58277,11.338,8.83961,6.29373,1
10.073,10.7612,6.94277,7.63761,7.3622,7.18723,8.49117,9.19322,5.98325,8.01459,10.483,5.13504,4.15962,4.73286,5.24002,13.2048,6.43128,9.20749,4.57629,11.3042,7.90201,7.16069,1
8.67237104870071,9.742708139833,7.49828452037462,8.4254555180443,7.47121231789373,5.02022726777694,7.74853058776305,7.62011676934882,5.9275964131469,7.50936921349446,9.12794435121748,7.87098271612463,6.06228298782939,5.18226517289411,5.32816760324079,10.5443439629618,6.24154432729711,8.85201071491795,6.00175657344871,8.53167486282566,7.50958922924245,7.17849220607429,1
9.63471,12.4687,5.1252,4.61859,8.90758,4.3875,7.72406,11.215,6.18818,8.41492,5.41181,6.24998,4.9556,5.43283,8.37036,13.1602,7.36899,9.50875,4.22434,11.2457,3.64064,5.74607,1
8.4053,8.16224,9.92314,3.47421,6.25879,11.4167,6.85453,8.00189,6.81166,3.8798,3.98832,10.0232,5.30894,3.99596,3.34739,6.76024,4.25741,7.12638,4.26124,7.94943,9.56171,7.78189,0
7.31484,9.43091,11.349,3.7436,6.83279,10.9514,7.87069,7.9248,4.26773,5.22992,4.52553,10.03,7.21293,4.36496,3.70321,5.06164,3.92228,7.60767,4.83979,9.51328,10.4189,8.13735,0
9.9520202397251,11.6779986874815,6.42514648006542,9.63330305548033,8.21837816298327,5.55722223918421,7.15236333609833,8.79564833431009,6.91929969268726,7.03524312850173,8.81865693538011,6.96758877014464,5.14095212850576,5.11573328848893,5.20185568783129,12.0009927152002,6.90686825445953,10.8454666635734,6.06369903000128,9.86612848492049,9.4115553867355,7.06128877912678,1
11.6198,12.5092,5.99652,10.4336,6.26574,4.21175,8.335,9.41942,6.34404,6.40741,6.02547,5.6375,4.87439,4.11843,6.73357,11.3903,11.0519,8.17881,4.51627,11.7028,9.49776,5.70191,1
9.65068135538182,11.3436496126622,6.68095375719422,8.44877468218699,8.45300444426302,7.47925265110237,7.66474997553125,8.93565939517344,7.12780556442347,6.66878549656167,10.2135656043747,7.17496280315601,5.29391488018647,5.06666004694416,5.15633205327485,12.5442489601393,8.14617785723476,11.0512766972859,6.38852260494587,10.5995715789062,8.02213191435417,7.00884866779413,1
10.3609,11.8617,5.17115,7.86848,8.19558,8.5654,7.41326,10.412,7.58204,7.89767,9.30332,5.88577,5.11544,4.30874,4.49732,13.0963,7.43281,10.2813,4.43105,11.0784,7.74671,6.03808,1
9.18666,11.7606,5.96948,9.21214,9.36839,8.34683,7.88695,10.6835,7.25402,9.87741,9.75531,5.53828,4.76422,4.57936,4.11893,13.3098,9.84108,10.0714,4.31598,10.8551,11.8259,5.66072,1
9.0382048152308,10.3040502084573,8.65141166195182,8.06513526024605,7.53459975079473,8.62081273687031,7.22098071990233,7.53139801593498,5.44014858991566,11.6230175359295,8.09623204572399,9.85094137736524,5.73095038310152,4.91995066864529,5.33554415154954,10.4442083003152,6.69236824481694,9.05316594298419,6.18493122750405,9.06580270522496,7.11072648781721,7.21708544921066,1
10.7591,11.627,6.64153,8.12196,8.69396,6.67386,7.93578,9.30017,6.8931,7.11407,11.6849,6.2085,4.84169,3.9651,4.91237,14.252,7.75576,8.6591,5.05173,11.7685,9.36634,6.75932,1
8.76492,10.5096,7.40699,5.04331,7.30684,9.247,7.21536,8.47018,7.41125,11.9461,4.46735,4.74692,6.94235,4.02064,5.20565,9.23574,4.22949,7.57508,4.42292,10.0208,4.76362,6.75869,0
2973.27902609994,1192.6321796372,1596.76999942285,85.066300077347,54.4659004868448,12466.3183009813,1985.30995608983,450.647941910658,107.099211243743,77259.7786688297,0.0,1009.33185123649,354.268237837198,19.3826635148877,7.59822281075079,20.3614108289654,0.0,773.469585276701,229.14265922793,308.875244174419,372.792203517576,325.137821314277,0
8.81108299615334,10.9029711650938,6.82079723354631,7.39145663942324,8.32181267729415,7.43845310784921,8.16297358018036,8.6164420386385,5.07588446327854,7.42327184510834,7.73909455761647,7.44138345742463,5.69938380567266,4.996989967541,5.68757891640946,11.5410185160149,8.10145609267984,10.1131277222329,6.58919535851823,9.54275706698415,6.70991101374029,7.04470286699348,1
8.67325,11.1578,5.43944,7.42189,8.4853,8.76711,6.96238,10.8485,8.1328,4.4999,8.12219,6.98259,5.30828,4.83249,4.40228,13.3171,8.00924,9.76571,4.06409,9.82155,8.84845,6.64151,1
10.0278,11.7384,6.09485,5.07078,7.97494,8.6787,7.8233,9.73112,5.87701,6.15307,9.26151,5.82694,4.13226,4.25565,4.0633,11.4902,6.8412,9.8734,4.62522,10.4532,8.93361,5.83561,1
6.93281,9.55438,11.5299,3.98691,6.84553,11.4117,7.70844,7.7898,4.93423,5.33469,4.40661,11.807,6.78896,4.42853,4.01569,5.21407,4.02987,7.62409,4.83068,9.5278,9.77781,8.00239,0
6.62017,6.8613,9.92147,4.51168,6.09843,11.0511,6.96318,7.40513,3.93814,5.68529,4.66381,11.0508,5.36963,4.65017,4.18019,4.22039,3.85818,7.48935,4.96269,8.34991,8.67011,7.86084,0
10.0783,12.2069,7.16476,7.83581,6.34109,6.24653,6.77294,9.32112,6.52671,7.1203,4.51936,6.66788,4.41763,3.93731,6.85605,12.3566,3.90974,7.33108,4.69516,12.0231,9.46378,6.27613,1
9.42323,13.3047,5.76142,8.37431,9.42647,7.70361,7.93986,9.44546,6.5937,7.28055,9.24093,6.43554,5.12042,4.78764,4.88002,12.8535,7.95269,9.72379,3.93169,10.1565,9.55745,6.93216,1
8.67050247132715,10.9117551492534,6.36971406987154,6.50975535464682,8.86588283424768,7.38952871109794,7.34326749771768,7.48700289008491,5.74477026700823,7.42563004107593,11.1721439764409,7.52209659286535,4.97240916301054,4.4498152865519,5.16151946061468,6.93033270791485,5.36222113323311,8.76083719637192,6.6051366032536,8.43050506724332,6.83808869929282,6.97925161973109,1
10.2257609799118,11.0376652173071,6.8071767785774,7.65624472178866,6.93500211155215,6.45952304575908,7.46644883905307,8.96633147986946,5.0906516942405,7.38156140959595,8.34629128923806,7.29813870748725,5.04870126704555,5.25882718974202,5.8234690242737,11.8281499291298,7.86096220060907,10.1906480856418,5.96186711165005,9.59173723771481,6.97064484502515,6.82817492946138,1
9.62877,10.0393,8.65012,7.00258,7.3517,9.82106,7.86899,9.61808,5.73792,12.7153,8.01241,11.3366,5.06613,8.5171,4.17454,12.2464,7.78616,9.29925,4.87891,10.551,9.30385,7.71284,1
8.25933,8.67963,10.1389,3.03948,6.76299,11.4184,6.93364,8.55456,7.39779,3.78212,3.63172,8.64684,5.48887,3.48805,3.69732,6.5611,3.7622,7.61402,3.46484,8.08517,9.15652,7.27068,0
9.64971,11.3229,6.23164,4.203,7.64901,8.60649,7.31265,8.33291,5.65205,9.20803,6.32553,6.32544,4.63901,4.16588,5.7301,10.0106,6.55488,9.00753,4.48636,10.5823,8.42908,5.82344,1
8.55906228002909,10.686302224979,6.89552013549158,8.40561514581502,9.63284730376367,9.4068435188114,5.85197740731432,9.24161886089947,5.01686955181414,7.01688139637794,9.68192699429934,8.60124007176791,5.09149019362162,5.40777737177808,4.68321859827894,10.2313529975614,7.16188106962281,9.70430896647336,5.41059037346485,8.69978452638118,9.45682041160261,6.76791804189092,1
9.77605,11.3685,8.22754,8.78707,6.22814,8.09288,7.96526,8.10433,5.13838,7.32782,5.99748,5.95181,4.77541,4.1096,6.39897,10.8348,4.34062,7.15486,4.42997,12.0016,10.5973,6.33547,1
10.1514,12.2837,8.00761,9.44001,6.02723,9.75768,8.62964,9.39403,5.69727,9.95889,6.59663,6.99801,4.83484,4.34302,7.40268,12.6053,10.6427,7.81277,4.26352,11.8859,9.68161,6.28663,1
9.72733957578153,11.7379123968599,6.95948239251158,7.61968706848034,7.79832267577901,7.47111854341865,7.33597474802671,10.1561157374053,5.76341928671159,7.03063574331513,7.47389184374302,7.24610022342922,5.46842012366699,4.78228265699736,5.31386782829838,12.4507879505149,7.57442320514565,10.6964710030916,6.16594234219752,10.0566611970561,6.22804050730432,6.83736271141537,1
10.1089,12.9138,5.74122,8.58617,6.0453,7.79819,6.67813,10.03,6.88326,6.49737,4.76054,5.33949,4.85566,4.26533,6.37715,12.6123,4.1237,8.04938,4.34068,11.4672,12.1488,5.7591,1
9.69594,10.1092,5.73223,7.51464,6.38899,6.22507,8.08376,10.4271,6.91363,6.3508,8.69379,6.48222,5.19248,4.53953,4.29121,14.0434,10.2218,7.76637,4.94507,11.5413,9.67864,7.33013,1
10.619,12.6351,7.46683,10.1982,6.11177,8.60353,7.85998,9.49988,7.55284,12.0583,5.08197,6.30118,4.54998,5.6861,7.29395,12.9878,8.71558,8.98056,4.26702,12.6587,10.2778,6.96059,1
10.0988,10.5966,10.0765,5.53656,6.67731,10.9993,7.87719,9.33904,6.54178,13.1169,6.32201,11.751,5.49397,5.05756,4.32501,11.6242,5.63668,7.80049,4.56285,9.87254,7.64167,6.92223,0
8.30589,8.49037,10.3339,4.05445,7.26571,11.3101,6.85844,8.22934,6.59197,3.94015,4.30167,9.92447,6.32528,3.3693,3.29655,5.6684,4.18743,7.16521,4.96391,7.75554,9.53994,7.49063,0
5.89378,7.98339,11.1713,4.75107,6.03055,11.2093,6.94373,7.43284,4.72722,5.92656,4.74738,10.7342,5.83912,3.71607,3.8913,5.36946,3.58709,6.83394,4.44526,8.97323,10.0173,7.99798,0
9.5697,11.5279,5.08209,6.16616,9.39675,8.80168,7.89454,10.7726,5.76094,5.43494,10.3824,6.02012,4.91301,4.54811,4.65436,13.3029,9.09019,8.34328,4.18704,10.1516,10.7894,6.41573,1
6.81991,6.50213,10.3253,4.61893,6.02695,10.3412,7.14553,7.13837,4.3582,6.84804,4.50048,11.8345,5.32695,4.85881,4.10204,5.18016,4.2381,7.60434,4.61364,8.74695,9.87113,7.47767,0
9.88188,12.535,5.12339,4.20756,8.24345,8.39357,7.94999,11.2822,8.35788,7.04701,4.63286,6.73398,4.66429,5.20513,4.79802,13.0719,8.24455,11.5295,3.92268,11.9316,9.19654,6.21446,1
8.8597,12.6775,4.72743,9.2116,8.45342,8.48932,7.85208,9.39755,7.65478,7.59241,9.75236,6.24588,4.24546,4.74008,4.289,11.4329,7.03932,9.6894,4.24104,11.3488,9.29019,6.71289,1
10.3719,12.1905,5.44775,10.9876,6.00536,3.84556,7.35631,10.7682,6.89416,5.95465,5.22234,5.40425,4.78531,4.72932,5.42823,12.6649,8.15606,6.97272,4.25546,12.5584,11.5588,5.9626,1
9.74382,11.1518,5.62585,5.08594,8.18976,7.54172,7.33999,9.95005,5.76187,6.01442,10.1424,6.78377,5.07221,4.24408,3.68257,12.2768,6.1372,8.89333,4.3829,11.0924,7.99544,6.10278,1
7.01848,8.13986,11.0507,3.99748,6.34493,10.5472,7.07465,8.05287,4.34669,6.23893,4.33263,12.1842,5.56516,3.5336,4.01644,4.28582,4.0293,7.49866,4.75625,8.79286,10.5246,7.49344,0
10.1725,10.9669,6.20149,9.21873,10.6309,9.28217,8.06474,10.8444,7.62889,8.45608,9.67837,6.52782,4.94234,4.03429,4.2693,13.5136,9.92218,10.3645,4.64905,11.4387,11.93,5.41598,1
7.53521,10.1947,5.3747,4.45912,7.8146,8.66372,8.09159,8.48581,6.4957,9.98218,8.13513,5.6404,4.68332,3.85003,5.32786,9.1227,5.1796,9.30581,4.51159,9.73324,7.79547,5.5494,1
6.73409,8.12835,11.6469,3.90606,5.92509,10.3332,7.11371,8.13525,4.6539,6.06666,4.81425,12.5119,6.01287,3.97054,4.17375,4.23776,3.77347,7.82722,5.3509,8.12627,10.4611,7.4959,0
9.41531221622622,11.1646121341755,6.91170421879402,9.18953322910284,8.27980338121062,6.23710278645343,7.68175940223802,7.34954225051255,5.56886607741435,8.53868883062407,10.0550939251292,7.72422929041281,5.33145019720682,5.37703405901679,5.83741792288381,11.8779463719751,6.89258151099345,9.99940165901628,6.36146959901521,9.23532122089363,7.97735565814846,7.04547446214521,1
1091.15396325512,997.464354599769,9723.01244103162,11.0223227987557,34.8998483838401,10191.7894648328,1943.55158946768,1162.07197654186,54.4373399541045,287.060301386361,0.857597792329215,12065.5848668699,575.881083077503,0.81194355702166,0.0,19.6056326002096,0.420232036758318,785.546095602918,129.802615645954,746.431373583877,1336.72277875276,790.224811241984,0
