RPL27,SLC25A5,DPYSL2,HSPA1A,SARS,CST3,PHGDH,PSMA1,HMCES,AEBP1,TOMM7,MPZL1,UBE2A,LTF,RPS19,UBE2SP1,LTBR,TPP2,FCHSD2,SSBP2,NR1H3,PHACTR2,NRGN,PRAME,PCYT1A,RAB32,TMEM243,NEO1,GOLIM4,PTGS2,MYB,LCK,RAMP1,RHOH,HOXB2,CD3E,CA1,ADAM28,CD33,GPR17,BLK,CYP4F3,KDM5D,CD3G,GNG7,RAC2,HMHB1,HPR,AMY2B,APLP2,DHX38,GLRX,PRKD2,PLAGL1,TM4SF1,DLK1,GATA2,BUB3,PCGF1,RPL39L,LAMA5,DLC1,NPIPB13,KPNA6,PHLDB1,SBF1,LCN2,OLFM4,BBIP1,VAMP1,CD3D,RUFY3,PPBP,CSPG4,CTSW,HIST1H4J,AZU1,TMED7,RIF1,UBOX5,IGHV5-51,PTGS1,MUC4,UBBP1,PDCD6IPP2,CHCHD2,BACE1,ARHGAP5,CCNB1IP1,FXYD5,DHX32,XKR8,PRKCH,C1RL,GALNT11,MICALL2,PGGHG,SYNE3,TOR4A,CD177,KREMEN2,ATP8B4,C1QTNF1,TDRKH,VPREB1,LEF1,SLC26A6,RPL22,R3HDM4,RAB15,ADGRA2,MARCH8,PAX5,WDR13,RTN2,MCF2L,target
13.0847,10.2773,7.40158,5.81924,4.04887,6.29116,7.2469600000000005,8.35512,5.55431,7.17295,9.7137,7.1997100000000005,7.0833699999999995,5.87603,5.63208,6.3947199999999995,7.216080000000001,5.54103,5.48805,7.502210000000001,4.67289,3.5547699999999995,6.55438,5.72664,6.1852800000000006,7.08783,6.79006,4.81834,4.96879,3.82199,8.11572,5.70233,7.16599,8.15963,5.66814,6.10009,7.04655,6.1802,6.42345,3.49364,7.6581,4.3356900000000005,7.0677,6.10804,8.57473,7.2416100000000005,5.27946,5.49589,6.06061,4.21886,7.22616,6.885389999999999,6.42822,4.242,6.07167,5.13661,6.49566,6.16948,6.34236,5.7523,6.52109,5.66155,10.0803,5.71117,7.51854,6.68415,5.9381900000000005,3.5682400000000003,6.60942,6.6433,7.51576,6.14023,4.325019999999999,4.09892,6.70194,7.47427,4.9919199999999995,4.05955,4.55535,6.96962,5.49179,5.44644,5.93896,8.65789,6.09279,5.75737,8.10993,4.5736099999999995,7.9715,9.47082,8.58553,8.71679,6.08652,4.26294,6.32463,6.28375,8.03434,8.02223,6.03559,6.6222,6.505319999999999,3.2387900000000003,6.1679,3.72022,8.00854,9.2789,5.674980000000001,9.51613,8.42963,6.56985,6.62247,6.07066,8.8564,7.34152,5.69533,8.19304,0
13.5277,12.7022,9.91747,11.5648,6.6704300000000005,5.413930000000001,6.41751,9.55992,7.382789999999999,5.83689,10.5837,6.657360000000001,10.6569,10.5434,5.31088,4.60005,6.41855,7.54,8.88219,9.93042,4.85541,5.39233,5.43965,4.14088,7.8437600000000005,7.2934,10.4856,6.52388,7.841469999999999,4.1132800000000005,10.9545,7.4413800000000005,5.81514,9.18839,7.712460000000001,4.75488,12.6647,6.9577100000000005,6.6739999999999995,4.011830000000001,5.68353,7.8068100000000005,4.63828,6.46672,8.02908,3.9967699999999997,7.5071,5.4054,7.26037,5.54293,5.8695699999999995,6.77387,7.59351,6.4966,8.44887,3.65712,7.56948,7.58485,4.31445,5.84275,5.90289,8.03838,10.4049,8.91347,6.6512899999999995,7.020389999999999,7.8644,4.2495400000000005,7.86839,10.2279,8.493260000000001,8.40076,7.8423,3.5342599999999997,5.13075,9.632769999999999,4.98799,7.82216,8.551110000000001,5.79597,4.8047,7.71069,3.5027,9.33076,8.342880000000001,7.06623,7.11809,8.12847,9.92507,6.692189999999999,8.04088,7.9032800000000005,10.1776,7.35215,7.88662,6.80765,7.585369999999999,10.9618,4.85815,5.8032699999999995,5.70632,5.401009999999999,4.319780000000001,4.1327,6.11587,9.5055,5.77968,10.8902,5.75927,8.21668,5.63541,11.2929,8.42651,9.54175,5.16326,5.87409,0
13.249088422938799,12.2367265896051,10.5996182610019,10.383136749632,9.43336166957004,9.44050026447473,8.63119437700984,11.800840953683199,7.06468419799524,7.51192188072047,11.566665158923302,7.020639994040019,8.55969433354054,6.444654582104991,13.511493827102802,8.37590240077992,8.50460868221915,7.70037896090142,7.89022174840166,8.32920201151091,7.74565980997424,8.63503210310422,8.33313667867244,5.4177237812260595,7.268860478312019,11.274175662016699,7.121518140827829,5.43363883934911,6.09833231741032,6.36855347468403,11.099508595764599,6.496709488415131,7.16557395614113,9.345438652338391,7.21417082313432,7.537362724845001,7.89435550435092,4.950265516226071,9.47815075584059,4.43379693888818,5.397368944115519,4.37392228671952,8.97419575585515,5.58633425792284,6.72577741124528,8.99373467166882,5.10912497224169,5.83729702104748,4.44742973182628,9.6251544837867,7.49621774023679,9.03671216762711,7.15972025521395,8.84423932554512,9.328922910078731,5.09125343214172,9.013833023392731,9.66266765380517,7.758392052239059,4.80995323326195,5.0182756575681,5.847260173063231,9.053997340293678,9.35761662573609,7.152760004772179,7.5136849561075305,5.81693469187843,4.08645390025392,6.58087490057034,7.870790485288071,6.890328466328219,5.913653776842049,8.07244237485165,5.14631835464836,7.08838965175557,7.53241423776634,8.365178135054691,6.288702551645629,6.7471235421049,7.45358971463114,5.257743799167071,7.67087796192039,4.23723651954529,8.6181984259952,6.24765856904264,12.2201243253612,6.9854335388395405,5.077253132785151,9.78054205916284,11.351106056473801,8.11745147469312,8.85271730514996,9.895699667707161,6.6574250472915395,7.473554582942719,6.03519592131254,6.61031571717619,9.93955921794874,6.7970950463651505,6.73604789128237,7.23238544753206,7.95454846853946,7.1498811431646105,4.89725080794703,5.112569807020111,5.560523582847839,6.794437108197791,11.5642019849383,8.432558567099809,7.37939286934171,7.88182473426576,8.19288076649537,6.38338968670003,9.07826057921474,5.553450023511259,7.8338345525786695,1
13.4741,11.7824,7.60985,13.3623,4.71804,10.0692,7.4554800000000006,10.4484,6.03418,7.342210000000001,11.696,7.03745,9.84327,5.01112,6.38225,9.1054,8.76033,7.43955,6.2945400000000005,8.04692,6.462680000000001,4.35069,7.293489999999999,4.5696699999999995,7.6078600000000005,9.03331,7.2271600000000005,4.557180000000001,8.36249,10.2754,8.65444,4.33171,6.07369,9.406130000000001,10.1134,4.94116,6.04689,8.874989999999999,7.89095,3.89132,5.47762,3.2238900000000004,4.78656,6.169569999999999,6.95383,9.22688,4.446000000000001,4.96975,4.56069,8.90992,7.22584,7.3122300000000005,6.106,9.009039999999999,10.5132,4.1793,8.6735,5.958419999999999,7.00305,5.59551,6.61125,9.76404,10.0951,6.74175,7.3015300000000005,5.45259,5.38719,3.12816,9.06478,8.52689,7.456360000000001,5.8975,3.73789,3.6865699999999997,9.50554,7.14434,10.3504,6.636410000000001,3.93957,6.694839999999999,4.9897599999999995,6.26202,4.4922699999999995,11.0209,7.641210000000001,5.6075099999999996,7.756689999999999,5.95271,10.1658,11.3484,8.544130000000001,8.86725,8.81147,5.32065,6.821160000000001,6.6794,6.6048100000000005,8.447339999999999,5.958080000000001,5.52607,6.777639999999999,4.85049,5.63865,4.07811,4.3251800000000005,5.19292,5.2651,10.647,9.74238,7.2948,6.46825,6.48833,5.16218,8.206539999999999,5.41167,7.14498,1
7208.244513143321,4079.44443555544,8345.61691292725,381.372575500847,1092.93422706824,6853.072215641421,108.78280352094102,3863.20984155206,781.6809098576109,764.1443616500459,925.808238663582,629.1056121096531,2759.74370709835,14.5249989308349,11323.7983459755,199.083248357764,2345.7615572822,5191.05334325449,5890.558885700059,5650.65204082054,234.95558923562598,4669.47672605929,392.076836588133,200.055036921345,1804.7640716658898,822.213815717566,831.1709800763459,632.939565486843,1782.9178071997303,520.005220694421,5912.7121995669895,124.431183606119,23.4352148277262,2408.28730826678,172.73854113106003,107.75011611252701,444.431635041266,1399.64201233984,1071.84627500653,5.507163873644481,574.785783014913,105.39244737503701,2457.03544385904,278.528159946381,1667.7563958061999,5496.51008596915,15.9266598686211,10.817303005783698,707.295193202251,21735.430241437,2560.89271233874,607.82921084443,1538.67983025823,1396.6519293970498,222.477869222093,10.138053733246199,265.228847048506,2387.26822372015,787.803070614689,148.959808197754,295.051158148208,306.899248087732,347.158997921584,3821.37778903433,577.523916564822,3566.4370627864205,0.0,3.9816649671552797,1492.93350405962,1698.06537416707,88.76045743753359,1875.93134930932,5.97249745073292,159.26659868621098,502.11213180120905,1238.29780478529,1471.10839977095,2611.84251024898,9511.31083873514,442.409418098275,71.66996940879508,473.027938546476,41.158622782128,0.0,252.28363634085702,2490.4361125085,925.056064830031,5632.87935221672,1366.52539987976,3877.61023816298,601.8376867108631,327.025159770506,4783.10453191919,623.378238207107,1245.8845313108,199.809088529404,1797.2461934198498,8405.79174656549,318.533197372423,2.58530226364064,15.605844469300301,775.8126389770019,15.994760540550402,103.435092762859,95.36313914733249,64.3129597969514,346.70338139792506,7404.135531942309,996.0645276665739,375.784734284393,782.7046259427499,2092.58685518912,535.715746809708,763.7072442362579,53.294693765295,489.417224825388,1
12.9537384744647,11.876460942742698,9.91388895357363,8.78062119073683,8.48322509158029,10.5646581703577,6.5906378475719904,11.1954503190049,6.52722614788984,6.6133755201231095,10.6626957651438,7.918661764559129,8.793151578312191,7.025866593398759,13.158120077395198,8.39420119385948,6.877433855659679,7.64328549678633,6.8290712326121294,8.18931885078678,6.46780316600386,6.418513935262751,9.301474715776019,7.20494993711992,7.848095801259661,9.54600869942681,6.5569247946453,7.2349897561265495,7.6041106258685005,8.9244590119693,10.5397382221621,8.044818145346671,7.54138967005815,7.98863916658511,6.928345742305191,8.31799644520095,7.10046299627054,5.75773913410868,9.779951436313189,4.589712050126161,5.67289243384712,4.97309534436734,9.148391495507788,7.042903595361249,6.79159464506349,9.850663214744221,4.94291712626353,5.49334279930071,3.72219359082504,10.126582887061,7.07927687839616,9.06535675858418,6.67836730655954,6.6240136018799,5.6161083640380705,5.0794997945342,10.741785075401301,8.3385765939302,7.03996935383391,4.80078296412776,5.8309060629807,9.47642823262223,9.864946704366599,8.707126836375151,7.98670819028031,6.68663778518018,6.54430559497136,4.0927563716540805,6.802078832567769,7.35262777262637,9.888945380411009,7.45136506122357,6.59659331662368,5.352900467780961,11.7848412787433,8.17559569296372,5.5566043032988395,4.12508017552471,5.451827894965009,7.642755629333099,5.359730660745139,7.280047349430389,6.00396243951497,7.586247479981361,7.33867259096544,11.882575311319401,7.741960307591981,5.21717039614382,9.14118006715925,11.060405896972801,9.043102884829631,8.71142156159882,8.32713530892071,4.754035904886059,7.0783939908357,6.67782806941453,7.3336240943122,6.75234364942224,5.940751195738049,6.84268961235384,7.40162294536793,5.16967912614083,7.39667509541769,5.177249859234791,4.57427105902592,7.68533319698894,6.64212677160593,10.2309399124035,8.017758898490401,8.057881182339669,7.08473056847036,7.27927709966291,7.02879201995028,8.28375488994934,6.272497796857199,7.6027878740607,1
13.4036,11.5147,8.49366,10.7212,5.23614,11.1275,7.17611,10.1398,5.8055900000000005,7.79533,11.2906,7.736439999999999,8.92799,4.5285400000000005,5.3688,9.11706,8.63907,5.53835,8.96168,10.5492,7.6341399999999995,8.00587,6.07874,4.66101,7.99527,11.064,7.35462,6.0144,7.84083,7.99688,12.242,5.80224,6.51201,8.28392,5.10939,5.18484,9.27287,5.25474,10.3131,3.23887,3.99391,4.31835,9.054689999999999,4.6371400000000005,6.990589999999999,9.02604,4.3695900000000005,5.31045,6.1570800000000006,10.5168,7.3575800000000005,9.65753,7.178839999999999,9.89475,6.79437,8.19921,10.5733,8.76227,7.581230000000001,4.599,5.40992,6.86712,9.67457,7.391780000000001,6.22561,6.30457,4.79408,3.4394,9.14122,7.69446,10.0063,8.53524,6.2769,3.75715,11.6304,6.653110000000001,12.7639,8.08042,7.65835,6.682519999999999,4.5701,5.15963,3.3982099999999997,8.402610000000001,5.1426300000000005,5.93692,8.440560000000001,7.7741,9.12068,11.4484,8.98338,8.04899,6.16959,6.7851,8.41646,7.85077,5.946619999999999,10.8721,6.2523599999999995,5.14013,5.69801,9.42067,4.53871,4.01469,4.17109,6.38012,5.12389,11.5353,8.23627,6.13331,5.72663,9.67553,5.163069999999999,9.17141,5.22831,6.4296,1
13.4469,11.692,7.07901,11.617,4.64145,7.66938,6.21577,9.51976,6.27119,7.655989999999999,10.4351,8.04146,8.38366,4.74823,5.66616,7.3498600000000005,8.35218,6.65075,7.27618,9.05102,6.40309,6.267919999999999,5.44411,4.45252,8.51093,8.647039999999999,7.82453,4.504630000000001,9.1791,4.45294,11.4308,4.26765,7.4766,8.6586,6.06481,4.88434,6.02208,7.083130000000001,8.17035,3.3408800000000003,4.9512599999999996,3.4823800000000005,7.52075,5.4172,8.02438,7.973339999999999,3.71803,4.89497,4.33756,7.50931,6.916060000000001,6.7503,6.18463,9.46767,5.04071,7.8464,11.7085,8.69242,5.81942,5.55694,6.11037,12.2219,8.99762,9.3197,6.8510100000000005,7.44618,5.32874,3.07004,8.908389999999999,5.786230000000001,8.355780000000001,6.7976,6.78989,3.26507,9.02942,7.31665,4.4986,7.6062199999999995,8.37589,6.536519999999999,4.27031,8.3688,3.9007699999999996,8.96735,7.94734,8.36492,6.655939999999999,6.28828,9.39988,9.398710000000001,9.02957,8.67474,5.9738,7.74003,8.7035,8.944360000000001,6.26978,8.14615,7.271739999999999,5.14882,6.10277,7.02451,4.75957,4.51905,4.62755,8.327860000000001,5.0055,10.962,8.86479,6.62495,5.76802,9.573,4.50146,9.53219,5.36475,6.671639999999999,1
13.5391,11.6696,8.50047,10.847999999999999,4.65089,9.11306,7.970839999999999,10.4204,7.3006,7.4471300000000005,11.5835,5.2202,9.70165,13.0667,5.22663,8.45412,8.08492,7.926080000000001,8.45058,8.60714,6.03376,7.2092,8.59113,4.00802,8.16432,9.60876,7.92937,4.70664,7.85047,11.6887,11.2532,5.76294,6.4057,10.1104,8.56579,5.80476,11.8054,8.225810000000001,7.4184,3.25601,4.5923,5.92896,9.68495,4.62202,8.00338,8.79009,4.08007,7.4217,8.1468,8.86271,7.3013699999999995,7.21272,7.7923,9.44553,9.0155,8.413889999999999,8.32575,7.982069999999999,7.59541,5.34299,5.5808,6.36721,9.67425,7.7805,6.69272,7.13742,10.7153,6.48152,8.223289999999999,9.40168,7.221030000000001,4.8563,9.27657,3.8443,6.624689999999999,8.154060000000001,9.24718,7.5368699999999995,8.41934,6.2189,4.3329,7.54138,3.64627,9.2242,8.01336,7.936610000000001,8.009839999999999,3.89267,10.8353,11.1678,7.831460000000001,7.653460000000001,9.239930000000001,7.039439999999999,6.9195899999999995,5.76425,7.4832,9.74191,5.5065800000000005,6.885910000000001,6.08381,7.44575,4.68917,3.83469,5.1011,6.41235,6.24008,11.9889,9.72428,6.80945,8.2205,10.604000000000001,7.50635,8.57135,5.59358,6.97192,1
13.1065,11.7381,9.80227,11.8844,4.38886,10.1457,7.476780000000001,10.6988,6.7535,9.59249,10.7709,7.90902,9.011519999999999,7.75685,5.36354,7.092789999999999,8.61014,9.18792,8.3921,8.59608,5.33082,6.38084,5.75983,4.47201,8.38992,9.92538,7.79135,4.46893,8.840539999999999,3.8698099999999998,10.9334,6.086040000000001,5.7748800000000005,9.80119,9.73932,6.04176,10.8949,8.20911,8.55382,3.65045,5.74855,3.44058,4.12816,5.45011,6.8406199999999995,8.25215,3.74131,6.05362,7.1629,9.78244,7.46466,6.31631,6.7399,7.8828,7.918260000000001,3.94244,10.8511,8.07687,8.12495,5.73979,5.8863199999999996,8.511330000000001,8.62337,7.707389999999999,6.945539999999999,7.03706,6.950939999999999,5.66964,8.27108,8.34721,7.38133,5.5369,6.2819199999999995,3.32051,7.58102,7.81567,10.382,9.04682,6.31308,6.44004,4.5541,6.50397,3.67739,8.730739999999999,5.98844,6.886710000000001,8.72006,5.44517,10.9422,9.63531,8.18933,7.97777,7.63013,8.45305,7.849139999999999,7.75627,7.0309800000000005,8.70301,6.4835199999999995,5.8144599999999995,6.21885,9.36656,4.53381,3.6425099999999997,4.43428,7.38439,6.04857,11.7218,8.19688,6.13278,6.3186800000000005,9.35401,6.15192,9.08179,6.20052,7.01357,1
