SLC25A5,HSPA1A,SARS,CST3,AEBP1,UBE2A,LTBR,NRGN,PRAME,TMEM243,GOLIM4,MYB,LCK,RHOH,HOXB2,ADAM28,CD33,CYP4F3,CD3G,HMHB1,HPR,PRKD2,PLAGL1,TM4SF1,GATA2,RPL39L,DLC1,SBF1,OLFM4,CD3D,RUFY3,CTSW,HIST1H4J,PTGS1,FXYD5,DHX32,GALNT11,MICALL2,ATP8B4,VPREB1,ADGRA2,PAX5,RTN2,target
8686.914679161999,6640.85949559426,1842.4240756802699,7089.14665900968,317.393767607181,2550.05827432249,1877.8524572575,753.510136199626,11.267503160417302,302.82562303762,3013.6270231235,4021.2101861127203,88.0344835901123,1409.69755715022,837.787787436742,5747.268002960401,1323.19140717236,131.452696816782,39.6761770137807,0.8596454971833491,0.6107026747154649,1389.62424108807,3807.72734481704,619.942850049968,1822.0048832301102,27.7554326717703,2190.2490351770102,2982.21868648355,27.5086559098672,107.848558116761,593.020161792928,2498.72362556062,16.3332644464836,599.702968413433,7820.087238836591,790.6262164637019,514.276627093519,911.4908735282879,3438.90698805825,16.6295755348558,441.985825098611,201.826035775065,79.5990389624638,1
10.6024,10.2189,3.96251,12.7515,6.2698599999999995,7.598260000000001,8.09633,8.46948,3.90805,4.1214,7.827789999999999,10.6538,6.0583599999999995,6.854360000000001,8.93201,7.552410000000001,7.96665,3.71905,4.4134199999999995,5.25516,6.48055,5.5067900000000005,8.64575,5.40132,8.3707,4.33444,6.19846,5.4244,3.68151,6.398219999999999,5.9076699999999995,8.20957,5.1811,6.6935199999999995,11.4203,8.56349,7.6513100000000005,5.99814,9.60973,4.26975,9.00503,5.25945,6.152819999999999,1
12.0607,10.5337,4.7704699999999995,11.9361,6.19641,9.13296,9.61469,10.2369,4.39682,8.22374,7.679930000000001,10.5149,7.5115300000000005,7.416060000000001,9.50579,7.675960000000001,10.2181,5.4149400000000005,5.65751,4.03736,7.71315,6.78413,8.315439999999999,5.00636,9.22558,5.88011,6.517580000000001,6.6142,3.17408,8.35848,5.37079,10.0931,7.88766,7.83025,11.3938,8.12903,8.406989999999999,7.264939999999999,8.78962,4.68243,8.721060000000001,6.28052,6.27872,1
12.0355,8.58729,3.9230699999999996,10.1351,6.24202,9.3443,8.7917,6.347980000000001,4.69648,8.33415,7.88045,11.3554,6.48006,9.141960000000001,9.45452,9.63322,9.87086,3.97387,5.42243,4.47498,5.485180000000001,6.7918199999999995,9.24643,5.26512,10.1021,5.03589,5.81072,6.87758,3.14604,7.91628,5.68951,11.269,9.04244,5.67393,11.2274,8.34269,7.7868699999999995,8.3073,9.98202,5.60331,5.27113,4.77055,6.27642,1
12.3151954956826,9.21247696261476,8.304429468367589,11.0749174121255,6.71821399770342,9.90588940839882,7.907199205654299,10.161145737399499,5.74929854867441,7.07269138517349,7.37063821978783,9.529313593335369,6.068790005917901,9.64988934211911,8.010801448329751,8.59576660616215,8.88627111230849,5.27022267141788,6.02325719790458,5.10578301759005,6.59961641855895,7.61195205464532,8.03028575542566,8.006961236720441,8.47631995086306,4.93131113396664,6.04643602987496,7.85626717290675,8.39405080435774,7.246549309141071,5.839247999532359,10.306926134416198,7.52915897962455,8.942043855894118,11.648402466431302,8.03006264696721,6.299026086427519,6.62181492476191,6.227562757123961,4.6200647496066,7.79885014474095,6.54577954503561,6.54898243624204,1
12.0028,9.37398,5.06797,9.5247,7.01653,9.22981,8.13193,8.1253,4.56811,7.4808,8.54824,10.9251,5.42272,9.91507,10.1405,9.52464,9.74359,3.36796,5.15057,3.9249300000000003,5.33179,6.717410000000001,10.2294,5.91305,10.3487,5.1986099999999995,7.802910000000001,6.10458,2.81299,7.073980000000001,7.58971,11.2273,6.963310000000001,7.779789999999999,10.9774,8.781,8.00605,5.94663,9.94548,5.56436,6.09693,4.05348,5.76893,1
12.1284,9.85626,4.18109,11.5903,6.45319,9.526480000000001,9.610380000000001,9.572330000000001,4.37828,8.9818,6.74131,9.89146,7.098660000000001,8.000639999999999,6.3419300000000005,5.11624,10.0103,5.89621,5.61508,4.143680000000001,8.93239,6.43918,7.7266,5.1538900000000005,7.637980000000001,5.86724,4.84684,6.52607,6.0035,7.89608,6.5399,7.236839999999999,7.82647,6.713260000000001,11.2771,8.06799,7.75745,6.25555,7.242610000000001,4.26196,6.833289999999999,6.7015199999999995,7.00546,1
11.9291,7.965610000000001,5.481730000000001,6.36607,7.589060000000001,9.89443,6.60118,5.57339,4.58812,9.21968,4.15503,11.3317,7.594310000000001,10.1781,6.3754599999999995,7.11603,5.67813,4.54104,6.08437,5.97096,3.68062,9.60347,3.6652199999999997,5.7085099999999995,5.7525900000000005,6.00015,5.30971,7.960710000000001,4.07966,7.470439999999999,8.670160000000001,8.02694,8.9575,4.13621,11.0827,7.82022,5.39117,4.9321,3.5352699999999997,9.55529,6.08079,10.5854,5.07258,0
12.3118,9.28207,5.35114,6.08875,7.690989999999999,10.5534,7.35623,6.0863,4.618130000000001,9.59545,6.67553,11.1742,7.19552,10.5956,6.19594,4.50104,6.3437,4.18898,5.13627,8.93573,6.24531,9.854610000000001,5.75303,5.06746,6.7574,6.93835,6.38684,8.3635,5.20713,7.46063,5.415030000000001,6.83363,8.888060000000001,5.05415,11.4912,7.09686,4.68289,5.7695,3.1699599999999997,11.1348,5.729019999999999,10.0453,5.09615,0
11.6323,8.89153,4.06876,11.8325,6.8166899999999995,8.51548,8.986289999999999,8.39379,5.43579,7.8919,7.30996,9.391169999999999,4.92664,6.8396300000000005,8.21238,8.69932,10.0445,4.16847,5.476780000000001,4.30363,7.412719999999999,6.814139999999999,7.6636,7.80163,8.97681,6.66165,8.49982,5.38066,2.89012,7.65675,6.48591,8.49957,7.27038,6.36878,11.5208,9.03171,7.310810000000001,6.35095,7.113360000000001,4.75171,7.2518199999999995,5.1436,5.51945,1
