RPL10P9,HADHB,CDIPT,SGTA,SPEN,UNC119B,GCC2,GNG11,TRIM16,AOC3,MAFG,CSF2RB,BMP6,ANXA11,CLC,CD70,AANAT,UBN1,SEPT5,BOLA2B,HNF1A,SBF1,PKN2,SP3,TRAF3IP3,GLG1,PCM1,SCFD1,KIR3DL3,PIGG,ZNF768,YIPF2,LRRFIP1,EDEM3,EXD3,LSG1,CDC14B,TAF1D,CCDC28B,target
11.8268,9.01525,10.2891,6.17698,8.42994,7.604419999999998,7.117189999999999,9.01534,6.31189,5.84028,6.584039999999999,10.8936,5.09279,8.558710000000001,11.2933,5.6443,3.17296,10.7447,6.543069999999998,7.812760000000001,4.34422,7.64532,9.85204,8.58986,7.97622,7.70593,8.35936,6.710439999999998,6.7526,7.3022,5.733,5.34206,8.22747,8.50025,6.19834,7.87368,4.53,10.4671,6.334219999999998,0
13.4748,9.5732,9.50667,6.13704,7.241739999999999,7.68388,7.57843,12.4871,5.17108,3.8883,6.22109,8.70041,6.52341,7.6632,6.95595,6.6056,3.66152,6.96517,5.3787,8.69937,3.59745,6.42401,7.256869999999998,9.46936,6.43804,8.67173,4.05826,4.1939199999999985,8.40612,7.11528,5.08748,4.71185,7.87995,8.59263,5.1332,5.6933099999999985,7.6033,8.698039999999999,6.02954,1
13.545,10.4974,10.1991,6.81775,8.821819999999997,8.7305,8.24487,10.0922,5.49748,3.80554,7.0905,10.1441,5.41769,8.682,9.64658,6.25226,3.61917,9.61476,6.86746,9.13876,4.35181,6.804010000000001,8.588610000000001,9.40063,7.19769,9.38443,7.1784,5.09474,6.33469,7.3621,5.76933,5.03112,7.89575,8.37962,5.85715,7.74748,7.0739,10.0698,6.66248,0
13.6291,10.334,10.4303,7.1296300000000015,9.24205,8.46001,8.51561,9.46576,5.6987,4.19617,6.5800800000000015,10.5632,5.32532,8.40191,10.874,6.31072,3.60666,9.2449,6.75685,8.866060000000003,4.17342,7.15782,8.17382,8.80176,7.23068,9.08535,5.23937,4.12775,8.60628,7.83805,6.02141,4.64567,5.84063,9.46846,5.87336,7.9466100000000015,6.3139400000000006,9.22496,6.52802,0
13.5617,10.5986,10.1977,6.715960000000001,8.5677,8.47509,8.08019,10.5974,5.23916,3.4570800000000004,6.96161,10.9888,5.67601,8.531889999999999,10.772,6.40477,3.51055,9.41636,6.626760000000001,8.98478,4.00782,6.9489,8.22655,9.72861,6.92212,9.34803,6.75285,4.47955,7.37488,7.38559,6.04014,4.61935,6.9134699999999984,8.46827,5.9704,7.6242100000000015,7.394830000000002,10.0566,6.49201,0
13.3013,9.53044,10.4503,7.131010000000002,8.18205,8.03454,8.97888,11.0683,5.36155,5.424,6.624339999999999,11.845,6.77337,8.58105,10.852,6.69915,4.22849,9.38905,6.83168,7.84932,4.31421,6.4371,9.33174,8.39245,7.5344,8.73444,5.20081,4.3475800000000016,6.1187,7.9483,6.15846,5.36068,8.15893,9.31573,5.94163,6.7301199999999985,6.2741,8.13868,6.2218,0
13.2695,9.21445,9.47605,6.211130000000002,7.23902,8.24359,7.65423,10.2907,5.47169,4.6289099999999985,6.45025,7.965689999999999,5.2218300000000015,8.11164,9.10605,6.71167,3.36856,8.38325,7.6931,9.37835,4.63625,8.03037,4.92585,8.62214,3.6866,8.28845,5.59072,4.50203,5.80288,7.214339999999999,6.50168,4.7693900000000005,6.21718,6.62798,5.98309,5.64733,3.85436,9.3557,6.30335,0
13.6853,10.7437,10.331,6.936489999999999,8.42047,8.48825,8.31066,10.8081,5.91479,3.99341,6.79091,10.3325,5.91905,8.94063,10.3514,6.68364,3.99098,9.50186,7.12661,9.3386,4.11596,6.775930000000002,7.956760000000001,9.95012,5.91603,9.44454,6.766560000000001,4.88135,5.9414099999999985,7.2714,5.84905,5.02631,6.44057,7.8929,6.12369,7.77843,7.40043,9.82341,6.40414,0
13.1028,9.56768,10.5726,6.59565,8.372110000000001,8.319519999999999,8.55476,9.79971,5.99646,4.64042,6.74105,11.7881,6.34892,8.53598,11.1682,6.99125,4.83471,9.95979,7.06019,7.94417,4.4090099999999985,6.52692,9.45724,8.32169,5.56717,8.13115,4.74183,4.04748,5.45037,7.45419,6.4875099999999986,5.49233,7.9919699999999985,8.66958,6.05363,6.6787800000000015,4.84058,8.59489,5.92391,0
13.5629,10.6426,10.1255,6.57636,8.06317,8.621369999999999,8.081,10.1687,5.79662,3.38772,6.759060000000002,10.1617,5.62812,8.64433,9.18223,6.56415,3.68586,9.3986,6.6155800000000005,9.22215,3.82626,6.92195,8.08543,9.81488,6.7033,9.29307,7.035239999999999,4.81623,6.71197,7.20656,5.44497,4.83455,6.69075,8.29914,5.82001,7.7572199999999984,7.29206,9.8221,6.51944,0
13.4855,9.88128,10.4425,6.214169999999998,7.9779,8.36559,8.44948,9.16523,4.97876,4.93804,6.60332,11.3133,5.3525800000000014,8.50644,11.8932,6.52535,3.79063,8.67225,6.20276,8.01063,4.18574,6.5777,9.30529,8.166,7.7080600000000015,8.27709,4.87638,4.61961,6.12939,8.64001,5.60657,5.11751,8.58473,9.26682,5.4194900000000015,6.71581,4.9637699999999985,8.73615,6.3996,0
13.6504,9.91233,9.38232,6.86998,8.88739,7.9165,8.708060000000001,12.8531,4.98115,4.01897,6.58523,9.302,8.01277,8.04875,8.10998,6.35677,3.8328,8.3825,6.47315,8.89524,3.44266,6.93562,8.84184,9.19535,8.22379,8.259160000000001,5.64326,3.90433,7.2960699999999985,7.971139999999999,6.04686,4.24209,7.15932,9.02079,5.66005,6.8167399999999985,9.10721,9.1623,6.143669999999998,0
12.8487,9.75027,10.4036,6.715319999999998,7.655710000000001,8.02397,8.44675,10.2049,5.33575,5.15107,6.96333,12.4079,5.85906,8.741660000000001,11.5665,6.52441,4.76119,10.0136,7.2099,7.55575,4.24937,5.7068900000000005,10.5151,8.452069999999999,7.0096300000000005,8.009139999999999,5.20054,4.24241,5.92281,7.884069999999999,6.34874,4.8803800000000015,8.698,8.93003,5.99012,6.3759,5.11722,8.16577,6.23382,0
13.5252,10.848,10.1924,7.90065,9.12169,9.98662,6.46448,7.83462,4.83632,3.82677,8.54239,7.46183,4.47897,7.875560000000001,6.66403,6.6289,4.15672,10.0362,6.454269999999998,9.09844,4.99983,7.6329699999999985,8.51578,7.88725,3.96119,8.53815,5.7135,4.65739,5.66286,7.727519999999998,7.247330000000002,5.12871,6.59557,8.2895,6.19016,7.71742,3.4308300000000003,10.897,7.191,0
13.4404,10.2339,9.96369,7.39405,9.62593,8.44945,8.12302,7.4211,5.725619999999998,4.60061,8.58157,9.70966,4.6402,8.917489999999997,11.6699,5.84393,3.68274,10.2415,6.977810000000002,9.66827,3.94738,7.459230000000002,8.81742,9.17727,7.48078,9.0664,6.53335,6.33478,5.90134,8.44022,6.81458,5.09879,8.589360000000001,8.4632,6.17915,7.941439999999999,5.76389,10.2249,7.01077,0
13.6573,10.1939,10.1174,6.7741,8.22917,7.91328,8.76171,11.939,5.37452,3.89831,7.08736,10.7462,7.437489999999999,7.657660000000001,10.6308,6.1512,3.37041,8.11898,6.65354,9.00569,4.02809,6.10545,8.32119,8.638060000000001,8.68022,8.07852,5.15607,5.01548,6.7591100000000015,8.16277,5.36618,4.49713,8.41414,9.10897,5.78646,6.7779300000000005,7.92197,9.19843,6.34828,0
13.5096,9.79552,9.70742,6.72394,7.13064,7.944210000000001,8.98241,12.6293,4.56986,4.22042,5.278569999999998,9.10824,8.07041,7.59227,8.42581,7.0635,3.28796,6.87573,5.572030000000002,8.925989999999997,3.37526,6.896539999999999,5.94374,9.96056,6.5987100000000005,9.06166,4.63327,3.68616,6.85647,7.60053,5.2627,4.16739,6.82866,9.23246,5.27572,6.46841,7.97628,8.609860000000001,6.18001,1
13.4526,9.53382,10.5233,6.5754800000000015,8.89012,8.04454,8.967130000000003,8.77057,5.02949,4.38822,6.50902,11.2025,4.95855,8.79348,9.39587,6.54603,4.33075,9.54599,6.67942,8.64792,3.98245,6.82647,9.42308,8.35851,8.22654,8.35856,4.8133300000000006,4.76138,5.688280000000002,8.65837,5.91836,5.0467,8.89573,9.09414,5.88518,6.5163,4.4374,9.90152,6.62533,0
13.8092,10.0777,10.1325,6.97337,9.41517,8.035169999999999,8.81633,9.7549,5.97624,4.09364,6.84845,11.0992,5.98912,8.49668,11.3014,6.61713,3.76126,9.7976,6.62574,8.27931,4.10935,7.09488,7.80041,8.015039999999999,7.13852,8.16889,6.11165,4.55704,6.79222,8.054310000000001,5.95095,5.0300400000000005,7.019139999999998,9.09769,6.18074,8.14118,6.2273,9.46536,6.08256,0
13.4925204340238,10.1582298660812,10.5814756120327,7.90615738227823,7.35488300686468,8.58412895193719,8.72928465080174,7.83423589614546,6.0455692722918615,4.2479559499166815,7.08118892710823,9.191945171863619,5.747030769388268,11.486495263500302,9.93138550474491,6.9286905088931,5.41294143351988,8.08255832772978,6.56703441872234,9.3068950811705,6.602041032306019,8.346238638104191,7.4426426301448,8.87609639186961,10.981403517944699,9.97995597144607,8.451139244952461,7.37426544312618,7.29453257999196,8.71939880476656,7.07513681540966,5.81780105682569,6.49778184747929,5.422595059375071,6.734875594095991,8.49605251763706,4.618470411712651,9.20165417232395,7.12236082943047,0
13.4075,10.5206,9.97421,7.2120000000000015,8.92671,8.27693,8.00554,9.75741,6.54724,4.94353,8.21086,9.85262,5.84501,7.8742899999999985,12.3596,6.26667,3.98734,9.96698,6.76122,9.05794,3.81391,6.18476,7.73957,9.32989,4.35977,8.0087,6.6669100000000014,4.100619999999998,6.01018,7.81535,6.45317,5.0657,5.3708300000000015,8.88163,5.7306599999999985,7.65493,6.92207,9.98718,7.40673,0
13.3818,9.7122,10.3899,6.31456,9.53606,8.47077,8.32077,7.5068,5.52853,4.81331,6.73085,11.9958,4.7034699999999985,8.64536,9.52891,6.40629,4.05158,10.6431,6.53466,8.40323,4.1732,7.2216,10.0234,8.34876,8.10998,7.95558,5.1902599999999985,5.33448,6.1044800000000015,8.23825,5.84394,5.22135,9.16191,9.44673,5.68257,6.95865,4.88743,9.70594,5.98285,0
13.8298,10.1229,10.094,6.83764,8.914489999999997,8.17966,8.725719999999999,10.2084,6.03055,3.92147,5.6786699999999986,11.0889,5.90865,8.35388,11.1708,6.6711800000000006,4.08933,9.28619,6.04761,7.72992,4.51725,6.70481,7.31825,8.643360000000001,5.93476,8.636439999999999,5.6463800000000015,3.88902,7.161010000000001,7.7175699999999985,5.3873,5.2305199999999985,6.11735,8.52467,6.06246,7.81849,6.34325,9.29821,6.24876,0
13.0608,8.9191,8.07932,6.11272,8.35028,8.72725,9.44766,8.53715,6.93744,3.67591,6.1656900000000014,10.1877,5.36576,8.11472,10.1965,5.0235699999999985,2.86378,7.69043,6.3689300000000015,8.63974,4.3715,9.69972,8.71665,8.54368,7.85115,10.5308,5.93953,5.11336,6.55141,7.6705,5.40692,4.1919,6.6547399999999985,8.20871,5.9790199999999984,8.042910000000001,5.72144,10.6039,5.23283,0
11.7139,8.712760000000001,10.0335,6.02843,9.35086,7.92893,7.0031,7.35274,6.56737,6.82575,6.72756,11.0362,5.70085,9.05202,9.00666,5.55056,3.63844,11.0842,6.9009,7.111280000000002,5.05441,7.72947,10.2484,8.23022,8.06071,7.94418,9.80742,6.2173,5.29404,7.11861,5.54523,4.82754,7.77836,8.2398,5.82645,8.1585,4.37376,10.2038,5.8648,0
13.2442,9.73811,10.7516,6.84002,8.718589999999999,8.234960000000001,8.81402,11.0195,5.38632,5.0549300000000015,6.7145899999999985,12.0382,6.08805,8.36931,9.78956,6.25525,4.40379,10.0337,7.03178,8.03082,4.165030000000002,6.4454699999999985,9.79156,8.82291,6.2874,8.14968,4.46694,4.49365,6.0625800000000005,8.11058,5.88952,5.1642800000000015,7.94292,9.3961,5.8558,7.46177,4.8097,8.88952,5.74152,0
13.1486,8.95651,8.78815,6.27574,5.70599,7.18329,7.64883,11.4922,5.2828800000000005,4.35737,6.79427,8.07824,6.18834,7.2853,6.16427,6.78733,3.615180000000001,7.5126,6.40487,7.353910000000001,4.7811,6.00885,5.75506,9.06646,3.86841,8.34864,4.321269999999998,3.75061,7.91523,5.70904,5.85428,4.37344,5.2356300000000005,6.13058,5.97104,5.197030000000002,6.09809,7.197660000000001,5.73165,1
13.043,10.6984,10.3742,6.76172,8.33929,8.014389999999999,8.42827,9.7436,5.76532,5.12575,8.68094,11.6337,5.20213,8.49225,6.6231,6.20674,3.91974,9.77145,6.71121,7.75595,4.15848,6.32791,9.07895,9.16509,6.83638,8.57497,5.27385,4.43173,5.87528,8.214839999999999,6.18812,4.55912,8.89373,9.40434,5.77934,6.43537,6.45828,9.26481,5.6230699999999985,0
13.8671,8.94559,9.30806,7.90503,8.24359,7.24459,7.34755,7.31761,5.5608,4.3446,6.78149,9.87025,5.48485,8.23739,8.25662,7.1239300000000005,3.66374,8.95722,7.534860000000001,9.11761,4.50075,6.3787699999999985,7.95948,9.62123,4.062,6.955019999999998,5.19586,5.30216,6.8925600000000005,5.89838,6.3913400000000005,5.21927,6.9272,4.4004900000000005,6.28346,6.89798,3.31847,7.09415,6.70246,0
13.4283,9.616,9.83766,7.09998,7.12604,7.73256,6.57446,7.30995,6.32134,4.66553,7.3479199999999985,10.013,5.24841,8.71699,11.3381,6.42966,3.53015,9.69081,7.3912,8.76068,4.53484,5.72735,7.3543699999999985,8.96766,4.15284,8.17244,4.75054,5.41712,6.3905699999999985,6.912789999999998,7.0670199999999985,5.44464,6.73503,7.877160000000001,6.30799,6.803139999999999,5.03407,6.679760000000001,6.912910000000001,0
13.4737,10.3705,9.90436,7.25559,8.128969999999999,7.68636,9.0411,9.97826,6.01377,4.07131,7.599539999999998,9.92297,5.85785,8.42344,7.589539999999999,6.48595,3.4189300000000005,9.71916,7.13651,9.43338,4.11336,8.216239999999999,8.47635,10.023,7.0945800000000006,9.20847,5.56217,4.17583,6.29419,8.0801,5.91185,5.11977,7.49693,7.4559,6.02571,7.187189999999998,7.36769,9.67655,6.85268,0
13.6567,9.67038,10.2661,7.10928,9.51227,7.86797,8.86837,8.18268,5.48604,3.9798,5.89193,9.98632,4.9132099999999985,8.59249,9.92446,6.7887,3.71826,9.1298,6.8993600000000015,8.72992,4.45118,6.57567,9.20327,8.744530000000001,8.30786,8.88157,5.49826,5.20556,7.01841,7.7143,6.24354,4.86037,7.49362,8.98555,6.05509,7.97927,4.40567,9.26248,7.08167,0
13.5941,9.73723,10.585,6.72107,8.27564,8.7764,8.81668,8.879589999999997,5.3829699999999985,5.11103,6.55576,11.4591,6.81645,8.60405,11.0161,6.4966,4.5665,9.09341,6.12827,8.32212,4.58907,6.2725300000000015,9.70664,8.41463,7.975460000000001,8.15284,4.87151,4.5303900000000015,5.95587,8.55177,5.80828,4.71424,9.44827,9.34862,5.51233,6.78948,5.6113,8.86195,6.0705800000000005,0
13.4763,9.51395,9.57873,6.22046,6.10548,7.55205,8.32216,11.7782,4.8521800000000015,3.93916,6.1430099999999985,8.42568,6.42352,7.213889999999999,5.75972,6.9946100000000015,3.5816800000000004,6.83465,6.12027,9.0184,3.8271,6.01985,7.926260000000001,8.41242,6.54065,8.72184,4.50961,4.5183800000000005,7.33041,6.95647,4.8476599999999985,4.13819,7.01922,8.60234,5.03496,6.32725,6.7297699999999985,8.49264,6.9314399999999985,1
13.4755,9.96963,9.57475,6.51305,6.49656,7.49368,8.47508,10.2916,4.80673,3.82174,7.59855,9.92074,5.2928,7.73647,9.27989,6.26915,3.35154,6.21695,6.2272300000000005,8.571110000000001,4.12377,6.51312,7.7237,9.34647,8.1715,8.68679,5.52402,4.69945,6.27182,8.191989999999999,5.7888,5.02388,9.47254,8.802760000000003,5.42881,6.978269999999998,6.95158,9.05481,5.9486,0
13.3213,10.3575,10.1068,7.08012,8.90726,8.346110000000001,8.13118,8.19545,6.04641,5.03501,8.30023,9.82938,5.235130000000002,8.10765,11.6174,6.391369999999998,3.77485,9.93484,6.7298300000000015,9.41775,3.4106400000000003,6.07905,8.28915,9.74676,5.25546,7.88368,5.99532,4.18853,5.57644,7.95715,6.08493,5.46292,6.5372,8.144060000000001,5.78547,6.951980000000002,7.24703,9.64713,6.80259,0
13.5793,10.7363,10.1162,6.5602399999999985,8.61613,8.65368,8.63327,11.1144,5.44404,3.62213,6.93633,10.9679,5.99217,8.70256,11.4776,6.6707800000000015,3.85058,10.0679,6.78415,9.10852,4.105169999999998,7.0202800000000005,8.20752,9.62981,6.66025,9.33259,7.32252,4.73608,6.34451,7.46956,6.25874,4.9848,6.74459,8.36116,5.93682,7.8826,7.72647,9.87553,6.77384,0
13.2232,9.35381,7.996010000000001,5.9,8.006160000000001,8.83094,9.6286,9.20113,5.99938,3.94497,6.36745,10.0533,5.0259800000000014,7.9581300000000015,10.3335,5.25705,3.71059,7.48255,6.43502,8.656360000000001,3.96209,9.70197,8.59717,8.64195,7.74303,10.658,5.88916,4.95183,6.53131,7.72795,5.77595,4.6529300000000005,7.1593300000000015,8.57808,5.96258,7.65649,6.27941,10.7711,5.16475,0
13.6843980402665,9.95767093029356,10.0765631538662,8.23531685728298,6.46720102241727,8.0079968171663,6.281987845186699,4.80504223954772,6.584087338174268,4.85176893926774,8.89145737609652,9.19582191315244,6.331875798750111,9.71543056199362,11.3902058225231,7.215779043301492,5.99968349990977,7.7107937737201295,6.00165418326043,9.51409148047373,6.77163323345976,6.93811462939526,6.451487896588191,7.25792802107715,6.6256259376432896,7.647244443551049,7.95458643116178,6.4405219691117,7.38601090455387,8.04503565862844,6.7742240107931515,6.023951066248031,7.43575058243251,5.942157189731669,6.3619402327007695,7.7695520107578,5.2734448294724015,10.042502855192302,6.89802268964666,0
13.463,10.7116,9.93013,6.91258,9.36089,8.24665,7.7604,9.5062,5.03876,3.83979,7.8749,10.5737,4.90733,8.616710000000001,9.72927,6.72566,3.91258,9.64942,6.944189999999999,9.0335,4.25508,6.889539999999998,8.359010000000001,9.34716,6.47516,9.2034,7.4799,4.668,6.47279,7.32753,5.9809,4.8185400000000005,7.1629999999999985,8.263060000000001,5.83868,7.54001,6.61177,9.99905,6.45552,0
13.4648,10.4621,10.6159,7.43843,9.18758,8.385060000000001,5.79962,7.77119,6.80888,5.7884400000000005,8.777610000000001,9.47098,4.70567,9.29786,11.959,6.834160000000002,4.36726,10.4537,7.65171,9.78887,4.14096,6.8872,5.45029,6.1615400000000005,7.41621,8.4577,6.26202,4.29694,5.45669,8.03099,6.99132,5.69833,6.77838,5.5060699999999985,6.553610000000001,8.508610000000001,6.58666,9.31552,7.47813,0
13.4164,10.5157,9.90474,6.5268,9.52568,8.3927,8.00453,9.81944,5.124619999999998,3.91698,7.553160000000001,10.4657,5.38503,8.58285,10.0687,6.2282,3.4852,9.84122,6.73417,8.99348,4.06163,6.948460000000002,8.38278,9.11596,6.709110000000001,9.3755,7.374789999999999,4.81856,6.24405,7.38638,5.57178,4.73144,7.7152699999999985,8.340010000000001,5.84703,7.49325,6.75935,10.1024,6.41562,0
3.23125735341136,1253.9874978595599,315.08489296446703,534.908425575234,11406.7641537709,1105.63370101961,16160.908880526298,217.571328463032,315.788662088853,41.8910155503808,324.922744361988,1287.75553119296,59.239718145874996,1980.2063576934304,159.40869610162702,8.52224109892278,36.8868089164018,3584.34898662009,89.3682049730834,10.625139014518199,14.2338637018764,3165.4096258887603,5508.22263881241,5316.787474531378,24437.095575672003,10670.1049611877,14901.899579833,1963.33544316515,0.0,2061.4591499431303,131.018620984596,208.12723071834998,19895.565753813,3412.92692237013,164.261268680359,2988.16162009789,651.240515967112,5620.177747922839,133.43077094831995,0
13.508,9.83416,9.66561,6.54194,6.6463,8.19726,8.90857,12.083,4.82421,3.97401,5.83872,9.13323,6.600439999999999,7.530989999999999,5.2126,7.3243399999999985,3.5166800000000005,6.51567,5.41025,9.29974,3.51285,6.7941600000000015,5.8547,10.1334,6.22519,8.924380000000003,4.61759,3.6679,7.724639999999999,7.757789999999999,4.96445,4.02003,7.19309,8.90259,4.576230000000002,6.20301,7.12662,8.38495,5.7838699999999985,1
13.6988,10.2524,10.3732,6.9508100000000015,8.48073,8.4696,8.87129,9.82784,5.92943,3.9899,6.27565,10.3389,5.66478,7.97681,10.8746,6.62098,3.51073,8.96617,6.86003,8.89195,3.91217,7.309989999999999,8.10247,8.56302,7.338989999999999,8.86872,5.61141,4.54188,7.02312,8.02319,5.76941,5.05315,5.56668,8.756089999999999,6.03656,7.6665800000000015,6.67397,8.65965,6.75695,0
13.5911,10.5128,10.2247,6.79794,9.04459,8.847560000000003,8.76883,10.5484,5.3585400000000005,3.87368,6.83432,10.002,6.0705,8.80245,10.3808,6.64175,3.70205,9.74096,6.88702,9.28493,4.01587,7.083310000000001,8.45163,9.54297,6.8643,9.50492,7.350989999999999,5.42741,6.06522,6.689189999999999,6.2320400000000005,4.70092,7.49783,8.49949,6.11131,7.741689999999998,8.077169999999999,10.0488,6.21251,0
13.4149,10.4095,10.0436,7.18773,7.7762,8.18693,9.20586,10.859000000000002,6.10048,4.04093,7.379460000000001,10.2625,5.925,8.28347,6.76461,6.832999999999998,3.4443,9.8226,7.18475,9.15141,4.2508599999999985,8.12449,8.54623,9.30828,9.31572,9.76476,6.33237,3.75454,6.22424,8.32293,6.4142800000000015,5.0726,8.27647,7.794389999999999,6.24793,7.672389999999999,7.5960800000000015,9.95727,7.0328,0
13.5733,10.1445,10.313,6.531619999999998,8.90745,7.90389,8.70565,11.875,4.79067,3.75198,6.5643,10.1522,6.7527,7.8279,8.06718,6.2504800000000005,3.86279,8.12335,6.59162,8.650780000000001,4.10655,6.51035,8.57441,8.840010000000003,8.88274,8.23263,4.6749,4.71424,5.78191,8.49535,5.28646,3.748180000000001,8.90516,9.24456,5.818,6.95432,6.8889999999999985,9.25598,6.0824099999999985,0
13.5003,10.7617,10.0611,6.9759699999999984,8.0957,8.50967,7.88845,10.788,5.13231,3.79135,7.24673,10.5735,5.55342,8.55141,10.0296,6.63099,3.62841,9.5143,6.87177,9.2043,4.04561,6.43027,8.0252,9.69916,5.92678,9.0638,6.618530000000002,4.54575,6.46731,7.1405699999999985,5.71339,4.9481199999999985,6.83096,8.38241,5.780880000000002,7.531619999999998,7.442189999999999,9.78156,6.4578,0
13.5147,10.0331,9.53234,6.51874,6.30636,7.94673,8.11064,12.5874,4.3460800000000015,4.33893,6.3876800000000005,9.45779,7.378710000000001,7.28463,8.12699,6.8083399999999985,3.41346,6.70781,6.756660000000001,8.92627,3.17031,6.38098,6.5558,9.66343,6.1264400000000006,8.8044,4.36435,3.66733,8.06339,7.25237,5.63532,3.95017,7.5967,8.9435,5.085369999999998,5.74415,7.50658,7.98296,6.14356,1
13.4156,9.77974,9.46349,7.8119,7.4048,8.25718,7.50603,7.5514899999999985,7.80519,4.44773,8.169030000000001,10.2029,5.95127,9.13273,11.1479,6.84485,4.00628,9.02271,7.233039999999999,9.08648,4.49674,6.091480000000002,6.5577,9.43836,4.2607,6.24222,6.31167,4.85003,6.01944,5.69386,6.2868900000000005,5.24851,8.96529,4.96467,5.6556,6.49779,3.5836,9.74945,6.52976,0
13.6127,10.5425,10.0803,6.54542,9.15189,8.57175,8.59867,10.5933,5.72147,3.79048,6.82885,10.7829,5.876519999999998,8.93486,11.5476,6.5113900000000005,3.77593,9.86773,6.7514699999999985,8.84379,3.93347,7.0213600000000005,8.44238,9.87405,7.2384,9.43897,7.365360000000001,5.20452,5.69864,7.373019999999999,5.59549,4.8884300000000005,7.1182,8.20609,5.77099,7.7549,7.62502,10.4582,6.56153,0
0.0,672.246730861986,252.476537668758,851.4037919839169,8290.16195319962,634.653545758511,10855.5737782701,115.11363217430001,242.597849111228,15.080947035143002,340.672746153248,1750.39011288443,0.0,3796.9070530661797,34.5340896522899,20.2403382515352,6.141967313404582,2574.45985313221,254.314437711212,90.8450087785256,0.0,2381.28679637281,3051.75422650362,4713.50541100415,20958.8247010892,9199.40325417609,15900.7564174378,2297.11202735814,0.0,1649.75692226613,156.745812748447,373.327565653895,19620.1080993153,1936.96732689045,140.738361971446,1698.66573285454,267.085141959672,5338.40857957422,321.850582588862,0
13.1597,9.684,10.223,6.1748,8.183530000000001,8.27062,8.826880000000003,10.8879,5.3872,4.45705,6.7016,12.1111,6.6894399999999985,8.7286,10.3173,6.01795,3.877380000000001,9.32911,6.35914,7.707560000000001,4.07724,6.2895699999999986,9.36034,8.71261,7.4180899999999985,8.01791,4.40747,4.48139,5.47657,8.18926,5.99057,4.63102,8.1365,9.34849,5.67506,6.648,6.15526,8.62538,6.38274,0
13.6336,10.1618,10.1224,6.83205,8.92539,8.30118,8.80511,9.70804,5.42908,4.07669,6.06665,10.0856,5.1830300000000005,8.299539999999999,9.79718,6.46156,3.61868,9.1687,6.73256,8.98788,4.14467,6.8364699999999985,8.45978,8.74991,7.870360000000002,8.848239999999997,5.21161,4.43225,8.06353,7.961589999999998,5.34616,4.66934,6.39843,9.0788,6.16368,8.07395,6.05802,8.38526,6.79713,0
12.7787,10.3827,9.93643,7.6665,9.12425,9.47761,7.16528,7.81872,5.43351,3.81798,8.6856,7.4462899999999985,5.099069999999998,8.14677,4.21391,6.490469999999998,3.58849,9.96875,6.75678,8.39128,4.46475,7.40835,8.82467,8.19465,4.5883699999999985,8.447189999999999,6.98941,4.44153,5.41381,7.803910000000001,7.19583,5.51595,7.7504300000000015,8.20127,6.10613,7.97784,3.63349,10.5438,6.605,0
13.3354,9.68491,10.7369,6.87022,9.28014,8.38851,9.04355,9.68582,5.1643300000000005,4.6698,6.6451600000000015,12.1818,5.62536,8.71035,10.6821,6.9887,4.3383400000000005,10.6823,6.90613,7.8780100000000015,4.31329,6.44257,9.74444,8.301219999999999,7.66493,7.933,5.91179,4.77891,5.8311199999999985,8.32466,6.4652,5.07123,8.85466,9.31269,5.57146,6.873639999999999,4.75014,9.49763,6.0068199999999985,0
13.3302,9.66328,10.4269,6.939589999999999,8.50312,8.60887,8.54702,10.0955,5.52818,5.85115,6.880330000000002,11.9382,6.582889999999999,8.6387,10.3733,5.9678900000000015,3.982580000000001,9.76766,6.3865,7.95016,4.6257199999999985,6.67673,9.71958,8.49058,7.820130000000002,9.0909,5.31658,4.75263,6.59687,8.092410000000001,5.80788,4.86974,9.12429,9.17046,5.83867,6.6668,6.03907,8.44464,6.12437,0
13.2067,9.59696,10.6524,6.850060000000001,8.34733,8.03731,7.6071300000000015,7.2313399999999985,5.36437,5.15038,7.04149,11.4519,5.57099,8.932789999999997,10.2517,6.5471900000000005,4.45368,9.57442,7.01144,7.33409,4.4431400000000005,6.5895899999999985,8.87504,6.34088,7.29422,9.30851,4.960369999999998,4.37507,6.25526,7.8628,5.90992,5.43047,9.66677,8.33772,5.84886,7.33487,4.09339,8.01903,6.48569,0
13.182,9.76064,10.6315,6.61689,9.71534,8.44425,8.011289999999999,7.994489999999999,4.802,5.6440199999999985,7.1339,12.3052,5.87723,8.889380000000003,10.5025,6.37755,4.30743,11.34,6.241219999999998,7.15355,4.45592,6.8517899999999985,9.81544,8.1907,7.53145,8.3271,5.79531,4.8202099999999986,6.2451300000000005,8.17125,5.86471,4.7093099999999986,9.22519,9.09842,5.5063,6.50009,5.02334,9.25315,5.83651,0
13.499893814283302,9.87663616776867,9.59187895314813,7.72098263037351,6.68297146648718,8.13450030631413,7.17804261524248,5.3675639341103,6.51682369639727,4.54729605617988,7.7977579945442415,9.88869182807927,6.267605758808321,9.63572382124317,9.551773404075249,6.84180098952378,5.873047172808,7.80264802440204,6.06820666236305,9.71325096033768,6.36343255691598,6.42392888587477,6.770947599748349,8.97713358301441,7.1127428523059,8.35798050553306,8.74596967921776,7.1621211702467695,7.37502785323789,7.97599320842268,6.892439397627901,5.7889017412472406,5.61372811968595,6.0846256205747,6.1150626653861915,7.19901566552043,5.027217725817589,10.295202676181999,7.39947354335281,0
