CCL5,RCN1,TGFBI,MYBL2,CD14,NUP214,COMMD3-BMI1,EPS8,TRAFD1,IGF1R,PRAME,APOC4-APOC2,FPR1,HOXB6,FAM50B,WT1,GP1BB,FLT3,CDKN2A,ASAH1,TBC1D9B,ALDH1A1,LCN2,COL4A5,CDC42BPA,GPR65,HOXA1,HBBP1,TRBV21-1,GOLM1,AKTIP,DNAAF5,LPAR6,DEPTOR,C3orf14,CXorf57,SLC27A5,PCDH9,NUDT11,VPREB3,SH3BP4,TCL1A,target
10.1617,9.05813,9.98557,4.471030000000002,9.33459,9.32028,10.5704,5.32114,9.32621,7.8609,3.23288,4.95354,9.18233,3.9432,6.46009,3.1155,7.66867,5.28362,4.80232,8.42881,7.92167,8.25222,6.7232699999999985,3.1055900000000003,4.02665,10.6379,5.6489,3.41005,4.34887,6.60422,7.01967,7.89073,9.36413,4.41367,6.18875,6.4286900000000005,5.8406699999999985,6.98129,5.88796,6.897480000000002,4.96772,9.10372,0
8.09208155012105,8.009949658150349,10.089533910573,7.433492359742888,11.850630386628303,9.18882279007714,8.73651163268015,6.72355145113539,7.662605714360371,5.33540769327767,5.459457026914411,7.68037457614583,10.466459866301301,5.35166405928288,7.450619760867161,6.694566767018441,6.386597969050598,9.02344549625448,6.91324994941847,9.72013327708434,8.782461340201369,4.23125244993641,9.854162383026713,4.15179100654901,4.3924642662997,10.667173454693401,5.00167358046559,5.6062842753906,5.2115008546588895,5.66268782536189,7.60309011042016,8.56000179559945,9.71380996785145,8.75048681240151,4.50889373388037,4.39083209136484,6.31363801674425,5.66024840018646,6.91330802465724,5.66295220729308,4.99888011823131,6.87711313047628,1
6.77671264377022,6.69056811149379,8.60640211368598,10.3286228625803,7.071218524285968,8.16911874764566,7.84854071873005,5.30756695819931,7.31956673061097,5.8839878599564015,6.06657922136598,7.52304206366037,7.23484451408093,5.2368870937943095,8.45369163147413,4.237141728044399,7.21950080792925,6.98847882201262,7.01413881135573,7.93571205867918,7.8266677699179015,6.95845479941779,10.1889842544307,4.4170428898624,6.61877141792652,5.62146847886675,5.0761276574252685,7.96661280272221,5.5971917770671284,7.472133472842339,5.87679930630116,9.823591353174859,6.271775904397991,6.05034703763728,4.9357361995932,5.25553510964785,6.88742827248989,5.66761206223662,7.29811191452675,6.52205526173002,5.30985928565314,7.0266909333684895,1
6.606839999999999,8.94276,4.65095,6.3743,4.7806,8.54744,10.4662,8.80899,8.72073,6.4032,4.49184,5.91527,4.98502,4.6761300000000015,7.49045,9.35755,8.85468,9.53416,7.6363699999999985,6.975339999999999,10.1356,4.96162,5.35083,2.99941,10.6783,5.64156,7.313560000000002,4.612430000000002,3.889,4.30876,4.70865,8.95218,4.00535,9.06168,3.78216,3.95111,6.91173,4.4352800000000006,4.1182300000000005,4.50006,4.09626,4.56977,1
5.11387,9.26512,5.26096,7.70695,4.73618,8.95632,10.3891,4.22589,7.31297,6.892,4.3379,5.41289,5.93755,4.7102900000000005,8.602319999999999,4.15661,5.2018900000000015,10.0438,5.2718099999999986,5.56643,9.00885,5.38702,5.54076,2.7233,9.24542,6.29501,4.0972,3.83513,4.21743,4.4909300000000005,4.9704,9.46984,4.70691,9.0996,7.90102,6.42825,8.105369999999999,8.245389999999999,7.98225,4.1359,8.90222,5.3444699999999985,0
7.63519,5.80363,6.17341,6.22357,4.35834,8.91179,9.72127,4.09076,6.54242,6.49009,5.02237,7.65597,8.11097,10.4444,5.90094,7.14083,4.98084,7.005889999999999,7.47169,8.35261,7.44423,3.98074,5.59176,6.5379,4.00654,7.48084,6.49125,4.25478,4.5061800000000005,4.6197599999999985,5.2941699999999985,6.93025,4.7876400000000015,4.89096,4.1519,4.3727800000000006,6.41372,4.73285,4.99545,4.6909,7.460960000000001,5.30711,1
5.599008600237322,6.88402758001622,6.918175973470942,9.4760877981853,5.624961872491619,8.313549921186,6.2276603187996304,4.55122884067773,7.37256185842468,6.83415468416222,5.60417316457188,7.155840892231032,7.02643620188984,5.3517717455556,7.3231945460339105,4.8842893438648,5.64347231384179,7.69998814100209,7.4224974112199105,6.131140280001151,8.19851404028069,4.72100920652319,6.391288921037941,4.69955512900817,4.7201680664167815,5.398092738208,5.3571432772129,5.86058097038399,5.727733512854309,5.869933553337178,6.421604573649651,8.52128830432693,5.04576525017012,6.0353052059576,5.12270928724457,4.915643255353031,7.005021418457191,11.039539702783802,8.2257818573385,11.3179015930785,7.5840103834129,12.861119868380301,0
12.1389,7.021439999999999,8.19636,7.1738800000000005,5.39981,8.54204,9.11232,6.18918,9.51918,4.21772,4.7438,6.879289999999999,6.40918,4.83907,5.77284,4.2431199999999984,5.73234,8.39332,5.74783,7.85962,7.60663,4.4234800000000005,5.4455300000000015,3.71172,3.90849,7.53413,5.54737,5.8078699999999985,4.4828800000000015,5.22914,5.0934599999999985,7.04709,8.6558,5.10584,4.0984099999999986,3.89193,5.86721,5.22317,5.45089,6.1296800000000005,9.11832,5.78356,1
7.5277699999999985,7.59461,8.35718,7.08715,8.26834,8.762410000000001,9.13131,5.86339,7.366630000000002,3.54592,5.58593,7.30772,8.534410000000001,4.53373,5.8544,8.864460000000003,6.30775,8.5254,6.17339,9.00042,8.929839999999997,3.63376,5.54023,3.33046,3.82879,7.00968,4.26944,4.45613,4.83255,4.3025699999999985,5.7688,7.13435,8.253789999999999,7.35663,3.71956,3.93342,6.11673,4.82953,4.66792,3.96644,3.70828,4.88057,1
5.69078,9.17917,8.509030000000001,8.88285,5.9474800000000005,9.25258,9.80046,3.6827,6.94671,6.39998,3.91697,5.72169,6.48956,4.32706,7.91245,4.12389,7.2306,9.33683,5.7107,5.78519,9.17935,3.98186,5.34002,2.89295,7.94763,6.6159300000000005,4.8329900000000015,3.65906,4.13859,4.605169999999998,4.0666400000000005,9.20022,4.803,8.772730000000001,7.49455,5.66153,7.72052,4.94418,6.17314,4.85446,8.84337,5.39618,0
3.49706,8.778139999999999,4.47583,5.86417,4.14161,8.45247,10.5393,9.29363,8.55381,7.2884699999999984,4.45669,5.67015,4.74198,5.55737,8.01544,10.2323,6.636660000000001,10.3153,6.72832,7.95298,10.1164,5.11719,5.07259,3.23036,10.2202,5.410069999999998,7.22881,4.0162,4.23945,4.93495,4.51861,8.742239999999999,3.83098,8.6251,3.83244,3.5105699999999995,6.6459800000000016,4.57635,4.12302,4.16069,3.72643,4.6145,1
9.1199765389818,8.33391297836483,8.92611400321324,7.853670671254751,10.6740788293785,8.86569070568424,8.35825201560966,5.65211856797934,7.3432228872006,5.43333154186094,5.95363070984689,7.47215288186152,8.790615059699121,5.7977827443550884,7.609143160773112,6.07682467896184,6.4457125693356,10.765852824377804,6.63556423591624,9.51230982238013,8.95218135545449,4.10473988664544,6.39399614057055,4.29279142429679,4.421402740906911,6.9947841533098,5.0475458333235315,5.58559597195889,5.3644325474268,5.35993429515491,6.68838160674787,8.63882445328847,9.745549560492961,9.11903325139452,4.458979597640731,4.39888594980116,6.63891285936914,5.63921721168544,7.19790700868339,6.2860014830551,6.29182913261667,6.81958712741738,1
7.63194003229069,6.93485305468772,6.856400055720849,7.52469693515424,7.34861628694546,8.11088138995781,9.7203149797758,5.413849104695388,7.920423739117888,5.76946136540764,5.698516342013121,7.12330856591921,7.9063509749795,8.05760792554575,7.44042077791371,4.61785917056014,6.7454354431690895,9.951943307162779,6.8023111555765485,8.70361877781958,8.39879167213603,5.0003774962034,8.39024522276142,6.6011168691931,4.37399964127074,7.24136110293538,6.19079240016633,5.77143430725592,5.69217301574723,5.29085302599931,8.43819902809117,7.6693477180046115,7.36042074031909,7.806009021538099,4.5239913904912,5.0087569310444815,6.5270260317257405,6.6042298808748185,7.422449962662751,6.00825693647188,5.86410246787994,6.625624060733781,1
6.5789100000000005,6.86314,5.5317300000000005,7.327439999999998,8.76604,8.27977,8.88395,5.0939999999999985,6.8700199999999985,7.27822,4.43809,5.99883,7.32875,3.95919,7.22107,3.659780000000001,5.18944,11.3454,7.21915,9.46137,8.75259,3.71047,5.61859,3.17692,4.22301,9.16173,4.42924,3.73461,4.002669999999998,4.48189,5.64647,7.623439999999999,10.5413,8.74421,3.76134,4.94256,6.433680000000002,4.48752,4.36735,4.72203,4.9389699999999985,5.05354,1
9.61512,8.06961,8.18489,7.79666,10.0053,8.60092,10.6166,8.55151,7.41355,6.718560000000001,4.1318800000000016,6.01441,9.93341,8.32173,6.16871,6.77025,5.41828,10.5771,6.912089999999999,10.3456,9.28539,3.86688,10.0893,6.810339999999999,5.04121,9.52321,7.345969999999999,5.13896,3.85437,5.31125,6.3467400000000005,8.32087,9.02958,8.32732,3.71074,3.99821,5.90665,4.77556,4.39038,4.9654,4.1890800000000015,4.89585,1
387.065111443873,1663.72268153622,1530.3493582419296,592.392831438684,27357.4458764304,7365.6455970610405,541.399275246669,887.134188455045,1737.7907483155802,184.598703395571,0.0,17.709257825304398,4270.27235626337,0.0,170.707252849519,26.1920099883077,0.0,7924.89762882933,116.67723571938,11349.1929849326,7052.38651896353,209.042305906045,299.615100537194,0.0,3.4543017967108303,606.0226699364799,9.63991373634634,0.0,0.0,194.55093927612702,154.221781305353,662.4416033311388,780.306580000595,2647.59515905943,0.0,4.820032714585071,745.54127469075,24.2811899668926,2.17602394950262,4.12397836264683,0.0,1.48536781762792,1
11.7586,6.02175,11.466,6.81575,12.0295,8.90236,9.39211,5.85305,8.085410000000001,7.30466,4.1834,5.94741,10.2774,3.79978,6.73641,3.31647,10.0729,6.48428,5.7588599999999985,10.3839,8.535210000000001,7.71335,8.649519999999999,3.18552,3.72222,10.5116,4.35772,4.2537699999999985,4.91783,6.09011,7.99757,7.787610000000001,10.6032,5.39944,6.7820800000000006,5.70521,6.3837199999999985,5.73079,4.87068,6.47274,6.21841,8.44736,0
10.6385,5.60584,10.3316,7.4846,11.0444,9.42507,7.994460000000001,4.1384,8.64277,7.96283,4.07639,5.97887,12.312,4.48974,7.56953,3.49899,7.01402,4.99244,5.59072,10.4519,7.67183,6.29038,8.262089999999999,3.16423,3.94697,8.44933,4.88534,4.37293,4.09055,5.9501300000000015,7.37028,7.134010000000001,7.22205,4.34098,4.54385,5.06266,5.502269999999998,6.31025,4.32702,6.40882,4.56665,8.10405,0
7.849939999999999,9.77318,6.28287,7.60579,5.06554,8.75578,9.12866,3.41597,7.60637,7.28224,7.61302,8.59573,6.14789,3.78372,7.25132,9.7606,9.53761,11.5372,6.81031,8.53537,9.27136,3.62226,7.130439999999999,4.80494,4.15607,7.027660000000001,4.41709,4.25978,4.40638,6.893039999999999,5.72227,8.75098,9.3559,8.51404,3.86482,4.47647,6.81681,4.67457,4.27365,5.270969999999998,7.4257,5.69025,1
5.18514606779366,9.50148611385894,6.47857072367406,8.25470254539184,5.47871847644135,8.44439695385881,8.071536196973751,4.53967577050684,7.265929334123862,9.02759206975894,6.21213538781196,7.75987646481126,7.054414121649652,4.81549189349321,7.40066195434039,8.261409680657291,6.71529331637977,11.6317867798594,6.659838540380019,8.096404322600781,9.90275347507389,4.428944903735321,5.57532649257285,7.2524515308641515,4.7931052345108,4.82726442912974,4.64502347976253,5.54998129034066,5.487920202277699,6.269367028808451,6.69838778666299,8.25401112428545,5.64823097491354,6.579034053684831,4.7284745845684,4.46822683249847,6.8495700782795295,5.86642944641946,6.9912920445578095,5.7162624670542,7.75881806015419,6.36481308018645,1
401.993920452306,1880.64424677524,260.766878746651,953.0704403651579,2716.0860199499803,2479.6352440815804,389.36185562079595,290.095576050776,1416.45571246491,467.116445065717,0.5603696909016589,3.74178099825622,421.913933561455,1530.5629816707801,167.213280268548,739.235226947585,33.7653085740417,12667.3182892853,64.30495087959639,6555.840179284351,8008.106059877471,23.4900864655014,248.454163270052,595.616915630176,0.571564569186202,112.334584294408,55.374217818560886,0.671789276415451,0.64933285719311,187.03492937082802,186.61198276266398,765.2138646980002,57.9509011348392,1484.39045593214,1.2002719668099,5.0458533740189,639.127208459681,40.5808608205251,0.0,17.8438304783206,232.09222983529,20.9980676226566,1
9.98648,5.1031,6.6424699999999985,10.1801,4.62526,8.33302,9.27052,3.79557,7.68417,5.18796,4.75875,6.26344,6.80899,5.04017,6.965330000000002,5.40688,6.5815899999999985,5.26575,5.97736,9.09282,6.49371,5.88063,10.4763,3.4496900000000004,8.98606,6.25306,6.32728,8.28519,3.96668,4.50318,5.5085,6.7625600000000015,5.08577,4.5224199999999986,4.10473,4.4462199999999985,6.02594,4.5942,4.57529,4.8049,4.65197,4.83832,1
1191.27250943764,2183.4038441219,691.277915487943,1666.91390305716,529.956254753816,1786.5729814122894,338.200591572336,76.36184208972959,959.878329393015,148.722902857696,132.214710537245,17.0827824128397,257.420198161146,2.98670917984244,93.89515017180729,1135.95721249246,332.88261430705,10645.647605353399,223.291389091714,7114.32600353971,7406.753385901229,84.34016308792829,207.071498354277,15.2318098779826,47.4200915800231,360.291803313239,8.79886311604285,5.17730094070575,0.0,269.952083004318,178.69838950825005,740.5757645117342,764.403730941165,1762.63567926228,3.08172085705921,6.6628848897839115,487.854993670548,20.0152285301352,3.17787698622482,8.2811850064162,7.4235827591878785,18.2868250840458,1
10.9903,7.28317,10.2635,7.97181,6.935389999999999,8.56819,10.5599,6.36873,7.80227,5.6737,4.7361900000000015,6.45525,7.57039,6.06141,6.2951,3.6253,6.04907,11.5914,5.82065,8.51198,8.84533,3.59113,8.05283,3.52728,6.03064,8.341569999999999,4.2559,5.6750099999999986,4.2527,4.76126,5.340319999999998,6.82483,11.7803,7.924339999999999,3.72446,4.16246,5.83396,4.65444,4.78348,4.92593,5.24306,5.01165,1
6.11838,8.61151,5.40336,7.0270899999999985,4.58402,7.71658,9.22247,6.07863,6.9988899999999985,6.41292,4.0189,6.5380699999999985,5.3552800000000005,4.1736,6.4329,4.03267,4.6197,11.2072,6.85885,9.21858,9.37234,4.1197,5.26066,3.18193,5.56846,6.51231,5.13069,4.40577,3.89983,4.24838,4.73032,8.22356,6.91792,7.7789899999999985,3.58891,3.98037,6.09451,4.2093,4.65192,4.19221,4.7310300000000005,5.02754,1
8.906596649275471,6.35665017366996,7.116985628347808,8.401106844295091,6.6438820601564,7.56078506917271,8.187592963375259,6.9924188062672,7.21138667574716,6.87592239907803,6.366725404723869,8.14818484864842,6.51191067945474,4.99821011223721,6.7952341754245404,5.692333603310701,11.5679579057961,6.92344676955834,6.93359349355692,8.48099804188037,8.65100319467249,7.549216195183789,6.648380136354259,4.29100076519861,6.0879930246778295,5.630154864521152,5.70680108270636,6.28612529120437,5.79395696208866,5.93521575456584,6.07170306237617,8.38229572223959,5.653159771037849,6.95752846507328,5.03375275538953,4.39697807319599,7.09833005073532,7.6965065856406785,7.28371182753286,5.97974516593384,4.98356301998405,7.40314444754924,1
11.0774,4.7472900000000005,9.93187,7.089289999999999,11.1471,8.88653,7.16224,3.90753,7.95401,8.22262,4.47574,6.06791,12.6351,5.1181,6.881,3.61858,7.00475,5.05314,5.8054,10.0287,7.29369,5.76167,6.72743,3.3467300000000004,5.15745,7.23773,4.59978,5.18247,4.49266,5.44726,7.35147,7.125139999999999,6.34553,4.7091699999999985,4.09208,4.5254400000000015,6.12817,5.913119999999998,4.46,6.26388,4.41338,7.3056199999999984,0
