SLC25A5,HSPA1A,SARS,CST3,HMCES,AEBP1,UBE2A,LTBR,TPP2,PHACTR2,NRGN,PRAME,TMEM243,GOLIM4,PTGS2,MYB,LCK,RHOH,HOXB2,ADAM28,CD33,BLK,CYP4F3,CD3G,HMHB1,HPR,PRKD2,PLAGL1,TM4SF1,DLK1,GATA2,RPL39L,LAMA5,DLC1,SBF1,LCN2,OLFM4,VAMP1,CD3D,RUFY3,CSPG4,CTSW,HIST1H4J,RIF1,PTGS1,PDCD6IPP2,BACE1,FXYD5,DHX32,PRKCH,GALNT11,MICALL2,PGGHG,CD177,ATP8B4,VPREB1,SLC26A6,RPL22,ADGRA2,MARCH8,PAX5,RTN2,target
10.2773,5.81924,4.04887,6.29116,5.55431,7.17295,7.0833699999999995,7.216080000000001,5.54103,3.5547699999999995,6.55438,5.72664,6.79006,4.96879,3.82199,8.11572,5.70233,8.15963,5.66814,6.1802,6.42345,7.6581,4.3356900000000005,6.10804,5.27946,5.49589,6.42822,4.242,6.07167,5.13661,6.49566,5.7523,6.52109,5.66155,6.68415,5.9381900000000005,3.5682400000000003,6.6433,7.51576,6.14023,4.09892,6.70194,7.47427,4.55535,5.44644,6.09279,8.10993,9.47082,8.58553,6.08652,6.32463,6.28375,8.03434,6.6222,3.2387900000000003,8.00854,5.674980000000001,9.51613,6.62247,6.07066,8.8564,5.69533,0
12.7022,11.5648,6.6704300000000005,5.413930000000001,7.382789999999999,5.83689,10.6569,6.41855,7.54,5.39233,5.43965,4.14088,10.4856,7.841469999999999,4.1132800000000005,10.9545,7.4413800000000005,9.18839,7.712460000000001,6.9577100000000005,6.6739999999999995,5.68353,7.8068100000000005,6.46672,7.5071,5.4054,7.59351,6.4966,8.44887,3.65712,7.56948,5.84275,5.90289,8.03838,7.020389999999999,7.8644,4.2495400000000005,10.2279,8.493260000000001,8.40076,3.5342599999999997,5.13075,9.632769999999999,8.551110000000001,7.71069,8.342880000000001,7.11809,6.692189999999999,8.04088,10.1776,7.88662,6.80765,7.585369999999999,5.8032699999999995,5.401009999999999,6.11587,5.77968,10.8902,5.63541,11.2929,8.42651,5.16326,0
12.2367265896051,10.383136749632,9.43336166957004,9.44050026447473,7.06468419799524,7.51192188072047,8.55969433354054,8.50460868221915,7.70037896090142,8.63503210310422,8.33313667867244,5.4177237812260595,7.121518140827829,6.09833231741032,6.36855347468403,11.099508595764599,6.496709488415131,9.345438652338391,7.21417082313432,4.950265516226071,9.47815075584059,5.397368944115519,4.37392228671952,5.58633425792284,5.10912497224169,5.83729702104748,7.15972025521395,8.84423932554512,9.328922910078731,5.09125343214172,9.013833023392731,4.80995323326195,5.0182756575681,5.847260173063231,7.5136849561075305,5.81693469187843,4.08645390025392,7.870790485288071,6.890328466328219,5.913653776842049,5.14631835464836,7.08838965175557,7.53241423776634,6.7471235421049,7.67087796192039,6.24765856904264,6.9854335388395405,11.351106056473801,8.11745147469312,9.895699667707161,7.473554582942719,6.03519592131254,6.61031571717619,6.73604789128237,7.95454846853946,5.112569807020111,6.794437108197791,11.5642019849383,7.88182473426576,8.19288076649537,6.38338968670003,5.553450023511259,1
11.7824,13.3623,4.71804,10.0692,6.03418,7.342210000000001,9.84327,8.76033,7.43955,4.35069,7.293489999999999,4.5696699999999995,7.2271600000000005,8.36249,10.2754,8.65444,4.33171,9.406130000000001,10.1134,8.874989999999999,7.89095,5.47762,3.2238900000000004,6.169569999999999,4.446000000000001,4.96975,6.106,9.009039999999999,10.5132,4.1793,8.6735,5.59551,6.61125,9.76404,5.45259,5.38719,3.12816,8.52689,7.456360000000001,5.8975,3.6865699999999997,9.50554,7.14434,3.93957,6.26202,7.641210000000001,7.756689999999999,11.3484,8.544130000000001,8.81147,6.821160000000001,6.6794,6.6048100000000005,5.52607,4.85049,4.3251800000000005,5.2651,10.647,6.46825,6.48833,5.16218,5.41167,1
4079.44443555544,381.372575500847,1092.93422706824,6853.072215641421,781.6809098576109,764.1443616500459,2759.74370709835,2345.7615572822,5191.05334325449,4669.47672605929,392.076836588133,200.055036921345,831.1709800763459,1782.9178071997303,520.005220694421,5912.7121995669895,124.431183606119,2408.28730826678,172.73854113106003,1399.64201233984,1071.84627500653,574.785783014913,105.39244737503701,278.528159946381,15.9266598686211,10.817303005783698,1538.67983025823,1396.6519293970498,222.477869222093,10.138053733246199,265.228847048506,148.959808197754,295.051158148208,306.899248087732,3566.4370627864205,0.0,3.9816649671552797,1698.06537416707,88.76045743753359,1875.93134930932,159.26659868621098,502.11213180120905,1238.29780478529,9511.31083873514,473.027938546476,252.28363634085702,925.056064830031,3877.61023816298,601.8376867108631,4783.10453191919,1245.8845313108,199.809088529404,1797.2461934198498,2.58530226364064,775.8126389770019,95.36313914733249,346.70338139792506,7404.135531942309,782.7046259427499,2092.58685518912,535.715746809708,53.294693765295,1
11.876460942742698,8.78062119073683,8.48322509158029,10.5646581703577,6.52722614788984,6.6133755201231095,8.793151578312191,6.877433855659679,7.64328549678633,6.418513935262751,9.301474715776019,7.20494993711992,6.5569247946453,7.6041106258685005,8.9244590119693,10.5397382221621,8.044818145346671,7.98863916658511,6.928345742305191,5.75773913410868,9.779951436313189,5.67289243384712,4.97309534436734,7.042903595361249,4.94291712626353,5.49334279930071,6.67836730655954,6.6240136018799,5.6161083640380705,5.0794997945342,10.741785075401301,4.80078296412776,5.8309060629807,9.47642823262223,6.68663778518018,6.54430559497136,4.0927563716540805,7.35262777262637,9.888945380411009,7.45136506122357,5.352900467780961,11.7848412787433,8.17559569296372,5.451827894965009,7.280047349430389,7.33867259096544,7.741960307591981,11.060405896972801,9.043102884829631,8.32713530892071,7.0783939908357,6.67782806941453,7.3336240943122,6.84268961235384,5.16967912614083,4.57427105902592,6.64212677160593,10.2309399124035,7.08473056847036,7.27927709966291,7.02879201995028,6.272497796857199,1
11.5147,10.7212,5.23614,11.1275,5.8055900000000005,7.79533,8.92799,8.63907,5.53835,8.00587,6.07874,4.66101,7.35462,7.84083,7.99688,12.242,5.80224,8.28392,5.10939,5.25474,10.3131,3.99391,4.31835,4.6371400000000005,4.3695900000000005,5.31045,7.178839999999999,9.89475,6.79437,8.19921,10.5733,4.599,5.40992,6.86712,6.30457,4.79408,3.4394,7.69446,10.0063,8.53524,3.75715,11.6304,6.653110000000001,7.65835,5.15963,5.1426300000000005,8.440560000000001,11.4484,8.98338,6.16959,8.41646,7.85077,5.946619999999999,5.14013,9.42067,4.17109,5.12389,11.5353,5.72663,9.67553,5.163069999999999,5.22831,1
11.692,11.617,4.64145,7.66938,6.27119,7.655989999999999,8.38366,8.35218,6.65075,6.267919999999999,5.44411,4.45252,7.82453,9.1791,4.45294,11.4308,4.26765,8.6586,6.06481,7.083130000000001,8.17035,4.9512599999999996,3.4823800000000005,5.4172,3.71803,4.89497,6.18463,9.46767,5.04071,7.8464,11.7085,5.55694,6.11037,12.2219,7.44618,5.32874,3.07004,5.786230000000001,8.355780000000001,6.7976,3.26507,9.02942,7.31665,8.37589,8.3688,7.94734,6.655939999999999,9.398710000000001,9.02957,5.9738,8.7035,8.944360000000001,6.26978,5.14882,7.02451,4.62755,5.0055,10.962,5.76802,9.573,4.50146,5.36475,1
11.6696,10.847999999999999,4.65089,9.11306,7.3006,7.4471300000000005,9.70165,8.08492,7.926080000000001,7.2092,8.59113,4.00802,7.92937,7.85047,11.6887,11.2532,5.76294,10.1104,8.56579,8.225810000000001,7.4184,4.5923,5.92896,4.62202,4.08007,7.4217,7.7923,9.44553,9.0155,8.413889999999999,8.32575,5.34299,5.5808,6.36721,7.13742,10.7153,6.48152,9.40168,7.221030000000001,4.8563,3.8443,6.624689999999999,8.154060000000001,8.41934,7.54138,8.01336,8.009839999999999,11.1678,7.831460000000001,9.239930000000001,6.9195899999999995,5.76425,7.4832,6.885910000000001,7.44575,5.1011,6.24008,11.9889,8.2205,10.604000000000001,7.50635,5.59358,1
11.7381,11.8844,4.38886,10.1457,6.7535,9.59249,9.011519999999999,8.61014,9.18792,6.38084,5.75983,4.47201,7.79135,8.840539999999999,3.8698099999999998,10.9334,6.086040000000001,9.80119,9.73932,8.20911,8.55382,5.74855,3.44058,5.45011,3.74131,6.05362,6.7399,7.8828,7.918260000000001,3.94244,10.8511,5.73979,5.8863199999999996,8.511330000000001,7.03706,6.950939999999999,5.66964,8.34721,7.38133,5.5369,3.32051,7.58102,7.81567,6.31308,6.50397,5.98844,8.72006,9.63531,8.18933,7.63013,7.849139999999999,7.75627,7.0309800000000005,5.8144599999999995,9.36656,4.43428,6.04857,11.7218,6.3186800000000005,9.35401,6.15192,6.20052,1
