CCL5,TGFBI,NUP214,EPS8,IGF1R,PRAME,APOC4-APOC2,FPR1,HOXB6,FAM50B,WT1,GP1BB,FLT3,CDKN2A,ASAH1,LCN2,COL4A5,HOXA1,TRBV21-1,AKTIP,LPAR6,DEPTOR,C3orf14,CXorf57,PCDH9,NUDT11,SH3BP4,target
10.4303123661794,10.600900500620499,8.70356153080701,5.4950765580565095,6.72898231731886,5.749478030793671,6.6390590511280285,9.73175051885104,4.82182302536514,7.22825028381595,4.36131210465968,9.588606911219461,6.89451540080847,6.86979392489841,9.211956911255118,7.88312579429672,3.83081407201873,5.07624215293301,5.64475530437175,8.03122579417603,7.5409664231050195,5.56035843905182,5.44142640485303,4.685372790553309,7.36444089213071,6.99678938147328,5.329605523182138,0
8.512410000000001,6.18394,8.1406,8.30162,4.49612,4.5834,6.46617,7.32516,4.2793199999999985,6.03627,8.813180000000003,5.91925,8.66728,6.34471,9.48138,6.96505,3.0777400000000004,4.4238,4.57406,5.3341,5.83696,5.72588,3.54307,4.1144300000000005,4.48215,4.84414,4.0254900000000005,1
10.1689,6.522869999999998,9.50118,7.25668,6.28065,3.83074,8.66184,10.5965,9.03815,5.74074,6.5842,7.491910000000002,10.4131,7.13598,10.7521,6.31878,6.9764,6.93243,3.97961,5.80248,5.32599,7.12551,5.31165,3.740580000000001,4.56554,4.1504400000000015,4.5254,1
6.78614268270571,7.81084329600461,8.02854015017912,4.88583041438883,5.082645392513821,6.8424856053224685,8.0038563058266,7.6988385128178,5.03225352309668,7.35740800074245,8.674042832815031,11.259913220327599,6.983576075041291,6.39920301033388,7.5575238304529915,8.02810470581744,6.19254822145779,4.89677991148724,5.44768673131644,6.453100613685732,8.03331941469497,6.60865691384995,6.2735000626179405,4.47693339043538,6.23877406918833,7.68089351836851,5.178507868490652,1
1003.75790853862,284.840084248054,1853.3007493526504,151.038414714153,268.164823709227,1.8908031274563104,136.250002249751,1427.4160695640396,1540.01843237146,1.31795080031954,497.567412840614,8.1601743668031,10874.626230435699,24.996544382609105,8222.90296794096,402.951702259773,638.63379809659,80.74701629729479,0.408008718340155,329.917493793775,53.215057379592,781.74373834519,1.5826527994899602,3.47744770563007,35.8466925155726,0.0,618.798390321398,1
10.9573,5.55542,8.384780000000001,3.23469,6.3639800000000015,4.52595,8.04763,6.069,7.72359,5.33983,8.60865,5.16167,11.0619,5.60461,9.5145,7.26932,9.86059,5.27245,4.1474,4.89377,7.58517,6.39273,3.57817,3.91201,5.73778,4.56975,5.19632,1
7.36229,6.65515,9.46847,3.5846400000000003,7.92225,4.7931599999999985,6.795439999999998,12.1111,4.04166,5.68437,4.8745400000000005,7.84473,5.74916,5.66242,9.52399,13.9584,3.79112,4.883769999999998,4.36803,7.16635,6.29006,5.8270300000000015,4.4746,3.92426,5.30452,5.76006,4.693230000000002,0
3514.71949167863,13.936331139666299,5526.645903425871,101.257108292796,916.908885179029,3714.22366807192,368.788965860728,73.22861512005429,595.186390819046,0.0,871.7236960230231,442.296375583906,11752.3537870699,43.7691378565602,4661.18563898512,32.535355779747896,5876.33342903006,104.954072900077,0.0,166.919316186148,145.88643623815702,628.7726542351361,0.7094480817330229,10.774829982924599,235.227589805198,3.7167762654109695,1147.31866971095,1
6.43485,5.4657300000000015,8.35789,4.02653,8.52387,4.93184,6.29922,6.17035,7.259360000000001,6.28284,7.720960000000002,5.3575599999999985,10.2561,6.802410000000001,9.23783,7.1417600000000006,8.37706,4.56945,4.00616,5.28915,4.32832,6.802410000000001,3.45121,4.06962,7.524,4.66414,3.59986,1
6.901648068863749,8.47073433876693,8.2931182470844,4.77568682605451,5.74109180246969,5.98152706505015,7.45289766228783,9.60076648813425,7.59161128874498,7.404306493335558,6.56600719600862,5.44729310285126,8.57460509913904,6.63768056555078,9.70793099807466,10.3338285646839,4.81829601313075,6.270792844339598,5.418015602325269,6.69536918010485,6.0042521628025485,6.566949429595032,4.68929678599243,4.4255089299647405,5.529290578943289,8.48376635653546,7.73412973311082,1
8.0182,5.3883,8.1124,3.55399,6.73911,4.15351,6.33486,5.63834,7.1524600000000005,5.46836,8.14515,4.12434,11.2825,6.45948,9.45168,4.84351,9.74127,5.86573,4.3112,5.8916,4.94742,7.16705,3.33219,3.5253300000000003,9.07174,4.13502,3.76119,1
8.76305,7.56025,8.36309,4.74187,7.66765,4.70575,8.933769999999997,7.853639999999999,4.34852,6.7926600000000015,8.62607,6.33225,10.1978,6.7134399999999985,9.88216,9.70577,7.17317,4.06614,4.3724300000000005,6.13718,7.67035,8.652660000000001,4.07049,3.89835,4.53446,4.47328,7.50887,1
8.48954,7.78875,9.63439,5.99174,8.519110000000001,4.02146,6.1958,9.93032,5.44706,6.6879800000000005,3.65657,5.3863,9.4144,6.5298,9.48602,5.09791,6.28244,4.88017,3.84952,6.01149,8.577960000000001,5.88079,4.15219,5.17845,4.6776300000000015,4.83878,5.01821,1
10.5346,6.32568,9.59868,6.24439,3.54385,4.5674,10.4295,5.69985,4.27641,5.9166300000000005,4.3993,4.31041,10.7617,8.06685,8.09033,5.31252,3.46421,6.82918,4.56205,5.73795,9.86444,6.31711,5.39848,3.98351,4.76926,5.181780000000002,3.83267,1
7.91413,5.65889,8.573160000000001,6.5587800000000005,4.02619,4.23636,6.684,9.82061,7.590110000000001,6.26904,4.6616800000000005,4.69079,9.75866,6.35888,10.9935,5.0697,5.21915,5.964180000000002,4.00395,5.35449,5.30205,6.36104,3.76804,4.04757,4.2462300000000015,4.78599,3.95835,1
