TSPAN7,LYN,JADE3,NPY,IRX5,ZNF423,TRAF3IP2,ABCC6,ADA,target
7.65624472178866,6.45952304575908,5.0906516942405,8.34629128923806,5.8234690242737,7.86096220060907,10.1906480856418,5.96186711165005,9.59173723771481,1
7.00258,9.82106,5.73792,8.01241,4.17454,7.78616,9.29925,4.87891,10.551,1
3.03948,11.4184,7.39779,3.63172,3.69732,3.7622,7.61402,3.46484,8.08517,0
4.203,8.60649,5.65205,6.32553,5.7301,6.55488,9.00753,4.48636,10.5823,1
8.40561514581502,9.4068435188114,5.01686955181414,9.68192699429934,4.68321859827894,7.16188106962281,9.70430896647336,5.41059037346485,8.69978452638118,1
8.78707,8.09288,5.13838,5.99748,6.39897,4.34062,7.15486,4.42997,12.0016,1
9.44001,9.75768,5.69727,6.59663,7.40268,10.6427,7.81277,4.26352,11.8859,1
7.61968706848034,7.47111854341865,5.76341928671159,7.47389184374302,5.31386782829838,7.57442320514565,10.6964710030916,6.16594234219752,10.0566611970561,1
8.58617,7.79819,6.88326,4.76054,6.37715,4.1237,8.04938,4.34068,11.4672,1
7.51464,6.22507,6.91363,8.69379,4.29121,10.2218,7.76637,4.94507,11.5413,1
10.1982,8.60353,7.55284,5.08197,7.29395,8.71558,8.98056,4.26702,12.6587,1
5.53656,10.9993,6.54178,6.32201,4.32501,5.63668,7.80049,4.56285,9.87254,0
4.05445,11.3101,6.59197,4.30167,3.29655,4.18743,7.16521,4.96391,7.75554,0
4.75107,11.2093,4.72722,4.74738,3.8913,3.58709,6.83394,4.44526,8.97323,0
6.16616,8.80168,5.76094,10.3824,4.65436,9.09019,8.34328,4.18704,10.1516,1
4.61893,10.3412,4.3582,4.50048,4.10204,4.2381,7.60434,4.61364,8.74695,0
4.20756,8.39357,8.35788,4.63286,4.79802,8.24455,11.5295,3.92268,11.9316,1
9.2116,8.48932,7.65478,9.75236,4.289,7.03932,9.6894,4.24104,11.3488,1
10.9876,3.84556,6.89416,5.22234,5.42823,8.15606,6.97272,4.25546,12.5584,1
5.08594,7.54172,5.76187,10.1424,3.68257,6.1372,8.89333,4.3829,11.0924,1
3.99748,10.5472,4.34669,4.33263,4.01644,4.0293,7.49866,4.75625,8.79286,0
9.21873,9.28217,7.62889,9.67837,4.2693,9.92218,10.3645,4.64905,11.4387,1
4.45912,8.66372,6.4957,8.13513,5.32786,5.1796,9.30581,4.51159,9.73324,1
3.90606,10.3332,4.6539,4.81425,4.17375,3.77347,7.82722,5.3509,8.12627,0
9.18953322910284,6.23710278645343,5.56886607741435,10.0550939251292,5.83741792288381,6.89258151099345,9.99940165901628,6.36146959901521,9.23532122089363,1
11.0223227987557,10191.7894648328,54.4373399541045,0.857597792329215,0.0,0.420232036758318,785.546095602918,129.802615645954,746.431373583877,0
6.95820952918296,6.17983467421645,5.58645049201427,9.28660423401445,5.39968494554008,7.06537331655338,10.7511185386945,5.96412688613417,10.7317342760459,1
8.46732,4.00429,6.90069,4.77735,9.06697,5.03373,8.19082,4.71051,12.1294,1
8.81108,8.89207,7.90142,10.6737,6.83116,10.4846,9.8456,4.32251,9.98889,1
9.89124565395948,7.47463647787603,7.76406419942429,10.1049821409309,4.89866091419865,7.62997922772958,11.013636192735,5.53345283139022,10.5747345033047,1
8.1922,8.6402,7.55016,11.5625,4.25272,8.13177,10.136,3.74343,11.3685,1
8.59487699985948,7.43848008034102,5.72578069163811,8.96122518355174,5.09587697717859,8.92009107033758,11.1913545151394,6.0094911345423,9.34166596204405,1
10.7704999988475,8.24420858061663,6.49306609294654,5.52328291792289,6.15623535335133,5.29309962327762,9.44592619101961,5.84318176394734,11.5657756685191,1
6.50373799055607,8.44393728660053,5.4390391436122,7.67031075103687,5.67700416281545,7.41719621437054,10.5352994336889,5.71902079770148,9.88445996222804,1
7.64070515013178,6.95849976588959,5.41304850436636,8.17068142590963,5.67890749539379,8.88597093495727,10.0748066788547,5.97607473922437,9.53658982275966,1
4.81102,9.793,4.96006,4.71803,4.03742,4.18129,7.24062,5.0805,8.59531,0
10.6789,7.9067,7.5523,3.87286,5.63828,3.85794,7.48898,4.12043,12.4562,1
9.65643,8.26717,7.89609,7.89376,3.73477,9.46503,9.78472,3.90336,10.2094,1
7.5058,7.34829,7.07204,10.118,4.87387,8.33858,9.77718,3.87047,11.0848,1
6.15346614374719,9.50866418663016,5.11711654137598,5.88740110522445,5.16201347555438,5.13554930371856,8.16866340656516,6.14550414979001,7.23927433902938,0
8.89178,5.84789,6.89961,11.5604,8.36213,9.68891,9.0773,4.1134,11.0319,1
7.17334,6.83864,7.86923,9.24717,3.96787,9.1599,9.8807,3.88667,11.5025,1
7.63762,6.54555,7.61293,9.42528,4.47195,8.67909,9.07925,4.27789,11.4474,1
10.3885823982501,5.46846568418808,5.04391021451873,5.79206973438327,5.529124679653,5.70601474641985,8.3739609705077,5.81178156113204,10.743141832828,1
11524.5213339422,258.12435971964,584.891860068655,0.0,209.259047753448,40.378492568148,2802.73217389011,53.4068152389885,3652.82854009551,1
8.40103,7.33894,6.04643,4.76815,6.26617,3.98986,8.20234,4.13732,10.5545,1
5.2826,10.2272,7.2674,4.26523,3.84205,4.34335,8.00544,4.67981,9.83276,0
10.5116,6.34271,7.72713,4.15853,5.76586,8.57301,7.67479,4.09188,12.272,1
8.60822407391645,6.26253697413223,6.2675594850663,9.02360166515985,5.7409732882608,8.66641471210309,11.1384909617609,6.18783591487758,9.31906825517369,1
5.00527,10.2125,5.21222,4.68841,3.81444,3.79948,7.34092,5.40801,8.65332,0
9.00273,7.04173,8.12844,10.5453,4.10248,10.1575,9.4949,4.08227,10.7833,1
4.0828,11.0911,4.52071,4.51814,3.8206,3.83915,7.87876,4.4184,8.87317,0
8.36493,8.26914,8.1146,4.75365,4.20833,8.56735,10.5135,4.02288,10.3818,1
7.4704173386296,6.15395572940705,5.33264996419787,11.5099372630286,5.9270290208314,7.05239749832706,8.87835726587007,6.35791451641589,8.66631652737561,1
3.85415,7.73128,6.29352,5.84007,4.87744,6.4985,9.71759,3.86325,8.9834,1
4.40267,10.8048,4.29888,4.82931,4.36888,3.65385,7.37134,4.93018,8.49546,0
7.09873053926347,7.57071483327085,5.17593569228169,10.7235715146227,5.40410902945285,5.51035282646778,9.42449226505708,6.01227902218376,9.12786929735211,1
10.2165,6.58256,5.31996,4.58999,7.47313,10.735,8.6688,4.38437,9.8092,1
10.9505805850773,5.87791051508466,5.6305536312402,5.89512996679257,6.07578044448079,9.15458259132302,9.22579255182965,5.60582371133394,11.7617628628171,1
5.69479167888775,6.8220796875681,5.23547061707577,10.9340063060555,5.65447738219778,7.85562472508052,8.75901858553955,6.0814541992039,9.1543808129623,1
4.41129,10.8633,4.28632,4.72534,4.16949,3.7975,6.78186,4.44144,7.23172,0
4.62543,9.05566,6.17562,10.3477,4.59248,8.09702,10.0587,4.29896,10.5388,1
5.29307,8.04019,5.09684,8.70158,4.52712,8.55194,9.2459,3.92376,10.522,1
3.86008,9.95399,4.057,4.30721,3.80704,3.18339,7.43909,4.21843,8.69653,0
9.5796,7.84366,9.29334,11.3441,3.93062,8.71985,10.4517,4.17913,11.8317,1
6.88685,7.62917,5.73621,8.16868,4.8601,6.90143,9.45395,4.16798,10.9629,1
9.68551229028614,7.54947522432978,5.87232975238022,6.27390332304446,5.84976976194246,9.12340684640616,10.4769632943102,6.34903758726874,8.77861911291717,1
10.3932,8.14154,7.32222,4.40138,9.34589,6.76607,6.68373,4.29013,12.2371,1
3.92789,10.6775,4.72254,4.55429,3.79875,3.73295,7.53603,4.27375,8.9428,0
4.03043,10.3899,4.56627,4.43382,3.79155,3.88496,7.35952,4.37512,9.04418,0
5.19452,8.64954,5.40597,8.0991,3.43921,8.77088,10.1064,4.24819,11.0129,1
3.78292504890139,10046.7346781678,107.023668420332,0.0,0.0,0.0,498.34770707562,129.280342225224,780.508100834625,0
8.35143,7.57285,7.62525,8.72028,4.7696,9.86031,10.1297,4.19263,11.0846,1
8.0654520889246,6.55269226124199,5.29387925548936,10.8276399195232,5.95876454189628,9.00412130842128,10.3856151526737,6.11532049927352,9.17471666003969,1
7.86017975816867,6.52661432068992,4.85736498109192,12.2058889404722,5.18965930279522,8.50766170960996,9.70069399438083,6.47321809158245,9.49294865625818,1
3.90458,6.28515,4.56374,9.82269,3.92317,8.8643,8.47341,4.3294,7.71134,1
7.37419,7.88581,7.36496,9.85553,4.20017,6.78917,9.80447,4.83924,12.3271,1
10.4107,8.56075,5.77412,4.87414,7.03934,6.26041,7.82505,4.34919,12.2371,1
7.76370657753204,7.55599995805094,5.79544536879344,10.1772830309719,5.7183247664004,6.40998207942182,9.00378243736684,6.65129682396929,8.98577917301069,1
8.32416,7.83388,6.27429,5.0205,6.30699,5.09434,8.47637,4.79462,10.204,1
9.05685,8.36029,7.24531,9.4733,6.79003,11.6524,9.11621,3.69927,10.3708,1
9.54197,6.59424,6.58018,5.46427,6.6467,9.57003,8.11254,4.70648,11.4288,1
8.45450438657941,6.78913960565479,5.4727172600841,6.31850372793589,5.08698674907255,8.73347233623882,9.95050212248372,5.98938731125204,9.97371855073273,1
8.57067619802723,6.98241873472921,6.09231733136076,9.19592770738452,5.09524664169431,7.49424190623001,10.0742121562012,5.89546194913163,9.53627746011695,1
3.79632,8.09025,7.79555,10.751,4.27558,10.038,10.2923,4.22208,10.8966,1
7.99942692378179,7.89691554787785,5.27226944540418,6.16332395239367,5.15724601717543,7.99256535446709,9.96279500937811,6.30489441267603,9.35864294101453,1
6.93556916766195,8.47923050422936,6.22415501005666,10.5643992101396,4.99647333531559,7.03553391424315,10.0535474084703,5.97009074040707,10.5352636017065,1
4.73007,9.34427,7.23254,4.94608,4.3077,4.0056,7.63504,4.63446,9.61556,0
10.4138409775626,7.93888659917048,5.88759146303682,5.77388863494153,5.95426979609306,8.87134137062598,8.21380570153828,5.88968059931336,11.0316405461487,1
7.06829,8.54849,7.30408,7.11286,4.16346,8.74887,10.01,4.06601,10.1063,1
8.56453401517358,7.66624723600287,5.52419516190834,7.13202757220547,5.18750508362026,8.4493921422746,10.1018479190247,5.91694842760605,9.13612844664,1
10.4506,8.46777,9.08428,9.96052,4.25148,9.31351,9.10119,3.98601,12.5694,1
6.54472,6.4437,6.11832,11.2191,5.48647,8.71969,9.29226,4.18775,9.42853,1
9.06639,8.06749,7.17592,10.4523,5.98634,9.85163,8.76867,4.5397,10.6682,1
7.45333,7.6648,7.58806,10.485,4.71895,8.97937,10.466,4.05152,11.0477,1
4.02392,11.4166,6.70732,4.09065,4.2851,4.30898,6.58267,4.13026,7.67961,0
7.24402,4.03628,7.6929,4.7599,10.6088,6.58718,8.84405,4.23891,12.5957,1
3.76229,10.952,4.99236,4.23776,3.82153,3.81655,7.5877,4.56624,9.31451,0
4.03219,9.0985,6.44442,8.29186,6.10924,6.20971,9.39748,4.29688,10.828,1
8.21901657084462,8.59874319727042,6.70108304226484,5.74201348999806,4.61293752609916,5.74827721527876,9.38153416563561,6.19958863866537,10.4332414068201,1
6.39885,6.73634,6.07133,10.459,4.65292,8.64459,8.3003,3.43556,11.6483,1
9.05978,10.4262,5.89368,8.78948,4.42245,8.01963,8.52854,4.88504,9.54333,1
6.07222071363603,8.86323501391487,5.06612338283407,5.80098155882079,4.86686390295162,4.97140054162292,8.07654812783575,5.91679773579269,7.94602523841217,0
9.26028,9.38098,7.60619,11.7504,3.8539,8.22576,9.63013,4.13277,10.7131,1
4.56631,10.984,3.99841,4.46187,3.809,3.63899,6.65701,4.99344,8.03489,0
5.26692,10.2156,7.12073,10.0816,5.35328,7.76374,8.24937,4.31118,9.58496,1
10.0066,4.2667,4.90477,5.29543,7.59225,4.3474,7.02118,5.774,11.6775,1
11.5366,6.5154,8.77584,4.41789,7.24299,10.4558,9.04922,4.05862,11.7669,1
8.84555,10.7398,7.27534,4.65938,7.42284,9.74464,8.12329,5.00862,11.7701,1
5.11118,10.1593,7.19996,4.71392,4.17911,4.20929,7.59,4.52878,10.8747,0
2.70396942094098,8118.82432920519,55.5016663449991,0.0,0.0,0.0,555.190871532579,130.758101058731,867.971446259215,0
4.17337,10.2198,5.33524,4.33082,3.82409,4.12632,7.1775,4.86677,8.53149,0
9.77568,5.05546,7.06679,5.70993,4.37156,8.84682,9.8767,4.27311,10.7906,1
4.2147,8.54229,7.33122,8.65648,4.92985,8.85708,8.74678,3.99855,11.3434,1
4.27509,7.52285,6.41783,11.2512,5.91651,9.70493,9.1576,4.25722,10.3757,1
3.80302,9.33775,5.982,7.73295,4.50054,3.67621,8.48765,4.15299,11.282,1
7.01355,7.78818,7.77924,8.60141,5.36901,8.71451,8.63645,4.37756,9.73009,1
9.41538,5.57266,5.86143,4.94095,7.46628,11.2416,8.1021,4.25678,11.0388,1
9.63939,5.4478,5.76922,4.81611,7.75501,3.95422,7.56261,4.40828,10.7337,1
10.4668157888214,7.13948963390275,6.63637540368061,10.7767759415548,4.98036192689836,7.46630532440074,10.2599667583337,5.58129066212946,9.81779720904292,1
4.00832,8.53201,7.90548,10.0776,4.30811,8.44119,11.5938,3.49103,10.9577,1
4.17532,11.0528,7.55674,3.63813,3.53987,4.63231,7.19591,3.89149,7.4574,0
5.02738,7.56756,8.12592,9.8531,3.88292,8.3597,9.91798,4.08826,11.3385,1
9.86052055491372,6.96803200382471,6.97012627316099,11.2210566596295,5.10323509182012,8.45465755576816,10.6941640475299,5.82308734496294,9.86543667967874,1
7.95223203216236,6.87593960914523,5.39767815940792,7.7147312762397,6.22255219424826,8.00825458979646,9.67681463053099,6.28918198431355,7.48815459678589,1
10.292,5.1577,7.8999,4.13704,7.32264,3.85161,9.76986,4.03537,12.758,1
9.01517,10.6778,6.94567,9.15993,4.28291,7.70548,8.54784,4.0705,9.91333,1
5.93389,4.74394,6.44194,8.72896,3.6291,4.17688,7.54867,5.05596,9.02123,1
4.78381,10.5828,4.16994,4.43867,3.89585,3.85146,6.97127,4.41595,8.89001,0
6.33457199945264,8.83491033109033,5.91891867191722,6.17027306782611,5.27159083019135,5.57897979145396,8.481090533436,6.14923490836753,8.01026935784572,0
4.14916,9.34606,8.32307,4.50272,3.97993,8.3423,9.36534,4.15521,11.3978,1
9.07983,7.07236,7.47986,7.05296,4.38542,8.91798,10.2344,4.23773,10.4942,1
8.91826,9.48721,5.62024,6.66157,4.59429,9.64867,9.37431,4.03876,11.0378,1
9.18576,7.05627,6.17389,10.5782,5.19303,11.2458,10.3167,4.59992,10.6591,1
4.14144,11.047,4.54236,4.20635,4.10538,4.0799,7.47055,4.84514,9.21424,0
9.78422,4.58617,6.05994,5.33055,5.97861,7.07987,7.50974,4.28987,10.6301,1
4.37115,10.5043,4.49278,4.32961,3.72549,3.83392,7.44262,5.10129,9.21651,0
4.32547,10.2714,4.16232,4.98038,4.00114,3.66142,6.76413,5.42307,8.28061,0
4.36205,10.5377,4.7335,4.61233,4.11584,3.78929,7.30263,4.49638,9.00642,0
8.61603988808007,7.16774913956252,6.30299317629983,6.45973807277624,5.37856865204552,8.23069802590825,11.1833694973695,5.88475908245665,10.3502963255094,1
9.31124,9.00782,8.30213,6.15908,3.61589,9.22349,10.8849,4.06334,11.4907,1
6.64856,6.99247,5.30802,7.65375,5.27663,7.38462,8.96433,4.18136,10.0775,1
6.09323725671016,7.36682504762667,5.34975334016072,10.3031013047621,5.66041970628129,6.8170073146302,9.18550405687143,6.95332129751742,9.04049699759368,1
4.05648,8.43396,6.63991,8.73162,6.01272,7.35337,10.4925,3.98585,11.1533,1
9.57408,9.03648,6.70004,10.5983,4.2061,7.87371,10.1876,4.19531,11.1594,1
7.6097073427363,5.81180034714804,6.9488994675472,8.86773177284658,5.41627536488602,7.02493279519559,10.059770762341,5.97973775876818,8.8800819712026,1
5.9273965041365,6.42595990181584,4.9330310886088,6.2666409082175,5.47022112608752,7.88753698193705,9.40476505590407,6.32108056284801,9.54318622824038,1
4.22768,11.2462,4.70059,4.54294,3.9854,3.77368,7.52171,4.38296,8.76292,0
7.45037,9.0633,6.13068,4.3964,7.47163,3.79604,7.91104,4.4771,10.8427,1
4.30948,10.1084,7.33201,9.78738,4.14292,7.73479,9.8063,4.28532,11.3163,1
6.07469058159121,5.71903049680918,5.3444742466906,10.5438748840963,5.26118378951692,8.90439522013304,8.90088039778554,6.50495160176673,9.09919357692535,1
3.97786,10.283,4.45007,4.24217,3.87135,3.47288,6.84685,4.49264,8.72643,0
5.23988,9.21321,5.24132,7.70154,4.07712,5.43508,9.48741,4.57983,10.9878,1
10.7097,6.40068,7.3875,3.85736,4.66088,4.07005,9.58583,4.36093,12.4438,1
7.6219613592211,6.98719621065577,5.20599162912172,6.15918885161138,4.89730065146948,6.68575401942526,9.55910611375646,5.73778048225651,9.05498054098276,1
4.91407,9.77735,4.20162,4.87505,4.35763,4.17981,6.15747,4.73663,8.01181,0
4.41513,11.3373,4.53615,4.30784,4.20387,3.83611,6.91685,4.76642,8.34474,0
10.9666,6.17857,8.16565,4.51111,6.88104,11.0544,8.48812,4.35644,12.7416,1
6.39676,8.76762,6.12605,8.95915,3.88909,7.97612,9.03771,3.68989,11.3727,1
3.75834,10.8514,4.02027,4.58702,3.81853,4.07552,7.94873,4.17787,8.52421,0
4.31059,11.4484,4.28885,4.97369,3.82365,3.69775,7.29625,4.59882,9.34738,0
4.23711,8.21667,7.58891,7.52558,4.90896,6.67873,9.92217,4.41506,10.1142,1
4.07796,8.8756,6.27056,6.07593,4.99838,6.03354,9.09009,3.98646,10.8982,1
7.68327,8.3598,8.58937,11.4522,4.44776,8.61613,10.4769,4.04311,10.8732,1
10.5823,8.07699,8.17186,4.18962,7.85067,4.59629,8.52635,4.38068,11.6357,1
8.30221,8.97988,6.57756,7.33723,4.58353,9.13832,10.2822,4.14586,12.252,1
6.77672255414729,7.29838263602934,5.26768085439496,11.6044140032345,5.48030979734716,6.41873013254458,9.14534226466492,6.24835152919951,8.59554299565303,1
7.87502,7.64405,8.29493,9.97562,4.73258,9.74022,10.0846,4.01078,11.6997,1
8.05758187775072,7.15997076096164,5.70785897917155,5.97504047068877,5.09304340986991,8.0101044272412,10.7462712369536,6.21445729611183,9.71176088561065,1
9.56012822220231,5.37978724240283,6.22427181341496,6.12076249109768,6.28073966035331,8.60659097732288,8.78955463936968,5.63308934861778,11.5210636316833,1
5.96250925287426,7.15508550510538,6.40894413900178,9.44381861997009,5.3262625575318,7.37526429885296,11.0993304486993,5.98769225571347,10.2448764850901,1
10.3878239406667,6.87238357430338,6.41980732723747,6.00723094567332,5.26812269365978,10.8872453785796,9.51594208981999,6.31345599461861,10.9924519669548,1
4.42809,10.6539,4.3974,4.8325,3.88684,4.06637,7.03826,4.90934,8.39795,0
8.57079,6.18519,6.35542,8.88894,4.65088,8.17193,9.97995,4.06273,11.8904,1
4.01865,11.061,4.2294,5.01144,3.70799,3.80625,7.83704,4.44548,8.8505,0
6.28593246246222,8.70087783722718,5.74479379245207,6.20749917736901,5.38620220228528,5.44886922561086,8.69745371757519,6.26774254779585,8.29043487362324,0
