WARS,STMN1,SDCBP,CST3,SOX4,TGFBI,AEBP1,COL3A1,TSPAN7,RER1,MATN2,IFI27,S100A13,LYN,DBN1,CD93,SIRPA,C1QB,SMARCD1,SSBP2,MAP3K5,MPO,P2RX4,JADE3,BCHE,MEOX1,CTSG,EREG,ADAM28,NPY,RHAG,ARG1,PF4,APMAP,CEACAM8,CCR2,DEFA4,MMP8,CRISP3,NAALADL1,S100A11P1,PSMA6,ANXA2P2,THY1,SLC1A5,CES1P1,SPP1,SEC31B,GABPAP,IRX5,DNTT,IGHV3-23,ATP6V0A1,GPS2,GYPB,ZNF423,ADAM10,TRAF3IP2,ABCC6,ADA,SCNN1A,ENAH,MED28,LPAR6,TMEM106B,DPPA4,L2HGDH,CD244,ARPP21,VRTN,FOXRED2,ASTE1,SEMA4C,PRR5,target
10.885,6.76898,11.8596,12.085,8.59447,11.2966,6.29602,4.52194,4.26115,9.41786,2.8869,5.63454,6.77774,10.7151,6.2241,10.9757,10.3857,6.26835,7.668,8.01063,8.84157,4.90862,8.47613,4.84291,2.90608,5.94497,5.72547,4.38712,7.50812,4.00481,2.85598,4.45159,12.6799,10.0601,3.69782,11.2265,4.977,4.04263,3.36357,6.10096,10.7753,11.9639,9.82568,5.60369,7.44454,7.62351,3.72458,7.2315,5.80971,3.7878,4.96114,6.00539,7.86911,7.46587,4.26314,4.35743,6.46966,7.66825,5.21803,9.07318,5.75109,4.28324,7.04068,11.1843,7.74093,3.61454,4.7044,9.30564,3.7658,6.11179,5.67022,8.05952,7.87223,7.27596,0
9.74886,9.5487,11.911,10.6835,9.12221,9.98084,7.22919,6.71933,5.24249,8.34251,3.93769,5.66488,7.22475,10.7092,6.5368,10.0343,9.15371,7.55913,7.71327,7.61082,6.90318,13.5527,8.29495,5.2863,3.15255,4.3685,13.4668,9.26819,7.23038,5.63437,8.02845,12.3082,10.8173,11.7767,12.6415,7.06245,13.7517,12.9188,12.0811,6.01311,10.1927,11.9059,9.72061,5.49225,7.29091,9.10987,4.30842,7.09477,6.27211,3.91702,8.65799,8.47129,8.13554,7.9889,8.30427,4.56147,6.5393,7.88612,5.44264,8.63167,6.07001,5.14124,6.85154,6.37211,4.3974,5.47587,5.30561,6.77962,4.82901,6.64923,7.39458,6.74604,7.29131,7.02322,0
7.32841143611761,8.39584322883859,9.09958552590387,5.84735378819601,11.2261894408662,6.90775492630658,8.2974391413155,5.8169760714541,6.04715813912888,7.99138415785236,4.47968147035991,7.97350054434242,7.73429175231641,8.20609405176866,7.87597312586205,6.40282434221711,6.17717183660152,5.59583305909538,7.57105033318825,8.72955138224373,6.84106577764944,6.6063631764349,6.74329589581173,5.48971484688647,4.36265385025392,4.23386406933909,7.37458667258145,4.24377872983582,5.72870399596174,6.78377719867601,5.22666652094149,5.97365376177234,7.51822988333114,7.5271337156181,4.96680204220969,5.63254351673967,6.49814469173188,5.85119530772947,4.13835950168205,5.54229787375195,7.31263103632383,11.4555166784904,8.55719266152414,6.68030589642468,7.85694907825432,6.46877428389483,7.66948496655855,7.3739636914625,6.44067424906201,5.33918914352488,10.5161909137024,7.48807542968837,8.4417737786663,10.5202078281785,7.53448411246053,6.51464586993633,7.88389013351091,11.2697237270959,5.93913597854138,8.28064578870514,7.70243157183048,5.39706208540313,7.1636763299701,7.31661272025941,5.85902218733407,4.52111634226357,4.61957531648788,6.96402332457591,4.62950259991122,7.45189479506522,7.17551554445853,6.72987225042076,6.92486497321516,7.80815755556411,1
8.0544,9.52938,9.06367,4.70498,12.9364,5.40365,6.63365,3.78631,8.72522,6.89797,3.312,4.68893,6.99897,9.0751,7.57732,4.9073,4.65097,4.01174,7.354,9.83234,3.86429,5.37848,9.14854,7.08895,2.89923,4.29582,6.84932,3.5776,7.65179,4.48261,3.26368,4.42603,4.59377,8.4404,4.12733,4.09308,6.52075,4.12483,2.94729,4.59845,6.28475,12.1547,6.90809,5.25164,7.16443,4.7541,4.41701,7.95878,6.54363,5.69186,12.3476,5.06028,6.5062,7.94784,5.62674,3.89539,7.34951,8.50757,4.14123,10.8279,5.72487,4.83412,6.15722,11.4966,4.88197,3.27175,5.32658,8.79414,8.74182,6.07741,6.91228,6.34232,6.06006,7.77817,1
9.3704999657583,10.3511893454024,9.92997745854694,5.24164877532467,11.7841630633607,6.46390136341169,9.50358392784801,4.95684655221543,6.18470778756975,7.31930522559212,4.40462944941069,5.70764687661096,7.70551963873871,7.85642456249279,7.99873600795447,7.75102695030431,6.07110093571126,5.65162117788144,7.65623819513272,9.75084282783792,5.96767964662643,6.10963565070502,7.79984788147404,6.56605015880037,4.41280465031587,4.27918666863505,7.16818613258232,4.19036581729206,5.6218632179182,5.9530829061785,4.73320931920812,6.39817339624495,7.11647891937039,8.86610529794828,5.20081790591663,5.84491595217344,7.38208505050475,6.16889535494644,4.01175382217259,5.41604729821942,7.10904628215197,11.9165709179203,9.25146238744605,6.49633031567636,7.69381049886888,6.47230822508104,4.99547249297431,7.83296546802889,6.90146191919342,5.59159585164209,7.07813550715133,6.67177648424709,7.82774419115493,8.45623024030438,7.02524394482692,7.37844554817666,8.80835727879971,9.91660575546678,6.04094479147938,9.1250725223037,6.10311022209873,4.91369782109048,8.13875666613916,7.2597852575149,4.77760747291226,4.88267552730315,5.08486876193605,7.18772798641895,5.08910258827557,6.37537330927438,6.69338892730027,7.24041748594189,7.15259994660865,6.84149942614102,1
9.08593,10.7525,10.3573,7.99438,12.4396,6.18277,9.54464,3.94252,11.1275,7.00354,3.23101,5.14727,6.28502,9.34356,9.09451,6.05757,5.51715,4.32094,8.47526,9.49116,4.48412,7.37793,7.30486,6.52714,2.64871,4.05903,8.14391,5.3589,6.74515,6.29733,3.51878,7.33183,5.89331,8.40211,6.38746,3.47829,7.13238,7.2465,6.9141,4.88285,6.97551,12.3979,7.63527,5.63851,6.68481,5.64222,3.98962,7.67932,7.15728,7.53092,11.2044,5.72431,6.57818,7.27812,4.99931,5.67307,6.36219,8.30389,4.55135,11.6878,6.16138,3.89766,6.60639,10.4865,7.33524,3.25568,5.18688,6.68626,9.76727,6.23299,6.12815,6.73456,6.11179,6.14396,1
11.4787,7.038,11.7689,11.2013,8.31229,10.7859,6.08009,3.72553,4.42984,9.30771,3.52168,6.56202,6.62312,11.0275,6.51254,10.0526,8.78271,5.71613,7.20979,8.1343,7.76703,5.31583,7.57803,4.80123,3.04699,4.38786,5.45794,4.32037,7.40582,5.24309,3.41697,4.98524,12.4528,9.92276,3.65643,10.0355,5.6361,3.71718,2.99136,5.92635,9.61439,11.9505,10.6963,5.62065,6.93403,8.79838,3.84124,6.84692,5.73849,4.23074,4.71136,5.83451,7.65527,8.86378,6.68437,3.98456,6.74438,7.09803,4.48354,9.45181,5.49855,4.12804,6.29831,10.2079,8.09071,3.47155,5.02807,9.50487,4.29492,5.97074,6.1055,6.43041,7.46237,7.99487,0
8.60841,11.2393,10.7157,8.76584,13.1454,7.07173,10.8257,4.85574,10.1188,7.90446,3.13891,4.97824,6.50475,8.41117,8.99702,7.70005,6.84617,4.42927,7.94195,9.71759,5.9811,11.7842,7.93848,6.55703,2.99367,3.90736,11.8227,9.06995,5.40467,4.4612,8.12672,10.2301,10.3226,9.70254,11.5973,4.8494,12.5958,11.331,10.8404,4.94283,7.42665,12.6852,8.67604,5.222,6.63387,5.97785,5.3172,9.26973,7.44836,8.32346,12.2947,6.13282,7.27381,9.10563,8.69217,10.5563,8.50822,8.66954,4.29311,11.6522,5.14657,4.16796,6.83046,9.60963,8.03456,4.35418,5.30441,5.66016,9.39184,5.62545,5.99126,6.82511,5.88111,6.28956,1
8.89482,8.84104,7.78116,6.16253,9.97289,4.79705,11.0867,4.31842,6.97928,8.09343,3.61465,4.72664,8.84948,6.26275,9.91382,5.667,4.83661,3.83396,7.81038,9.44997,6.56978,5.21691,6.64142,6.79407,3.08741,4.16334,5.16557,4.94052,4.42532,4.54617,3.13762,4.37318,5.38372,8.22037,3.63063,3.65562,4.92786,3.86748,3.24238,4.75987,6.14473,12.7822,9.59346,5.43894,6.79259,5.46635,4.95935,8.43611,5.43894,4.81952,13.6445,5.26421,6.88543,9.95696,5.93973,9.77979,5.2597,9.65173,4.28936,11.3072,5.22085,8.11,4.92892,8.96942,7.98787,3.58001,5.6334,5.58118,4.35449,5.96494,7.16066,6.0526,5.49055,6.83347,1
10.4529,6.86285,11.649,11.4393,8.80423,10.6203,6.21129,4.20189,4.06314,9.2469,3.06418,5.06034,6.17809,10.295,6.10852,10.2741,9.04273,5.48769,7.405,7.99533,9.34296,5.40619,8.29236,4.71262,2.59027,4.76321,5.89735,4.32354,7.06346,4.78317,3.33599,4.32731,11.516,10.7113,6.17462,10.104,6.59576,5.52939,4.14192,6.1381,10.1204,11.5584,10.4384,5.71114,7.07448,8.58337,3.65454,6.97356,5.71463,3.89665,4.67234,6.41849,7.52791,9.35196,4.81566,3.46,8.29656,7.43882,4.70646,9.55789,5.62447,3.75405,7.17989,10.1309,9.74532,3.46633,5.14072,9.64892,3.96422,6.39189,6.0179,8.14952,8.08881,8.41807,0
8.69057,10.5049,8.72022,7.74093,12.1982,6.42556,11.7865,4.1915,4.40891,8.93858,3.26809,5.8509,9.21171,10.1188,10.6237,8.16487,5.89231,4.56278,7.96741,11.5102,5.02487,8.2106,8.07115,7.75464,2.77761,4.28104,8.44805,3.73837,5.46748,5.17655,7.1233,6.93906,4.78409,9.50923,7.42601,5.05281,9.83346,8.17721,4.93738,4.63973,7.28703,12.7842,9.3976,5.19657,7.78605,4.85986,4.59443,7.20151,6.33897,4.14405,12.9678,7.2033,7.00476,7.57162,8.36454,6.88645,7.92974,10.4565,4.21412,11.2455,5.92389,5.43238,7.07318,8.65399,6.2076,3.18538,5.79805,5.97335,11.5425,6.11361,6.99236,6.74725,5.93375,7.40587,1
8.76888,10.5454,10.6016,6.76759,12.7348,6.4166,8.52719,4.03142,10.4335,8.47553,3.31578,11.4493,10.7118,8.93939,9.4887,9.5715,7.86461,4.12445,7.56792,9.91132,5.5929,6.86103,8.081,7.9188,3.07798,4.49104,5.76401,3.70377,3.9611,12.322,9.78591,7.79131,5.773,8.99297,4.02386,4.53308,5.07084,4.56659,3.35005,4.47768,4.55076,13.0471,9.21945,5.63263,7.42169,5.43619,4.30289,6.90225,7.17603,3.82654,12.9941,5.82602,8.01416,7.27605,9.29853,8.51172,7.96988,10.129,3.93461,11.4042,5.89488,7.41892,8.02532,9.07431,6.68646,3.18874,6.14738,5.34947,10.0411,6.10908,6.82525,5.30074,5.69651,7.54474,1
8.3143,9.4857,10.1249,8.2094,12.095,5.48201,10.7411,4.17289,4.38865,8.08646,3.13016,5.16121,11.0089,9.39966,9.21653,6.11937,5.50108,4.24058,8.00149,10.5202,5.88532,5.19206,7.84077,8.1994,2.73826,4.49279,5.24914,5.29987,4.26973,8.74623,4.71687,4.85689,6.18836,7.85194,3.79638,3.63679,5.0508,4.53367,2.98798,4.87372,5.13949,13.0907,8.58219,5.87572,7.8687,4.75158,4.75523,7.06592,8.13808,4.1923,13.2551,5.39667,6.49032,7.97018,5.94857,9.21122,6.74445,10.3849,4.19551,10.3964,6.19589,6.60713,7.2409,12.0401,6.91867,3.3163,5.24043,5.47772,8.17651,6.48842,7.21534,5.20596,5.35365,8.22314,1
8.34565684521402,9.12354487725485,9.51719097122053,7.83712505261744,11.6339975308817,6.8210731792155,9.42850197211778,5.22662749825402,6.24574923893195,8.09123855826405,4.15916259884048,8.77775228710035,6.89702345703676,8.1131687409451,9.18524855210121,6.51178497599574,6.44170396255488,5.96504807096967,7.85044611943247,10.032534055568,6.18167198870522,5.86654401151874,7.1760679768635,6.50137893057628,4.10085266986129,4.31789843841091,7.17349642434428,4.27610985807985,5.59133345822789,7.89908154755079,5.24247333749217,6.20057289286452,7.3264644259225,8.41249042865724,4.84243259399789,6.15288345117444,6.83016962011841,5.96543381976096,4.06068356455881,5.27031306137564,7.17349642434428,11.7936185042628,8.13943742827259,6.67499802579374,8.51879921541284,5.99260914104479,6.26057497445202,7.62198272446098,6.41311168338281,5.06230828294782,11.4217277814528,7.67564778429758,7.51058730545047,8.57907375749464,8.05776382652861,6.33593385036623,6.97834382981013,11.3557471854596,5.9952875404391,9.44269596330347,6.42782114217368,6.09811484580561,7.8168356918076,8.29245964320061,5.43017465249922,4.7321513295043,5.08326890736285,7.34308214963179,5.11303959377077,6.92137802449668,7.3060387337903,6.68441597213107,7.10469555387945,7.4869372359729,1
4693.53269620829,819.469597863844,10382.7208458757,8116.49153307245,555.580035337548,6633.98013490109,546.525484891391,0.0,3.83453500143455,2955.66709070933,53.6171275054123,21.3108248506537,90.6338611260648,9502.56984863408,508.407668064401,9910.02270875623,6292.80932915647,42.8899246897843,2050.93863227167,605.035316377765,2267.63247608662,235.740481676675,1103.39058180267,92.2517158861323,0.0,82.2864038607221,24.4552993875943,80.4014597202757,1785.01529354683,0.0,0.0,110.71425418321,4549.22005405804,4398.56127008494,186.388954656964,3864.68378243467,74.0773380450064,392.195261294068,138.061132617307,250.927332036001,0.0,1618.88326230437,1.08937261830892,0.0,849.257250436036,0.0,28.6085149188211,2555.33003436745,0.0,0.0,11.9287884533474,1003.31218146251,1663.86305149911,1862.80356541133,0.0,0.0,6379.90762949917,454.372581366753,324.837854297844,799.980799805705,48.4262047512113,121.819101589831,4688.39198096251,2778.05570014857,2147.60362471627,122.551513003545,334.099938212254,1965.8032446145,0.380936047650845,6.41949321403605,131.33316281261,819.283386970698,1069.31444851192,873.735593126732,0
8.69385092801097,9.58294802287221,9.20052072745429,5.98683936375258,11.5573166264529,6.39364121977342,7.73623975089426,5.15602485036814,9.69560043359336,7.56545701636689,4.09896789590677,8.86447365139313,7.86767219260287,6.88075070552703,7.74505798540186,9.12428264498677,7.5104326788973,5.98274912249849,7.55297657196195,8.56144818160987,5.85131819615902,10.378030514293,7.7435117169072,6.14520502577269,4.12319408964693,4.05253968860734,10.9850459589462,3.88207621978927,5.42255874687666,9.96167507700635,5.37839953144115,7.67975396280784,7.48633745287911,9.53497016296641,9.02019589925093,6.07677104368662,12.1088397980513,8.48771075649872,6.86380903807084,5.47584607064273,6.9672491608845,12.7104231431918,8.67304278025993,6.48273289172317,8.21053260650001,6.05402375328078,4.58651204432404,7.68693245906784,6.38127589062423,5.1289061526203,12.0625517283077,7.59734344007297,7.8662001493523,8.12876350997132,7.95767173241634,6.92491825465783,6.89816930842431,10.7341567066278,6.04444675265022,9.74419622166594,6.31194068755119,5.05320161619149,7.29084626406696,8.12156195087574,5.34844763747555,4.38368835040146,4.9852523945942,7.01185869905003,6.36119367093783,6.55534162275881,6.86463700552482,6.76355719335883,6.87969478194496,7.1342020636255,1
7.33576,9.30392,8.11908,6.21026,9.90531,5.49341,8.48011,5.08841,4.98675,6.78456,3.22623,4.21124,6.87394,8.35371,7.85122,4.59557,4.98185,3.53526,7.54608,9.05325,6.51215,4.78831,6.49932,5.2241,3.49473,4.29547,6.14506,4.56933,4.0762,7.28055,3.86585,4.45302,5.27469,7.13015,3.96173,4.45072,5.1643,4.54032,3.04029,5.03472,6.16394,11.5649,9.161,5.8739,5.96342,6.51353,4.61892,6.8947,7.26287,4.33928,5.84689,6.12069,6.66345,9.74508,6.53874,4.84047,6.74219,7.10523,4.50698,8.89377,5.98331,5.45795,5.36016,6.47833,6.43281,4.0004,5.57629,4.6997,8.83405,5.72459,6.35153,6.1392,6.77355,6.64153,1
10.9085,6.68343,11.6419,11.6257,9.37334,11.3828,6.12615,4.11645,4.08225,9.43354,3.46842,5.14639,7.27493,11.0631,6.12223,10.9851,10.2713,5.75741,7.64408,8.06346,8.57749,4.66146,8.13942,4.51931,2.89577,5.17546,5.11007,3.9315,7.50058,4.085,3.13427,4.58086,10.9789,9.89423,3.39155,10.7068,5.23685,3.87633,3.38802,7.05453,10.3753,11.9067,9.591,5.24979,6.70266,9.23005,4.02503,7.27365,5.75212,3.59977,4.75639,6.29963,7.78392,7.47981,4.86819,3.85599,7.55029,7.46084,5.78188,8.76533,5.90683,4.01316,7.23714,10.6625,7.64638,3.32977,5.46079,9.10835,4.0817,6.50226,6.16854,7.72807,8.0459,8.33041,0
8.65043,8.23057,12.0115,7.73075,8.48956,9.88841,7.07258,3.59905,3.67586,9.42583,3.65841,4.96105,6.30971,11.0283,6.94037,10.6507,9.47667,4.55206,6.6826,8.27559,7.53806,3.75102,6.80957,6.80773,2.84189,5.0663,3.75717,6.4307,8.77124,4.12279,3.15016,4.92094,10.0658,9.6439,8.20077,10.2758,6.38066,5.87625,5.95634,5.45641,7.30309,10.9729,8.9213,5.18951,5.30839,8.11345,3.59629,8.1726,5.84482,3.55573,6.20203,6.33486,6.75629,11.3619,4.85086,3.95834,7.3443,7.43876,3.6038,7.78145,5.35725,6.07838,10.2721,9.63047,9.3382,5.42085,4.91521,8.94497,4.20977,6.24861,6.99257,7.27887,7.53066,7.61792,0
7.28947,10.3669,10.0605,4.64974,10.7437,5.31973,7.11285,4.08369,9.73858,8.12335,3.13026,5.6984,6.5812,8.40697,7.57266,9.80952,6.47123,3.81964,8.10563,11.7196,4.58837,5.28522,4.7504,7.7343,3.14136,4.27897,5.35995,4.15946,6.3997,8.65468,7.5617,6.64579,5.25242,10.3721,3.37608,5.39833,6.3206,4.83224,4.06499,4.74461,5.07632,12.7727,7.8034,5.32871,5.07487,5.4476,4.50356,6.78218,7.66954,4.23231,13.9672,5.30642,7.80335,6.91514,6.97528,10.4578,4.92559,8.08237,4.11904,11.0004,5.85435,8.85683,7.29835,11.061,3.71863,3.84484,4.98677,6.19726,9.24275,6.73659,6.14251,5.24275,8.30424,6.75183,1
6.65675,7.0512,8.68956,6.41958,9.98001,5.83082,7.50115,6.03261,4.10053,5.06239,3.50175,5.17772,6.75164,5.83223,6.23128,5.28728,5.74725,4.30831,6.69699,6.28269,6.07697,5.72288,6.13173,5.74769,3.39648,4.76992,7.49356,6.26136,5.85368,5.00551,5.16796,4.55917,5.98646,6.11803,3.8392,4.41038,5.79984,4.64183,2.93223,5.5921,7.24397,9.16922,8.98654,6.3135,5.78805,5.82629,4.35581,7.75215,7.40628,5.07736,5.21004,5.75567,7.90669,7.57243,7.54066,4.37856,4.99782,6.99364,4.58821,9.73974,6.26931,5.06612,4.68591,4.95849,5.9877,4.27121,5.5988,6.48742,6.76991,6.89462,6.41465,5.9046,6.63161,6.89905,1
10.9369,6.13683,11.8687,11.5459,8.88643,11.7834,5.99262,4.05863,3.81713,8.76007,3.05663,4.96074,6.70403,10.9499,5.60012,11.1034,9.2861,4.86692,7.0876,7.66414,8.35471,5.91186,8.53873,4.13278,2.75621,4.98557,4.62029,4.60608,7.66318,4.6142,2.92142,5.13301,11.2834,10.2992,6.79703,10.8915,7.7025,5.3442,4.48623,5.93215,10.1359,11.5085,10.4804,5.24042,6.97652,7.92663,3.58639,7.20408,6.68557,3.6318,4.24809,6.67062,7.94737,9.82854,4.913,3.72226,8.45148,7.24773,4.79714,9.04526,5.84492,3.49871,7.03466,10.1379,7.38002,3.43256,5.48124,9.34104,3.84625,6.12394,5.63252,7.08441,8.07849,7.44584,0
9.53357,6.59315,12.3649,10.8931,8.1233,10.1454,5.37284,4.08498,4.37382,9.35516,3.16631,5.60137,6.25392,10.4901,6.44616,10.8016,9.28626,5.93281,6.99994,7.59586,8.54982,6.78776,8.908,4.71287,2.79811,4.4328,5.85188,5.8852,7.03387,4.09453,4.40976,9.2249,12.2847,10.7009,10.1495,10.6386,8.70179,10.7199,7.06397,5.44055,10.8978,11.6839,11.014,5.4319,6.80768,10.4095,3.57444,7.16601,6.65095,3.83749,4.55017,6.5823,8.50089,8.01756,8.49661,3.62365,8.78353,6.92686,4.92402,8.47408,5.71861,3.82837,7.29794,9.72725,7.73184,3.67299,5.3696,8.76816,4.35445,6.24979,6.06376,7.58876,7.77026,7.82124,0
8.39349,7.03885,11.3236,6.57393,11.4292,7.24705,8.02875,4.20124,9.45073,7.51607,3.04982,4.87633,9.23854,9.73531,6.35551,8.57766,8.58514,4.37029,7.14575,10.734,7.31831,9.78417,6.89948,9.80382,2.65716,4.24598,10.2493,8.34905,7.12437,6.71806,6.40166,10.6544,6.9121,9.91778,10.7396,3.75407,11.7969,11.9128,10.4511,4.68258,7.69519,12.3086,7.63783,5.60425,7.12032,6.31607,5.12686,7.22141,7.71925,4.16963,11.8324,5.69151,7.23489,7.40361,6.76194,6.52789,7.47628,9.44503,4.09846,9.8862,5.39553,7.71694,7.05471,11.0087,6.66119,3.9898,4.66459,5.58271,8.29944,6.07749,5.86598,5.94077,5.79875,6.01901,1
7.70126,10.6581,10.2407,4.48333,12.3317,4.89066,6.61228,4.11829,8.94252,8.04383,2.94797,5.00691,8.57923,8.70904,8.4859,9.136,6.86004,4.38453,7.12402,9.76133,5.28445,8.1475,5.54836,8.65705,2.98151,5.69808,5.7563,4.01764,4.86146,9.71675,6.3197,5.39461,4.85037,10.452,4.07147,4.10863,7.71913,5.4144,3.87601,4.37234,5.14097,12.7912,9.32979,6.36864,5.85828,6.31969,4.48818,8.42748,6.82339,4.6073,13.9895,6.05342,7.47733,8.55364,5.877,8.07501,4.97806,9.78275,3.9217,12.1616,7.10488,8.5365,7.37153,11.1773,4.32501,3.30393,4.77523,5.89616,4.91359,7.05598,6.6019,4.23098,6.967,6.10811,1
8.27812,11.3558,9.97391,5.30087,12.5006,5.27989,10.1967,4.26429,7.30162,8.25362,2.89503,5.19342,5.98071,4.2064,9.33735,5.99501,4.60984,3.39781,8.16817,11.1961,5.12006,4.6728,6.67389,7.55105,5.82406,3.92779,5.19011,3.37423,3.92063,4.65119,3.29415,4.31657,5.2521,9.03602,3.26085,3.60193,5.02973,3.86286,2.88613,4.51842,6.18099,13.2546,7.18721,5.76271,6.32795,5.09715,4.48963,8.46069,6.9077,6.89023,13.3335,5.45043,6.39298,9.73968,4.86545,5.54951,7.19955,8.79461,3.87233,12.1225,5.80297,6.28159,6.73887,7.60953,6.79672,2.7396,5.60575,5.85141,8.67014,6.05555,7.20035,6.14246,5.27082,5.26659,1
8.94745018972021,10.482436940033,10.9556741106039,6.3074536076137,11.5642561323049,6.54481656947467,8.98902708062346,5.45003622731403,6.36646348575498,7.62665431938869,4.11480966310953,6.62362221684178,7.79112130456456,9.06011168313682,7.18312376923019,8.41796094171244,6.93479863567803,6.00230212433049,7.07558369499578,8.45975849271722,6.07327405982384,9.04928082501232,7.56784907431449,5.22263115360974,4.18293675528859,4.08681919153564,9.96234062220511,5.46609310232936,5.54486522764784,7.54654121358583,6.94317519188345,9.91812742552171,8.8572986050352,9.69861133752976,9.92391918710771,5.99967026159339,11.7849757533253,7.57214599039646,8.10700818554079,5.26987493548572,7.43423722379914,12.2827546131966,10.0331744526092,6.31955350651452,7.05419538035867,6.45882145403584,4.66055718324487,7.53850735107923,6.66690871030332,6.44905465066151,10.3713125478114,5.92480278907824,8.1610129216413,6.89048613196544,8.20598856305015,7.69611585053663,7.57012878058416,9.95477069691947,5.99556142758859,9.38974089433974,5.71669176324682,4.85698541269521,8.53190838913969,9.54370583829666,6.26497910907959,4.35616374839834,4.75536919167228,6.61772680766952,10.4891052673494,6.18807222877473,6.33331369423534,6.75868342788456,6.77722359794428,7.56041401628693,1
7.58145,10.7768,9.17807,6.08991,10.4149,5.38175,7.34176,4.3253,8.0971,8.18071,2.99217,5.65378,9.02344,7.87453,10.2203,6.31954,5.62709,4.13815,7.85689,10.0642,7.1489,6.76151,6.81185,6.81729,3.1656,4.18624,6.59198,4.61106,6.59715,11.1095,6.0639,5.07716,5.05327,8.38181,3.16696,3.73805,4.97821,4.45931,3.15625,4.79943,5.92664,12.4524,7.9252,5.2926,7.02418,5.51189,6.12015,7.65423,6.84361,6.87447,13.2568,6.44683,7.17673,9.01747,6.9058,9.85952,7.06294,9.37753,3.99358,10.381,5.44382,6.89292,5.75216,10.1411,7.95014,3.52885,5.31471,5.6335,9.83918,4.85851,6.30158,6.2628,7.45417,6.43707,1
9.35434162378277,8.90812000799583,11.4690412289433,11.0135410874366,10.2543386579833,8.75133780679083,6.93427967209814,4.94318021267729,7.49540584382552,7.51926738746765,3.8404666382398,5.97432820273752,8.25271395857968,10.0895408575852,7.05455144374387,10.8218821424034,8.67701951569667,5.75831993803496,6.96379918443081,7.45381867478494,6.4457100894872,9.73544211282789,8.95824384486525,5.38195803877014,3.97318068035323,3.86669889762743,9.25793192406254,4.24069184005834,7.7439213621658,5.66031532654087,4.42713713242856,9.38594797854015,7.71672689368324,10.5587614148778,9.7690708337231,6.03102388865024,9.4060055166338,7.83418169463623,6.14961361419311,5.62431079935173,7.74820938532147,11.8085003833335,9.71880312163957,6.54037210685108,7.59421139191101,6.22678345316022,5.45125053805741,7.7958586167271,6.78975115339424,5.10644487073798,10.306767689378,6.15829865731899,8.08209935995557,7.94118842334711,6.68284702441615,6.58057129936073,6.33370955223725,9.9388525753094,5.57245480051886,8.94553948133878,6.06249078706734,5.63723185461301,8.83993913925587,10.6829331787124,5.63034086662571,4.35141678867465,4.43584391789499,7.80460168708668,4.53284950009018,6.28766633133311,6.36010233592838,6.88377620545735,7.51579978392807,7.95413020307103,1
9.52211,8.23918,11.7184,9.33572,8.58491,9.87421,7.66886,3.82554,4.07922,9.02925,3.57684,5.7368,7.09095,11.2159,6.94178,10.5313,9.60906,3.58235,6.94155,8.33781,7.44808,4.99539,7.09475,6.97034,2.70053,4.76995,5.66562,5.50646,8.93485,4.39519,2.83725,6.09424,9.76327,10.1186,9.32969,9.28587,8.93669,6.65246,7.44938,5.69414,8.02919,11.1422,9.09023,5.10469,5.22951,8.27605,3.75421,7.66248,6.25527,3.4159,6.38375,6.59733,7.21889,11.239,5.3328,3.83401,7.73343,7.33826,4.4437,7.96139,5.21209,5.92093,9.78135,9.40104,8.60595,5.2252,4.40252,9.0385,4.36316,5.8935,5.64002,7.3443,7.1899,7.78216,0
8.17441,9.74231,10.068,5.35459,11.8535,5.52288,8.08484,4.30208,9.50534,8.33683,3.28739,10.9943,9.60196,8.36197,10.0304,9.29115,7.47072,4.22161,8.29416,10.0237,6.05871,7.56798,7.31559,7.26007,2.91092,4.30376,8.91625,4.22816,3.91933,11.7219,7.06999,6.87749,5.18426,8.89283,8.1517,4.23689,10.7515,7.97546,6.7761,4.72922,5.97385,13.5058,8.68597,6.03594,7.16707,5.33722,4.53756,6.99345,6.53186,4.23842,13.5659,5.38367,6.87025,8.13281,8.74905,8.83467,5.96703,10.5975,4.20207,11.0341,6.40334,7.34749,6.72809,9.65375,8.56038,2.92892,5.35069,5.43122,9.56258,6.40463,7.121,6.30113,5.49964,7.17312,1
9.30132,8.03632,8.14432,5.03494,11.8571,5.64381,9.90167,4.70234,4.02208,8.19661,3.38085,4.78616,7.0418,8.06833,8.6981,4.13029,6.53813,3.80257,7.6307,11.0268,6.18565,4.71859,7.98839,5.59035,2.84918,4.43643,5.47142,3.7371,6.38356,5.11842,3.32841,4.35992,4.64343,9.34144,3.70511,3.27205,4.52622,4.32244,3.2095,5.11896,6.10028,11.139,8.08522,6.40655,6.39396,6.84564,4.25821,7.03662,6.85373,4.59274,5.39598,5.78392,6.90454,8.97812,5.33245,5.27609,7.6496,8.87114,4.4508,9.42178,6.4499,7.03999,6.96452,7.20032,7.2336,3.33337,4.74059,5.37684,10.0093,6.96038,6.22181,6.18204,5.6545,6.48863,1
