STMN1,SOX4,TGFBI,TSPAN7,S100A13,LYN,CD93,SIRPA,SMARCD1,SSBP2,MPO,JADE3,CTSG,EREG,NPY,RHAG,PF4,APMAP,CCR2,MMP8,NAALADL1,THY1,SPP1,GABPAP,IRX5,DNTT,ZNF423,TRAF3IP2,ABCC6,ADA,ENAH,LPAR6,DPPA4,CD244,ARPP21,ASTE1,SEMA4C,target
6.7952,9.06109,11.894,3.89341,7.22385,10.9955,11.403,9.60793,7.33144,8.53714,5.58567,4.82763,5.18951,4.58034,4.09582,2.93349,12.0846,10.1724,11.0185,4.52869,6.56599,4.90519,3.92022,5.91269,3.70293,4.97702,3.75328,7.5278,5.53784,9.16595,3.9066,10.8908,3.88247,9.3357,4.26578,7.57068,8.15428,0
9.0504412020358,11.0756080476848,7.06236515652772,6.34015111187966,7.25276385787398,7.45964379030136,6.49414277898077,5.95314350766716,7.6142492625481,9.65337375304438,6.62267829695924,6.98357177938785,7.82711887775281,4.11780757724569,6.05376634697775,5.13382836955525,7.18571528620934,8.5526205357682,6.28737481439326,7.07732024827166,5.75609987831001,6.73337547985598,5.01008425613705,5.92201255659274,4.88965937769556,12.3007120317265,7.27862639528371,11.10958541308,6.14086055820955,9.5019444443809,5.47716461520352,7.72632210998938,4.5370919071586,7.40967370914007,5.33071797286468,6.72447640965019,6.85555407251345,1
10.1374718029637,11.2388549104815,6.82920411239052,8.32136459177281,8.4219494081771,7.60200721706838,7.98622161497304,7.28455187634694,7.97867583955101,9.43583530961763,7.50462140980404,6.1649396660653,7.05165267988104,4.23150273218248,7.82409708067598,7.08369996429647,7.21817778947161,8.67503269374682,5.98686631817367,6.14772984688248,5.29779154426283,6.53196529369983,4.94126954783242,6.44959452173292,6.60398385691524,12.2225070819318,8.24937026665439,10.6486479489679,5.79285428170641,10.3540778392488,5.23030519873068,6.66454299268009,4.83669068169766,6.87601075350882,6.48270162744552,6.55949556317533,6.97047977023615,1
6.14945,6.54112,10.1747,4.27115,6.15382,10.7979,9.18191,9.54039,6.65845,7.50431,5.22804,4.53388,6.27866,3.33678,4.36642,3.40571,10.2821,10.5356,9.70083,6.19986,5.67343,5.65095,5.39698,5.8271,3.93995,4.33033,3.62409,7.3163,4.92697,8.21194,3.87765,10.3391,3.31092,7.47895,4.03768,7.98094,7.58765,0
6.92985,8.70339,11.574,4.18026,6.53394,10.6767,10.7564,9.02181,7.31115,8.07108,5.25328,4.48471,5.66348,4.80399,4.51499,3.03429,10.8825,9.92203,10.2783,4.99137,6.18779,5.44882,3.61432,5.76082,3.68349,5.09778,3.70953,7.8929,5.2091,8.86825,3.76567,10.5099,3.44599,9.09065,3.88232,7.89062,7.63918,0
8.92808,13.0645,5.38441,8.91496,6.54415,5.63462,4.77727,5.40125,7.67766,7.3304,5.02023,4.99746,6.59769,4.14921,4.68928,3.89952,5.60505,7.61336,4.31286,4.31642,5.09285,5.71655,4.26692,7.0833,5.6044,9.86253,3.95715,6.39972,4.36999,10.9901,4.7885,6.27412,3.36164,5.17019,7.42289,5.13834,5.50441,1
9.17018569190108,11.3054636260891,6.65894897641186,7.82142493305203,8.04592407972992,5.84977739169586,9.42589931307997,7.76870597465797,7.64062347271589,8.19726948484569,5.91825458380461,6.51208620504001,7.23175228210594,4.06817467550198,10.5669661543746,4.55871567735298,7.16372516846432,8.481835048867,6.39716524402792,5.61903668799848,5.87928234385872,6.85419002265375,5.61176330451205,6.18385769671449,5.55786760653537,10.937062960313,7.37473172246856,10.127317463831,5.9934151227371,9.85452001093618,5.22396762853172,9.79961723222923,4.45221740616343,7.18145920121226,4.76507226201747,6.65157850653071,7.05961482008834,1
11.1895,11.7655,6.41529,8.68151,6.46676,4.43248,5.62619,5.56379,8.28207,6.6338,6.71654,4.62251,6.12259,3.98838,5.39815,6.07785,5.90345,8.94786,4.38535,3.89862,5.7756,7.3342,4.35181,6.18039,8.08417,11.7066,10.159,8.85727,4.76339,11.5307,3.80584,4.18927,3.18599,7.59739,5.93893,6.6279,5.36151,1
30349.6227141356,26263.4135397701,33.7668100778638,2277.49899992823,46.2620610938591,104.042025301567,226.188535806604,82.9838709112127,3721.73772341782,5023.23594521022,866.798017523171,716.276616937498,712.852956793586,201.318929044229,0.0,359.044013065235,2.96155202365439,2058.0508410098,1.39268121955413,232.602544268412,8.41329308648134,0.0,9.71721495991245,1.1105820088704,275.50590341694,19114.483075038,2.29632391074379,1542.84843633836,61.9996057309631,10795.6515197847,26.9260326813182,6459.49469251156,60.7085652334153,268.631267692923,4861.03051414942,383.530352140809,34.2953699734097,1
7.5378,9.38188,11.454,4.01707,6.62373,10.6282,10.5467,8.60354,6.81966,8.24988,4.63857,4.13903,6.24051,4.86031,4.51714,3.0852,10.7802,9.52556,10.04,3.77376,5.65324,5.40735,3.58461,6.49169,3.8784,5.93753,3.82193,7.85729,4.13999,8.52713,3.58958,10.1263,3.41384,8.75726,4.20326,7.59257,7.41025,0
10.8763,12.474,6.30705,10.4205,6.42099,6.78313,4.99763,5.11249,7.94628,10.2379,4.31401,6.76174,4.85377,4.15415,4.88948,3.9063,6.36287,9.00297,3.94347,4.2678,4.66708,5.2366,4.00979,7.38086,5.46325,12.6184,10.0992,8.26569,4.29419,12.4445,5.11316,11.6214,3.02908,6.6669,9.25528,6.42828,5.81263,1
9.34960456653386,9.18830788400454,6.75167300332136,7.23835176116385,7.21151507551704,8.69952622294402,8.7106871754537,8.72684893777046,8.11807619401109,7.94788793968198,12.1387984344904,5.66385308634025,12.2123901685711,4.74174111351699,9.703502888016,5.22021667963929,8.5370853944062,10.3357070733485,5.87229714750328,10.9024643875108,5.31253947256248,6.86189891458084,4.88879758912564,6.7468885785255,8.09897905400608,8.32925471195976,7.01858140401239,9.27236059969247,6.24985602958646,7.53740740401225,4.90957746447141,9.47806623957655,4.57107031332437,6.97512413673911,6.09262242644365,6.68916488662592,7.0741830960329,1
8.21586,11.5707,5.24089,6.78101,8.76282,9.8408,9.51047,4.92194,8.45138,10.062,4.59517,6.60868,6.19487,3.54535,8.22224,5.76779,6.17785,9.23785,3.54219,4.48498,4.8154,5.62521,3.84704,6.67888,6.40294,8.3446,9.18929,10.0544,4.36424,10.5414,7.92445,9.24391,3.06244,7.9709,10.25,5.36995,7.22549,1
8.34558592987497,11.2684888436345,6.77777713158386,8.03449650045484,8.03008985103185,6.5138179234332,8.55814944857706,6.45526695555557,7.31644830477035,9.28169336051757,9.95365223160014,5.77958077103239,9.91180436327184,4.29594935512748,8.5998545496123,5.66733414996524,7.55901323830366,8.90375785474807,6.5285503556183,8.46141733269928,5.58143753403549,6.91298304999903,5.27512089294045,6.42381683958665,5.32825616070247,12.2803498274575,7.18401254513671,10.5282944705116,5.95632866140689,9.70046262644418,6.07420769101824,9.88474118651019,4.74894718424209,7.50593304018504,4.72671384812033,6.93188834558244,7.42691448184416,1
9.62861,12.2977,6.24521,4.29652,8.64887,9.40298,9.7453,7.04374,7.92525,11.1569,7.63901,8.37775,9.02289,3.46022,7.39705,4.16227,5.74578,9.11827,6.65025,7.30947,4.65253,5.60167,4.04327,6.1062,4.337,10.8813,7.85406,10.2916,3.97534,11.4553,4.67585,7.32239,3.13818,5.34657,9.8553,7.1794,6.74839,1
10.8974,12.5791,11.2882,3.71875,9.2478,9.85884,3.86521,5.32709,8.24132,8.85335,7.03265,5.77557,6.98148,4.02444,4.73055,5.22878,5.85062,9.11788,9.28962,9.09622,4.8896,6.32075,5.09682,7.30951,6.4178,9.36103,3.76278,6.95638,4.47257,11.3215,4.915,4.10973,3.4291,5.48988,7.8075,6.62816,6.47468,1
10.0224,11.8852,5.73903,8.91463,10.0456,8.6747,4.55738,4.97082,8.50648,10.3629,5.45525,6.30861,5.45838,4.14706,6.54875,3.17687,7.21104,8.36364,3.69531,4.59287,5.24621,6.96602,4.14815,7.29019,4.42802,13.158,7.87993,10.1626,3.99232,10.3827,4.12448,10.5366,3.43627,7.40172,5.37529,5.89846,6.15611,1
10.0597,12.5543,5.49004,9.7815,9.00975,8.32832,9.51798,7.72806,7.35481,9.16063,11.2131,8.03184,11.0127,4.22865,10.1246,6.80346,9.17049,9.68385,4.66044,10.8269,4.91152,4.85812,4.20573,6.86604,4.21007,13.1797,8.31314,9.87641,4.25176,10.7808,7.50316,10.7978,3.87519,6.07415,8.20562,5.69541,6.64894,1
9.13667,12.2519,6.21209,4.23988,8.16352,7.24914,3.85519,5.25408,7.87918,10.705,4.58086,7.54925,5.36253,3.78823,11.0569,3.31752,5.53427,6.40763,3.89977,4.14329,4.57595,6.26141,5.75956,7.17501,4.82607,10.9652,7.79545,9.69841,4.39821,10.0234,6.80862,10.719,3.24795,5.67728,6.31441,5.3597,7.40071,1
10.2447,12.7619,6.27775,8.86963,6.29208,8.63353,6.03093,6.23493,7.468,8.51245,4.27588,5.52383,6.28922,4.9576,4.89006,3.85554,5.93809,7.98123,4.32149,3.98165,4.74017,5.65592,3.84696,7.00677,5.1989,10.5364,4.01582,7.02258,4.26672,11.0314,5.58429,10.7882,3.48452,5.95858,7.27233,4.81718,5.86254,1
9.48509068481654,10.6806751291815,6.20464712628977,8.87344514420451,7.66937815185481,6.39675393137443,8.61092960220216,5.55656532292779,7.59944039914849,9.28307549322746,6.41943847628004,5.94677395491324,6.862054788358,5.10582792643635,10.6037522647335,5.24417826907692,7.8899569631853,7.83870052345674,6.10271506160603,6.94378168530527,5.56895624071877,6.75768585210712,8.42326616567423,5.4993547620772,5.52052255384059,11.1768821860671,9.06501883640479,10.9701117546393,6.07079681637546,8.38571436432314,6.17229555591118,9.17332475414699,5.06111897368156,7.3755517328103,5.11257042444595,6.67519923761289,7.31928913724412,1
6.61225,8.65125,6.57758,5.8859,7.24589,7.58062,5.08786,5.24304,6.82932,6.84565,7.21031,5.4983,6.18423,5.35911,8.77838,4.51764,4.64748,5.98191,4.33721,4.92788,4.66961,6.89789,5.27104,7.37889,5.00507,11.3998,6.0538,8.31935,4.29127,8.4881,5.17191,7.03885,3.34969,5.7253,5.34636,6.05514,5.83511,1
8.36938,8.74432,10.2532,3.97187,6.4038,10.2414,9.96916,7.97756,7.10545,7.83889,11.9268,4.85351,12.7163,8.48353,4.80006,8.56874,10.2826,11.0462,8.23377,12.4822,5.59054,5.39534,4.70718,6.0973,3.91952,9.01376,3.65663,7.28255,5.09527,9.04941,3.58068,8.34296,4.40121,8.13619,5.06277,6.75013,7.82654,0
9.40953456598216,11.1796042389313,6.39305625529551,8.79156659306529,8.07959312991586,7.05638893173867,6.27142903193826,6.37375456924481,7.64613794040015,9.48421047884682,11.560007113054,6.03997668468556,11.3797061900317,4.36328476446192,9.68557722347953,6.07919111284519,7.59777173224785,8.87124715840535,5.90703945440739,10.0741255893795,4.98114521754395,6.94562032076544,4.81292800498659,6.80804448274983,5.28727298482659,11.7529527432607,7.79317659840273,10.5532073532517,6.09937782628741,8.99024791626194,5.37404513164908,10.7327322119869,4.49177104982231,6.93984798240056,4.50279770259968,6.57866463052007,7.1269288333324,1
9.13729,11.3123,5.42367,4.61066,8.94194,7.74882,6.98335,7.00967,7.72735,8.61115,9.71253,4.53874,6.03315,4.38047,11.0554,3.75018,6.42071,8.76883,4.54398,4.25274,5.25152,6.26821,4.83,6.81282,4.32372,11.7221,7.74125,7.65675,4.24467,9.73686,7.36716,9.20521,3.55033,4.62466,6.10754,5.30101,7.29768,1
9.55669,12.5767,5.28831,9.23013,9.9018,10.0725,5.40302,6.45049,8.44861,11.0554,5.6492,6.06696,5.61971,4.07182,4.00704,4.61421,7.27826,8.42654,3.3393,6.61531,4.721,6.37642,8.70234,6.47548,4.53145,12.6176,10.0274,10.4646,4.42935,10.9003,8.25271,11.6974,3.10604,7.0877,4.16595,5.67924,5.39038,1
6.17966,4.60239,9.42592,4.55946,5.98947,10.3823,8.52312,9.01755,7.21046,6.75905,5.45615,3.5019,5.76876,3.79075,4.44436,3.56374,10.6199,9.97243,7.67577,4.45338,4.8178,5.80415,4.49322,5.30851,4.38795,5.02354,3.89912,7.33222,4.63553,8.8413,3.81033,7.54878,3.07818,7.41526,4.62104,7.12234,7.49141,0
5.96151,5.87256,9.76155,4.01213,5.74736,11.5165,11.3981,10.5007,5.42534,7.73536,4.42858,4.96678,4.77515,3.53592,4.57806,3.29468,9.27442,11.3255,9.50074,5.97482,4.34207,4.67076,5.49387,6.78613,4.03768,4.52907,3.56777,6.7578,4.5453,6.75992,4.00083,8.15742,3.43418,8.15939,4.18429,6.16604,7.98117,0
9.56063,10.9477,5.40011,7.09558,9.28923,8.13492,5.49906,6.62833,8.17653,9.78097,7.77879,8.23225,8.00871,5.71991,11.6486,4.00945,5.23342,9.39633,3.3704,8.11133,4.67421,5.88456,4.01538,6.72939,4.84122,12.0642,7.97081,9.75965,3.89013,10.1459,5.40794,9.9511,3.13379,4.99415,7.15481,7.1156,5.93125,1
7.81198,11.8274,5.14525,6.39786,8.17305,8.91693,5.84104,6.41311,7.92492,10.5857,5.17496,7.18588,5.10597,4.07465,3.93482,4.7513,5.17061,7.25015,4.33921,4.46945,4.4722,5.31899,6.28215,6.87558,3.84366,11.6502,8.73315,10.013,4.01041,9.60783,6.06283,11.0455,3.9024,5.17315,4.79825,4.63981,5.47082,1
11.1165,12.2879,5.48056,9.61795,6.14341,5.9053,5.27843,4.60167,8.85441,8.31573,5.66141,5.59129,7.1989,6.86148,5.21943,3.47345,5.87379,8.1709,3.68324,3.58738,4.55402,5.82525,4.13758,7.43812,7.68199,9.67567,3.72411,7.85719,4.58277,11.338,4.35728,8.83961,3.63504,6.05938,6.41146,5.82877,6.29373,1
10.073,10.7612,6.94277,7.63761,7.3622,7.18723,7.09949,6.7678,8.49117,9.19322,8.03532,5.98325,8.01459,4.03139,10.483,5.2144,5.13504,10.3794,4.62529,8.67861,4.15962,6.46284,4.73286,7.08873,5.24002,13.2048,6.43128,9.20749,4.57629,11.3042,6.38801,7.90201,3.30993,5.81174,7.34074,5.71336,7.16069,1
8.67237104870071,9.742708139833,7.49828452037462,8.4254555180443,7.47121231789373,5.02022726777694,8.64695132821215,6.51843690649718,7.74853058776305,7.62011676934882,6.67102264489932,5.9275964131469,7.50936921349446,4.529068051433,9.12794435121748,5.89509801604742,7.87098271612463,7.24122565463688,6.57812513413777,6.62851140307101,6.06228298782939,6.97699547060519,5.18226517289411,5.96271974116202,5.32816760324079,10.5443439629618,6.24154432729711,8.85201071491795,6.00175657344871,8.53167486282566,5.77069223706119,7.50958922924245,4.82493084828972,7.5827559706571,6.55007312036076,6.59771540878806,7.17849220607429,1
9.63471,12.4687,5.1252,4.61859,8.90758,4.3875,4.58542,5.01995,7.72406,11.215,6.58144,6.18818,8.41492,3.80962,5.41181,4.03093,6.24998,8.02146,3.14785,7.94685,4.9556,6.07221,5.43283,7.31028,8.37036,13.1602,7.36899,9.50875,4.22434,11.2457,4.00063,3.64064,3.08353,5.24795,9.0474,6.72421,5.74607,1
8.4053,8.16224,9.92314,3.47421,6.25879,11.4167,10.7117,9.18908,6.85453,8.00189,3.75135,6.81166,3.8798,5.60414,3.98832,2.90382,10.0232,9.68648,10.1768,3.5908,5.30894,5.12301,3.99596,6.50319,3.34739,6.76024,4.25741,7.12638,4.26124,7.94943,5.36468,9.56171,5.52599,8.99592,3.65416,6.90549,7.78189,0
7.31484,9.43091,11.349,3.7436,6.83279,10.9514,10.5499,9.93585,7.87069,7.9248,5.46398,4.26773,5.22992,5.25134,4.52553,3.1903,10.03,10.5338,10.7796,4.14836,7.21293,5.61355,4.36496,5.97881,3.70321,5.06164,3.92228,7.60767,4.83979,9.51328,3.68173,10.4189,3.58116,10.0143,4.20861,7.39221,8.13735,0
