HSP90B1,MARCKSL1,RPL10P9,HADHB,MGAT1,CDIPT,SGTA,NASP,SPEN,RSRC2,UNC119B,CRIM1,HSPA1B,GCC2,SH2B3,UTP14C,P2RX4,ELL,GNG11,RUNX3,TRIM16,PTGS2,AOC3,MAFG,CSF2RB,HGD,ESR1,MLLT10,SCN1B,SLC18A2,AMPD1,BMP6,ANXA11,GRB14,CLC,CD70,ASS1,AANAT,PROX1,PAPOLB,BAZ1B,HIST1H3G,HIST1H2BI,UBN1,SEPT5,BOLA2B,GZMH,HNF1A,OPRM1,SBF1,PDE8A,PKN2,SP3,TRAF3IP3,PPBP,SLC5A12,GLG1,SP140L,PCM1,ASLP1,SCFD1,IGLV4-60,KIR3DL3,COX7CP1,PIGG,ZNF768,RASAL2,YIPF2,MSRA,FSBP,CRYZL1,LRRFIP1,AUNIP,ZC3HAV1,VSIG10,EDEM3,CYP39A1,HAMP,HKDC1,ZNF692,EXD3,ST6GALNAC5,LSG1,CDC14B,TAF1D,CCDC28B,DALRD3,AGAP10P,NPIPB15,EPS15L1,RPL26P37,ELF4,target
10.0106,9.68479,13.804,9.69925,5.86245,9.90498,6.8148399999999985,3.87324,9.52596,10.028,8.26352,5.19136,6.20758,9.1579,9.3082,7.86615,7.96273,4.6054,7.8811399999999985,10.405,5.5778300000000005,4.2889800000000005,3.80373,6.06519,10.9688,4.54183,5.06646,7.04795,5.77866,4.60494,3.21866,5.42189,8.705739999999999,3.0995,10.3691,6.4551,4.9357,3.4917800000000003,4.15153,3.04673,8.0922,6.47892,5.25412,9.12924,6.45864,7.212639999999999,9.10226,4.39248,4.61535,7.1360800000000015,7.40734,7.727289999999999,7.973889999999999,8.10513,12.3098,3.57656,8.7408,8.3512,5.26465,5.7809,4.3465099999999985,4.6301,7.24821,11.6886,8.59013,5.71231,3.3657,4.57353,7.2184,4.38302,8.910860000000003,7.599289999999999,5.27984,6.37431,4.75884,9.1821,4.84739,5.37436,5.08708,7.377210000000002,6.37234,4.39423,7.29365,5.85128,9.58103,5.50713,5.4768,5.41686,6.73755,5.83931,12.6879,9.0174,0
8.875960000000003,8.6613,13.0968,9.36641,6.22642,8.06983,6.41365,6.50415,7.83167,9.51316,8.4832,7.21496,6.91343,9.15875,7.944960000000001,9.30506,6.71829,4.3129800000000005,8.79888,7.4965899999999985,6.4208,7.41855,3.85255,6.8811800000000005,9.858,5.5576,3.89639,6.16995,4.08031,5.57815,3.25465,5.36759,8.90902,3.54403,9.17903,5.6206,4.82501,3.03132,3.96197,3.21413,10.2084,5.58375,5.0228,8.16484,6.3092,8.2088,9.00262,4.07451,3.55907,10.0183,7.072989999999999,8.82265,8.48446,8.951880000000003,11.0384,3.27089,10.7804,9.18095,5.93727,5.77405,5.5288,5.17363,5.76181,11.3811,8.26543,5.51535,5.86485,3.9396,6.35515,7.69476,7.51267,7.1924800000000015,4.3487300000000015,8.14016,5.99878,7.59238,4.43534,5.04619,5.93507,8.56811,5.15324,3.84988,7.736339999999998,5.90374,10.7707,4.77885,7.511639999999999,5.84143,6.7746,6.18715,11.153,8.21545,0
8.24505,8.72785,13.4329,9.58388,4.7588599999999985,10.3144,6.67272,5.31811,9.62173,9.12666,8.29786,5.3569900000000015,7.605869999999999,8.13043,8.055,7.53425,7.9176600000000015,4.97874,9.22922,9.74091,5.51377,7.626060000000002,5.02826,6.642460000000002,11.4208,4.96329,4.75394,7.26635,6.21796,4.42422,3.91102,5.18417,9.06067,3.61649,11.0821,6.46617,5.31367,4.67681,4.01829,3.4612199999999995,7.29462,6.6869,5.35436,10.566,6.6864300000000005,8.00039,8.250060000000001,4.397469999999998,4.61726,6.96667,6.48599,9.8534,7.717110000000001,7.42552,12.2444,3.62519,9.30897,8.16412,5.2264300000000015,5.35726,5.6737199999999985,5.32332,6.08437,10.8733,7.65831,6.27124,3.68106,4.87469,7.63328,4.1974300000000015,7.0412,9.14817,4.71378,5.93965,5.56428,9.23884,5.05578,5.80917,5.42461,7.55515,5.99343,4.49564,8.08713,4.68938,9.36202,6.4913,5.8648099999999985,4.99094,7.864560000000001,6.21678,11.8761,8.85725,0
7.93625,9.02104,13.3645,9.70739,4.80991,9.52733,6.49814,3.70748,7.12825,9.66126,7.7287,5.8046,4.73718,8.42155,8.62725,7.74826,7.65152,4.43164,12.9082,9.7029,4.98569,6.08493,4.1033800000000005,5.90514,9.23296,7.56232,4.32191,7.332610000000002,7.1638600000000014,4.53476,4.02676,7.27237,7.39739,5.7565,5.6162800000000015,6.63237,4.8197199999999984,3.82676,4.26945,3.49661,7.497330000000002,7.72469,7.15618,6.52355,5.62944,9.33246,10.4919,3.74633,5.01584,6.18601,7.04598,6.52847,9.20656,6.66654,13.8826,3.38394,8.78027,8.12004,4.56578,4.86943,3.71641,4.98123,7.4207,12.0435,7.431780000000002,5.10315,3.32974,4.06254,7.17788,4.53512,8.01575,7.90297,4.94897,6.01909,4.59238,9.49998,4.8520699999999986,4.735530000000002,4.88825,7.0777800000000015,5.01584,4.37424,6.43802,7.77418,8.88601,6.3329900000000015,4.76319,4.3697300000000014,6.63034,5.11441,13.0949,8.39705,1
14843.90711063,3736.5094256387897,45.78862173823161,2020.40573101912,10840.376719753,5851.98882440521,2578.6801933033607,2762.883618495,7200.83419504412,1499.23358013189,1340.26303046976,132.368866266013,492.622413183733,3254.80312404685,2388.9944995021,611.830721502232,1256.35456968671,1269.92117211845,5050.958653124229,27329.139295063706,285.811668268123,37.964799386052704,7.85460594850998,1605.2833693082598,863.008540314912,154.951589668227,146.457027684685,1151.96018220534,0.0,78.204650846593,0.0,889.720287913568,38124.132420203,55.30771229988901,59.2094246615063,84.30302491954309,15.894512556151,25.0485117054523,13.4246129087486,0.0,3268.32266009274,1.5789179909735,12.631343927788,2439.85563786538,4910.6462747217,3136.11789929711,6795.1489225636,5.04564207292684,34.1002107191569,15319.9838667657,361.336886775831,243.64416140694001,2037.3836146639896,11222.10351444,21815.909881280902,8.592396805050079,9406.983977889,1341.37775250244,2526.42127225871,27.6310648420363,1003.65665680577,20.525933882655497,5.52621296840726,0.0,1141.44930685565,709.045469951921,43.9947847577587,1067.26551409149,490.443751590744,42.6184271514867,545.711937755336,11626.4456913549,21.1525490873514,9781.521867640153,166.60243182353702,1360.38168120422,0.0,32.3440527169683,361.50582182448096,538.2094282318329,360.960240607517,0.0,782.218671961492,764.061083995632,2582.8454636746696,577.95831853058,1414.20813185673,34.736195801417,47.1217100025309,4320.918381140639,1.5789179909735,3097.14698176704,0
11.0954,8.40503,13.408,10.404000000000002,4.59848,9.98099,6.894260000000001,4.97179,8.46062,10.3625,8.68122,5.224480000000002,7.0537800000000015,7.98963,8.13143,7.811139999999999,7.96087,4.33161,6.69425,9.24608,6.02716,7.54816,5.55114,8.68811,9.98118,4.4059300000000015,4.89817,6.837389999999999,5.97826,4.7586900000000005,8.02842,7.92245,7.99553,3.0666,11.7959,6.51719,5.07351,3.77599,3.91345,3.12991,8.54804,6.47507,5.93571,9.45759,7.31251,9.37436,7.9169,4.0797,3.95065,6.996580000000002,6.91797,8.48264,8.743219999999999,5.21823,11.6106,3.29724,8.425189999999999,7.772710000000001,6.14356,5.3265699999999985,5.0030199999999985,5.86036,5.53193,11.4767,8.0092,6.40227,3.59812,5.4647,9.11014,5.64145,7.6604899999999985,8.54664,6.6947199999999984,6.30708,5.48156,7.9772,5.24404,5.2150300000000005,4.22242,7.670610000000001,6.339180000000002,3.93162,7.12873,6.17349,9.06467,6.93894,5.24688,5.08856,6.48886,6.03578,12.0765,8.74601,0
8.86049696303903,10.2151381984627,13.686608621731803,10.1154155309209,8.73913977963697,9.82688395364617,7.8939493996552095,10.1200592069208,6.46633790998305,9.953959967383607,8.12086985642102,5.246939069926111,11.746111673893399,6.895452568360442,6.86407272452945,7.84148125715909,7.4047416499711005,6.166360710268768,5.62744501225844,7.5036853561966215,6.743075595222219,9.499521070841393,4.90492608892897,8.01058089270264,9.89630351641533,4.836856128359309,5.238109853898808,7.05110239467991,6.594570550014992,6.448760045681372,5.28553473407514,6.33743879603099,9.849526015260633,4.37569147720995,10.5626499253581,7.30838705743421,6.541436315801518,5.76741374380942,5.047855919213339,4.52594126668241,8.12619029146667,7.79901815759642,7.50532831465132,7.79540789366454,6.535237988499111,9.36054732755669,6.71073355815303,6.91488863100704,6.08392810031485,6.78143236683305,5.800008701130741,7.02040998163212,8.40234023506644,7.2049572312307095,5.45448057723474,3.67804091257238,8.23978529905375,6.84733798948805,8.96769525326121,6.163410722188821,6.67304539314108,5.03237308870964,7.34824033715581,10.8015349644367,7.9848679585762,6.7774918359112695,4.520948453095951,5.791134224788411,8.568794382939997,6.185373916062889,6.18457790305125,5.47931002973408,7.5045807518112095,7.75865789668033,5.465720615161018,5.85334980246832,3.9882548945829903,5.603320087439929,5.00913006128734,7.969025753926281,6.2846338024333885,4.686933389780299,7.10714430740381,5.1350153626880894,10.387561510144101,7.367894232762411,8.38221879961565,8.223591972062481,6.760533152176841,6.84946339684111,11.4365937178299,7.83598127577911,0
9.87863,8.75976,13.0023,10.1933,6.162730000000002,10.1379,6.7494,4.375380000000002,8.40455,10.6607,7.639239999999999,5.30822,9.29128,8.78459,9.87205,8.72538,8.96009,4.82779,10.7943,9.04963,5.1173,9.6727,4.21856,7.69106,11.1571,5.13122,4.59772,5.95736,6.53103,4.38322,3.2716,6.22006,7.68987,3.43005,8.5091,6.27222,5.0944,3.56017,4.12703,3.38981,7.80674,7.02998,7.2473,8.716510000000001,6.36816,8.60593,9.57796,4.08663,4.58938,6.72301,7.8713,8.69871,8.48606,7.49095,12.8503,3.3129699999999995,8.11565,9.18961,5.29646,4.6901199999999985,4.61872,5.12479,6.38129,11.4643,8.40002,5.38795,3.5281800000000003,4.39078,7.383999999999999,4.48396,8.37598,8.45022,4.463019999999998,7.60571,4.6990300000000005,8.79317,4.36801,5.0021,4.98957,7.45177,5.4694699999999985,3.9918,7.04926,6.96109,9.812,5.9176,5.55408,5.07986,7.1547100000000015,6.20415,11.9898,9.96447,0
10.0913,8.81649,13.4931,10.4767,5.53655,10.3476,6.94083,3.74807,7.988389999999999,10.5854,7.76058,4.4551,7.03631,8.59175,9.07703,8.12835,9.06208,5.64432,10.3046,8.05508,5.51189,10.7902,4.35355,8.42755,10.8859,4.117369999999998,5.19269,5.97087,5.8067199999999985,4.4143,3.20668,5.06655,8.199580000000001,3.53971,9.90182,6.2331400000000015,4.62266,3.33802,3.97294,3.27929,7.590260000000002,6.8964,6.711989999999999,9.10796,7.06315,8.67269,6.23607,4.21176,4.622330000000002,6.40211,7.72204,8.3478,8.83588,8.33002,12.7107,3.3526199999999995,8.324910000000001,8.801810000000003,5.68214,5.08058,4.70959,5.97247,5.212280000000002,11.5488,8.37504,5.80996,3.17743,4.5599,7.85716,4.80381,8.64418,8.45752,4.3563,6.1002,4.82695,8.823960000000003,4.73181,5.27427,4.69647,7.80846,6.15445,3.89004,7.51878,6.65958,9.85685,6.46685,5.35843,5.07475,6.49357,5.8724,12.1827,9.34688,0
8.25279,9.22797,13.3179,9.65014,5.59173,10.7232,7.04692,6.18642,9.27718,9.01903,7.999230000000002,4.74262,6.85295,8.63819,8.72767,7.26723,8.16125,5.256,8.070139999999999,9.67559,5.69249,6.71055,4.7108300000000005,6.836310000000001,11.4548,4.79294,4.5887400000000005,6.6223,6.19086,4.25571,3.99282,5.19868,8.98603,3.32438,9.08276,6.92707,5.37712,4.19412,4.107,3.59724,7.40817,7.32235,5.18004,10.1629,6.71065,7.2991,7.17005,3.96768,4.76903,7.27423,6.86805,9.50673,7.285239999999999,8.11195,11.1943,3.3093800000000004,8.8736,8.396339999999999,4.6405,5.22921,4.98732,5.30019,6.4870800000000015,9.86094,8.17859,6.23925,3.2963400000000003,5.64424,7.4721899999999986,4.57336,7.3825699999999985,9.33972,5.54825,6.29462,5.50866,8.866060000000003,4.80569,5.77304,5.95404,7.05087,5.70973,3.93729,7.18372,4.56967,9.25712,6.39789,5.73832,4.92096,7.4009399999999985,7.32985,9.79927,8.7848,0
9.63956,7.7364,11.8675,8.63693,6.73652,9.45159,5.37207,8.18688,9.92351,10.2796,7.36998,7.08494,7.783760000000001,6.51537,6.3325,5.4339,5.81609,7.80646,7.2608,8.39935,5.97845,9.01561,6.70135,6.22444,10.956,4.64153,4.31421,6.64543,3.94836,6.55009,3.22207,4.47976,8.98756,2.93877,9.0545,5.13631,5.9693,3.2223,4.0056,3.5417,7.74522,6.2788,7.63183,11.3122,6.9161800000000015,7.67801,7.16947,5.10733,3.56936,7.38002,4.24234,11.1151,9.12527,7.84243,9.66381,3.4285400000000004,6.6322,8.55288,8.683069999999999,6.2300900000000015,7.254760000000001,4.60386,5.70405,10.7988,6.97077,5.97985,4.26547,3.56558,5.8245,4.60083,6.68416,8.249239999999999,4.71996,8.033610000000001,6.2854,8.31917,3.85694,5.71338,4.5653,7.479939999999999,5.4269,3.74346,9.084,3.67126,10.8807,6.24899,5.63019,7.7130100000000015,7.2499600000000015,5.40207,9.33972,9.13054,0
7.35993,8.69278,12.8661,10.1147,4.2340800000000005,10.9189,6.95016,4.16792,8.06493,9.34655,8.47668,4.80727,6.40843,7.99281,8.57578,7.19382,7.88201,5.51016,7.55629,9.47789,5.643669999999998,6.6788,5.38961,7.07567,11.7403,4.7513,4.76265,6.20186,6.2195,4.31165,3.64955,5.76089,8.67273,3.41174,9.26299,6.88532,5.72431,4.10081,4.15837,3.61326,7.33258,7.123989999999999,5.8875,9.54075,7.07333,6.9078800000000005,8.15418,4.25836,4.75981,5.9779,6.40538,9.6346,7.42851,7.5819800000000015,10.9595,3.48593,8.7347,8.49226,4.23515,5.78688,4.77834,5.55014,6.4882,8.32404,8.07677,5.76275,3.32267,5.18878,8.09881,4.62836,7.64872,9.65917,5.727130000000002,5.29591,5.72152,8.58072,4.93804,6.26377,5.98779,7.11505,5.5301300000000015,4.16835,6.50047,4.8354300000000014,7.93547,6.2744,5.8402,5.08141,7.60307,7.076110000000001,8.99416,9.08546,0
10.5912,8.92451,12.764,9.97624,4.5502400000000005,9.80514,7.370360000000002,3.86634,7.633960000000001,10.9202,8.26795,3.45353,11.2558,6.87478,8.28116,6.71241,7.66564,4.67464,7.95984,7.32556,7.0377399999999986,9.88904,4.6322800000000015,8.133560000000001,8.644110000000001,4.19511,5.43098,6.69234,6.28239,4.87384,3.97239,4.8522,8.32435,3.2017,11.93,6.61447,5.2219,4.47255,4.16834,3.1464,7.73751,7.94631,7.5693899999999985,9.89349,7.9329800000000015,9.3351,4.88586,4.54551,4.42583,5.83936,4.33211,7.562189999999998,9.03974,4.1437599999999986,11.7386,3.62947,6.46779,6.32056,6.3779,5.66392,4.43037,5.51489,5.44136,11.0474,6.591660000000001,6.68952,3.61044,6.34302,9.53285,5.14024,6.27382,6.679880000000002,6.75142,7.618639999999999,5.4195400000000005,7.26911,4.80621,5.91205,4.89911,7.31035,5.85385,4.12861,7.046760000000001,4.3285300000000015,9.21158,7.181539999999999,5.33092,4.8303699999999985,6.575239999999999,6.4818,12.1246,8.15409,0
