HSP90B1,MARCKSL1,RPL10P9,HADHB,MGAT1,CDIPT,SGTA,NASP,SPEN,RSRC2,UNC119B,CRIM1,HSPA1B,GCC2,SH2B3,UTP14C,P2RX4,ELL,GNG11,RUNX3,TRIM16,PTGS2,AOC3,MAFG,CSF2RB,HGD,ESR1,MLLT10,SCN1B,SLC18A2,AMPD1,BMP6,ANXA11,GRB14,CLC,CD70,ASS1,AANAT,PROX1,PAPOLB,BAZ1B,HIST1H3G,HIST1H2BI,UBN1,SEPT5,BOLA2B,GZMH,HNF1A,OPRM1,SBF1,PDE8A,PKN2,SP3,TRAF3IP3,PPBP,SLC5A12,GLG1,SP140L,PCM1,ASLP1,SCFD1,IGLV4-60,KIR3DL3,COX7CP1,PIGG,ZNF768,RASAL2,YIPF2,MSRA,FSBP,CRYZL1,LRRFIP1,AUNIP,ZC3HAV1,VSIG10,EDEM3,CYP39A1,HAMP,HKDC1,ZNF692,EXD3,ST6GALNAC5,LSG1,CDC14B,TAF1D,CCDC28B,DALRD3,AGAP10P,NPIPB15,EPS15L1,RPL26P37,ELF4,target
6.48913,9.29138,13.2598,9.49227,4.84459,10.759,7.571110000000001,4.02238,6.57889,9.53022,8.34929,4.2807,6.30521,8.69294,8.05591,7.28935,7.3907,4.61726,9.63136,9.14603,5.65942,7.25753,5.2424,6.654889999999999,11.3216,5.69155,5.29748,5.76671,6.03809,4.9403,4.01826,5.5359,8.42946,3.41945,11.1134,6.4132,5.39197,4.73104,4.28428,3.45704,7.21318,7.21318,6.07604,8.48345,7.2024300000000006,7.54011,8.23373,4.35701,4.75852,6.573360000000001,6.46779,8.8782,7.788489999999999,6.78338,12.2309,3.5276400000000003,8.06443,7.49988,5.1577199999999985,5.47779,3.97338,5.34531,5.96899,10.9339,7.6243,6.773910000000001,3.33835,5.52893,7.53977,4.49413,7.160310000000001,7.93173,5.08588,5.8444699999999985,5.36493,8.42337,5.05967,6.48332,5.3942,6.9402,6.377680000000002,5.08908,6.6103,4.88102,7.928160000000001,6.22462,5.61488,5.21718,6.861210000000002,5.828130000000002,11.6228,8.44679,0
10.9916,9.13565,13.5424,10.7731,5.522469999999998,10.0451,6.6753800000000005,5.34754,8.87365,8.96905,8.42181,5.93931,6.71409,8.4784,8.51729,7.769719999999999,8.11139,4.723330000000002,10.8079,9.31957,5.09727,8.25849,3.73406,6.81358,10.491,5.26636,4.39522,6.44614,6.060980000000002,4.78854,3.96031,5.43617,8.87093,3.8973,10.3853,6.28982,4.628819999999998,3.81565,3.75669,3.03987,7.36777,7.6010399999999985,6.03333,9.77969,6.52913,8.84807,10.0128,4.0183300000000015,4.08634,7.353910000000001,6.85486,8.71217,9.67926,7.70229,12.5165,3.34345,9.63176,8.19252,7.28717,4.80262,5.04971,4.81222,6.44035,12.1915,7.26725,5.74812,3.53189,4.50442,8.14813,4.1252,6.90756,7.3235,4.61041,7.35221,4.58376,8.62438,4.65569,4.9448300000000005,5.62036,6.15037,6.04996,4.09299,7.828710000000001,7.45086,10.3242,6.42025,5.0475900000000005,5.02135,6.77088,6.39411,12.5834,9.03824,0
10.2439,8.49306,11.8268,9.01525,6.26671,10.2891,6.17698,7.50127,8.42994,10.4468,7.604419999999998,6.56392,7.57044,7.117189999999999,7.1705,6.10203,5.48381,8.1552,9.01534,8.92185,6.31189,7.827380000000002,5.84028,6.584039999999999,10.8936,5.46137,4.146,6.69746,4.25995,6.48302,3.38677,5.09279,8.558710000000001,3.3445,11.2933,5.6443,5.48004,3.17296,3.92352,2.96725,8.365169999999999,7.1543600000000005,7.74758,10.7447,6.543069999999998,7.812760000000001,8.674560000000001,4.34422,3.34527,7.64532,4.806769999999998,9.85204,8.58986,7.97622,12.1848,3.58667,7.70593,7.8082,8.35936,5.49611,6.710439999999998,4.66204,6.7526,11.1562,7.3022,5.733,3.5681800000000004,5.34206,6.45457,4.26814,6.322030000000002,8.22747,4.77301,8.04402,6.52066,8.50025,4.7272300000000005,6.01959,5.9863,7.6645699999999986,6.19834,3.5813900000000003,7.87368,4.53,10.4671,6.334219999999998,6.813,6.79477,6.7119300000000015,6.66818,9.16341,9.61331,0
7.3109899999999985,8.878589999999997,13.4748,9.5732,4.38712,9.50667,6.13704,3.39051,7.241739999999999,9.59368,7.68388,6.39971,4.28794,7.57843,8.588330000000001,6.790189999999999,7.9031600000000015,4.49334,12.4871,10.9514,5.17108,3.57565,3.8883,6.22109,8.70041,7.07042,4.042,6.813280000000002,7.0087100000000015,4.41565,3.999,6.52341,7.6632,4.834,6.95595,6.6056,5.5437400000000014,3.66152,4.03419,3.91775,7.554769999999999,7.908539999999999,6.8511,6.96517,5.3787,8.69937,11.6477,3.59745,5.19034,6.42401,6.60849,7.256869999999998,9.46936,6.43804,13.8413,3.33144,8.67173,8.113669999999999,4.05826,5.0841,4.1939199999999985,4.89693,8.40612,11.9445,7.11528,5.08748,3.4714400000000003,4.71185,7.13237,3.87798,7.56968,7.87995,5.42307,6.08754,5.1215199999999985,8.59263,5.22512,4.52657,4.62669,7.08625,5.1332,4.2836300000000005,5.6933099999999985,7.6033,8.698039999999999,6.02954,4.90664,4.4355400000000005,6.75307,5.80584,12.8503,8.301219999999999,1
10.5878,9.03795,13.545,10.4974,5.55999,10.1991,6.81775,5.20519,8.821819999999997,9.10881,8.7305,6.34871,6.1294900000000005,8.24487,8.5296,7.88943,8.355269999999999,4.665,10.0922,9.49937,5.49748,8.1801,3.80554,7.0905,10.1441,4.39318,4.733219999999998,5.83584,5.66527,4.75592,3.71888,5.41769,8.682,3.96837,9.64658,6.25226,4.92619,3.61917,3.9541,2.90237,7.55437,7.4268800000000015,5.91051,9.61476,6.86746,9.13876,10.277,4.35181,4.1562199999999985,6.804010000000001,7.04482,8.588610000000001,9.40063,7.19769,12.3454,3.45377,9.38443,8.01552,7.1784,4.75704,5.09474,5.22011,6.33469,12.1348,7.3621,5.76933,3.36657,5.03112,7.94368,4.34814,6.856210000000001,7.89575,4.66066,7.6088,4.99758,8.37962,4.60838,4.9145900000000005,5.2961800000000006,6.20201,5.85715,4.14856,7.74748,7.0739,10.0698,6.66248,5.42753,4.69105,7.00127,6.07894,12.5826,8.87717,0
9.43378,10.0097,13.6291,10.334,5.56818,10.4303,7.1296300000000015,3.90182,9.24205,10.2702,8.46001,6.11551,7.07477,8.51561,9.54828,8.32935,8.282010000000001,4.854,9.46576,10.3302,5.6987,6.284,4.19617,6.5800800000000015,10.5632,5.04638,4.57679,7.7607300000000015,5.84173,4.6382900000000005,3.2132400000000003,5.32532,8.40191,3.33311,10.874,6.31072,4.71048,3.60666,3.9519,3.25293,8.15455,6.84267,6.11597,9.2449,6.75685,8.866060000000003,10.228,4.17342,4.7018900000000015,7.15782,7.38932,8.17382,8.80176,7.23068,12.4041,3.15546,9.08535,8.351239999999999,5.23937,4.59796,4.12775,5.37294,8.60628,11.9063,7.83805,6.02141,3.54644,4.64567,7.6251,4.93825,8.27919,5.84063,4.52848,6.53111,5.07285,9.46846,5.17001,4.97144,5.28927,7.41817,5.87336,3.86244,7.9466100000000015,6.3139400000000006,9.22496,6.52802,5.4575,4.89372,6.31059,5.74399,12.6435,9.37612,0
10.991,9.19596,13.5617,10.5986,5.15346,10.1977,6.715960000000001,4.958,8.5677,8.91879,8.47509,6.05729,6.59743,8.08019,8.97633,7.471710000000002,8.27248,4.15378,10.5974,9.35298,5.23916,7.632910000000001,3.4570800000000004,6.96161,10.9888,5.26808,4.4084,6.30514,6.21354,4.7697699999999985,4.05009,5.67601,8.531889999999999,4.04421,10.772,6.40477,4.89081,3.51055,3.81536,2.95984,7.23383,8.18293,6.443969999999998,9.41636,6.626760000000001,8.98478,10.4963,4.00782,4.17749,6.9489,6.75103,8.22655,9.72861,6.92212,12.792,3.45325,9.34803,8.13377,6.75285,4.88646,4.47955,5.24314,7.37488,12.1196,7.38559,6.04014,3.53899,4.61935,8.02769,3.5108,6.620889999999998,6.9134699999999984,4.36468,7.126519999999998,4.8549,8.46827,4.7098,4.9229699999999985,4.92548,5.4783800000000005,5.9704,4.12284,7.6242100000000015,7.394830000000002,10.0566,6.49201,5.00608,4.8478,6.7279300000000015,6.38912,12.6618,8.904869999999997,0
7.732189999999999,9.09164,13.3013,9.53044,5.03381,10.4503,7.131010000000002,3.91478,8.18205,9.93422,8.03454,5.3238900000000005,5.43616,8.97888,8.30054,7.85422,7.78919,5.1295,11.0683,9.08986,5.36155,8.41527,5.424,6.624339999999999,11.845,6.40735,4.39044,6.42889,6.29276,5.20345,3.80186,6.77337,8.58105,4.44387,10.852,6.69915,5.13938,4.22849,3.84985,3.3816900000000003,6.961239999999999,7.32932,5.89609,9.38905,6.83168,7.84932,9.89077,4.31421,4.33421,6.4371,6.49372,9.33174,8.39245,7.5344,12.788,3.76472,8.73444,7.937,5.20081,4.99768,4.3475800000000016,5.08133,6.1187,10.7826,7.9483,6.15846,3.5942,5.36068,7.57389,4.55959,7.388539999999999,8.15893,4.70076,5.89961,5.144419999999998,9.31573,4.73284,5.0514800000000015,5.70525,7.096610000000001,5.94163,4.3456800000000015,6.7301199999999985,6.2741,8.13868,6.2218,5.85072,4.58355,6.290769999999998,5.90639,12.3421,8.74438,0
5.5598800000000015,7.98177,13.2695,9.21445,4.09667,9.47605,6.211130000000002,3.89164,7.23902,8.75615,8.24359,4.87499,4.88479,7.65423,7.66419,6.01227,6.5435,4.21052,10.2907,10.5772,5.47169,3.5784800000000003,4.6289099999999985,6.45025,7.965689999999999,6.54541,5.1148099999999985,6.3395800000000015,7.21275,4.1353,3.98501,5.2218300000000015,8.11164,3.99716,9.10605,6.71167,5.64267,3.36856,4.3840900000000005,4.14222,6.37245,6.81934,5.71827,8.38325,7.6931,9.37835,10.0426,4.63625,5.21673,8.03037,6.27718,4.92585,8.62214,3.6866,12.9711,3.97853,8.28845,8.31734,5.59072,5.57035,4.50203,4.78259,5.80288,11.7924,7.214339999999999,6.50168,3.84861,4.7693900000000005,7.288810000000002,4.61665,7.2652,6.21718,5.22041,5.7807,5.60527,6.62798,5.49189,5.17241,5.42474,6.32103,5.98309,4.84972,5.64733,3.85436,9.3557,6.30335,5.95811,4.33674,7.88857,6.25786,13.0671,8.044,0
10.9863,9.19742,13.6853,10.7437,4.61591,10.331,6.936489999999999,4.28151,8.42047,9.10286,8.48825,5.48259,6.64475,8.31066,8.4115,7.4733399999999985,8.525889999999999,4.55642,10.8081,9.52683,5.91479,5.9466199999999985,3.99341,6.79091,10.3325,5.75556,4.9436300000000015,6.1692800000000005,6.66649,4.45217,3.88525,5.91905,8.94063,4.06635,10.3514,6.68364,4.6417,3.99098,4.05025,3.22987,7.21847,7.31142,6.46695,9.50186,7.12661,9.3386,10.3326,4.11596,4.22147,6.775930000000002,6.54248,7.956760000000001,9.95012,5.91603,12.2348,3.59775,9.44454,7.84393,6.766560000000001,5.0775,4.88135,5.13975,5.9414099999999985,12.0711,7.2714,5.84905,3.63799,5.02631,8.33385,4.36661,6.53786,6.44057,4.0231900000000005,7.263210000000001,5.25786,7.8929,4.934069999999998,5.47486,5.38306,6.1008,6.12369,4.223319999999998,7.77843,7.40043,9.82341,6.40414,5.09699,4.78727,6.89314,6.354030000000002,12.4644,8.579930000000001,0
8.32242,8.88497,13.1028,9.56768,5.30105,10.5726,6.59565,4.15768,8.372110000000001,9.26469,8.319519999999999,4.85123,6.23836,8.55476,8.09651,7.272760000000001,7.33545,4.6849300000000005,9.79971,8.11057,5.99646,7.668310000000001,4.64042,6.74105,11.7881,6.028580000000002,4.31625,6.48055,6.54004,4.3947,3.9524,6.34892,8.53598,3.8685,11.1682,6.99125,4.9493800000000014,4.83471,3.86132,3.760780000000001,6.57089,7.08248,6.21791,9.95979,7.06019,7.94417,7.44153,4.4090099999999985,4.59556,6.52692,5.87213,9.45724,8.32169,5.56717,12.2609,3.42346,8.13115,7.562310000000001,4.74183,5.4631300000000005,4.04748,5.34125,5.45037,10.8558,7.45419,6.4875099999999986,3.47801,5.49233,7.343260000000001,4.70526,6.9815,7.9919699999999985,5.37212,5.83469,5.01854,8.66958,5.35061,5.75741,5.68481,6.9108,6.05363,4.279719999999998,6.6787800000000015,4.84058,8.59489,5.92391,5.65375,4.6333400000000005,6.96858,5.54369,12.0763,8.30799,0
10.9088,9.28152,13.5629,10.6426,4.87765,10.1255,6.57636,4.9386,8.06317,8.76517,8.621369999999999,6.60887,6.33811,8.081,8.34868,7.58184,8.285919999999999,4.45411,10.1687,9.8262,5.79662,9.41103,3.38772,6.759060000000002,10.1617,4.37069,4.31239,6.350230000000002,5.81056,4.80274,3.73277,5.62812,8.64433,3.74328,9.18223,6.56415,4.86494,3.68586,3.80828,3.20271,7.31885,7.7077399999999985,6.06021,9.3986,6.6155800000000005,9.22215,11.7529,3.82626,4.4793400000000005,6.92195,6.86,8.08543,9.81488,6.7033,11.9764,3.36933,9.29307,7.99103,7.035239999999999,4.89666,4.81623,4.86925,6.71197,12.1449,7.20656,5.44497,3.71176,4.83455,8.3128,3.86156,6.396719999999998,6.69075,4.21677,6.971489999999998,5.04846,8.29914,4.85029,4.83361,5.26786,5.70487,5.82001,4.361269999999998,7.7572199999999984,7.29206,9.8221,6.51944,5.07267,4.64504,6.8141300000000005,6.3021,12.6616,8.87386,0
7.58435,9.0185,13.4855,9.88128,5.50379,10.4425,6.214169999999998,5.21389,7.9779,9.89387,8.36559,5.20751,5.90299,8.44948,8.73048,8.48456,7.83697,4.80761,9.16523,9.90903,4.97876,7.67576,4.93804,6.60332,11.3133,5.27034,4.85086,6.26759,5.90909,4.52105,3.5994,5.3525800000000014,8.50644,3.62895,11.8932,6.52535,5.250769999999998,3.79063,3.99064,3.15287,7.00581,6.4946199999999985,5.62213,8.67225,6.20276,8.01063,10.3533,4.18574,4.12431,6.5777,7.19487,9.30529,8.166,7.7080600000000015,11.7901,3.5452800000000004,8.27709,8.91693,4.87638,5.22277,4.61961,5.62611,6.12939,10.6546,8.64001,5.60657,3.69025,5.11751,7.181210000000001,4.98303,8.02202,8.58473,5.27189,6.26751,5.52309,9.26682,4.88703,5.3067,5.74855,7.0118100000000005,5.4194900000000015,4.1243300000000005,6.71581,4.9637699999999985,8.73615,6.3996,6.0353900000000005,4.64519,7.5057,5.36609,11.2815,8.7187,0
8.655389999999999,8.21481,13.6504,9.91233,5.5689199999999985,9.38232,6.86998,3.79616,8.88739,9.99533,7.9165,5.550669999999998,4.47791,8.708060000000001,9.19506,7.53811,8.0232,3.88435,12.8531,9.46179,4.98115,4.1113800000000005,4.01897,6.58523,9.302,7.734960000000001,4.3170199999999985,7.307060000000001,8.07889,5.14665,3.75105,8.01277,8.04875,6.19411,8.10998,6.35677,5.40475,3.8328,4.00192,3.34485,7.31605,8.05718,7.2488899999999985,8.3825,6.47315,8.89524,10.0759,3.44266,4.66527,6.93562,7.38293,8.84184,9.19535,8.22379,13.7134,3.91884,8.259160000000001,7.95827,5.64326,5.16969,3.90433,4.0018400000000005,7.2960699999999985,12.2283,7.971139999999999,6.04686,3.09817,4.24209,7.2915800000000015,4.2660300000000015,8.61703,7.15932,4.823919999999998,5.63475,4.57313,9.02079,4.63227,4.67191,5.0799,7.5819899999999985,5.66005,3.7609,6.8167399999999985,9.10721,9.1623,6.143669999999998,5.15335,4.74455,7.30115,5.99717,12.9594,8.27121,0
7.22585,8.32231,12.8487,9.75027,4.42678,10.4036,6.715319999999998,5.43154,7.655710000000001,9.78132,8.02397,5.04285,6.7652899999999985,8.44675,8.541319999999999,8.07324,8.01419,5.42773,10.2049,8.24035,5.33575,8.81926,5.15107,6.96333,12.4079,5.6363699999999985,5.14997,5.67984,6.22649,4.85521,3.86923,5.85906,8.741660000000001,3.68638,11.5665,6.52441,5.18512,4.76119,3.96729,3.68962,6.699089999999999,7.502569999999999,6.41365,10.0136,7.2099,7.55575,6.805789999999999,4.24937,4.47273,5.7068900000000005,6.25968,10.5151,8.452069999999999,7.0096300000000005,12.7092,3.78736,8.009139999999999,8.842080000000003,5.20054,5.38574,4.24241,5.06215,5.92281,10.4355,7.884069999999999,6.34874,3.45149,4.8803800000000015,7.9911699999999986,4.64701,6.7713100000000015,8.698,5.60816,8.35953,5.23931,8.93003,5.14064,5.56905,5.81799,6.8447,5.99012,4.21629,6.3759,5.11722,8.16577,6.23382,5.3360699999999985,4.51881,6.75565,5.7926,11.4919,9.64656,0
10.7945,8.40802,13.5252,10.848,3.72408,10.1924,7.90065,3.75966,9.12169,8.71747,9.98662,5.33895,5.81196,6.46448,6.63508,7.95118,7.17015,3.65559,7.83462,8.925189999999997,4.83632,5.61081,3.82677,8.54239,7.46183,4.72941,5.82782,5.62589,5.9633400000000005,4.7462,3.995530000000001,4.47897,7.875560000000001,3.4285400000000004,6.66403,6.6289,6.30235,4.15672,4.02871,3.79069,6.75938,6.97796,5.7773400000000015,10.0362,6.454269999999998,9.09844,4.58247,4.99983,4.83699,7.6329699999999985,4.08551,8.51578,7.88725,3.96119,4.77071,3.83236,8.53815,7.7307,5.7135,5.5470000000000015,4.65739,4.81541,5.66286,11.9345,7.727519999999998,7.247330000000002,4.02081,5.12871,8.55833,4.387569999999998,5.97365,6.59557,6.6219,6.3244,8.47748,8.2895,5.93076,5.5294,4.62634,7.4314399999999985,6.19016,4.00976,7.71742,3.4308300000000003,10.897,7.191,5.02198,5.01003,6.47251,5.1589800000000015,12.2368,8.154160000000001,0
10.43,8.5366,13.4404,10.2339,5.13998,9.96369,7.39405,7.244280000000002,9.62593,10.2318,8.44945,5.5121400000000005,6.62674,8.12302,8.450660000000001,7.524710000000002,7.421189999999998,3.98902,7.4211,9.70146,5.725619999999998,8.808769999999997,4.60061,8.58157,9.70966,4.67787,4.9858400000000005,6.655189999999998,6.06306,4.98174,3.66409,4.6402,8.917489999999997,3.06088,11.6699,5.84393,5.51126,3.68274,4.09889,3.02875,8.33723,7.08838,5.88391,10.2415,6.977810000000002,9.66827,7.69101,3.94738,4.16924,7.459230000000002,7.12033,8.81742,9.17727,7.48078,9.86531,3.3463,9.0664,7.59179,6.53335,5.55507,6.33478,5.0823800000000015,5.90134,11.614,8.44022,6.81458,3.8267,5.09879,9.52745,5.4638800000000005,7.5165,8.589360000000001,6.22565,6.18519,5.4233400000000005,8.4632,4.86471,5.38553,4.79994,7.941839999999999,6.17915,3.95594,7.941439999999999,5.76389,10.2249,7.01077,5.64036,5.6040199999999984,7.61966,7.05015,12.3063,9.13367,0
9.37144,9.12734,13.6573,10.1939,6.15833,10.1174,6.7741,4.1494800000000005,8.22917,10.5293,7.91328,5.10026,5.34806,8.76171,9.23527,8.610289999999999,8.61854,4.67475,11.939,9.5403,5.37452,6.608739999999999,3.89831,7.08736,10.7462,6.5231900000000005,4.03136,6.37579,7.107360000000001,4.3006199999999986,3.46737,7.437489999999999,7.657660000000001,4.34004,10.6308,6.1512,4.91601,3.37041,3.75075,3.31677,7.85146,7.544460000000001,7.32671,8.11898,6.65354,9.00569,9.58998,4.02809,4.5146,6.10545,7.59664,8.32119,8.638060000000001,8.68022,13.3145,3.31231,8.07852,7.611389999999999,5.15607,5.13416,5.01548,5.20711,6.7591100000000015,11.7401,8.16277,5.36618,3.30379,4.49713,7.51272,4.828869999999998,8.9554,8.41414,4.3966400000000005,5.6702900000000005,4.31776,9.10897,4.42813,4.76231,5.93745,7.598510000000001,5.78646,3.83992,6.7779300000000005,7.92197,9.19843,6.34828,4.74324,5.209969999999998,7.33979,5.58587,12.5678,9.32608,0
8.38765,9.00584,13.5096,9.79552,5.1370000000000005,9.70742,6.72394,3.76704,7.13064,9.81688,7.944210000000001,6.0322,4.11648,8.98241,8.72669,7.12352,8.28885,3.95046,12.6293,10.1846,4.56986,4.36284,4.22042,5.278569999999998,9.10824,7.64332,4.0400800000000014,6.74725,7.521910000000001,5.26335,3.69912,8.07041,7.59227,6.4974300000000005,8.42581,7.0635,5.5168800000000005,3.28796,4.18904,3.39321,7.78737,7.94775,7.3330899999999986,6.87573,5.572030000000002,8.925989999999997,10.806,3.37526,4.96224,6.896539999999999,6.65488,5.94374,9.96056,6.5987100000000005,13.7939,3.29316,9.06166,8.30513,4.63327,5.03264,3.68616,5.48412,6.85647,11.9061,7.60053,5.2627,3.5045800000000003,4.16739,7.404439999999999,4.66418,7.9279199999999985,6.82866,4.71469,5.8122,4.81888,9.23246,4.94936,4.72462,5.05987,7.00275,5.27572,3.96277,6.46841,7.97628,8.609860000000001,6.18001,5.21054,4.172630000000002,6.574960000000001,5.3590300000000015,12.9143,8.54608,1
8.00877,9.05852,13.4526,9.53382,5.64851,10.5233,6.5754800000000015,6.31494,8.89012,9.79984,8.04454,4.93318,5.2897,8.967130000000003,8.3498,7.63651,7.87264,4.4966800000000005,8.77057,9.55173,5.02949,6.69724,4.38822,6.50902,11.2025,4.91837,4.76755,6.79747,5.82227,4.16746,3.841380000000001,4.95855,8.79348,3.63984,9.39587,6.54603,5.6493400000000005,4.33075,4.05288,3.62452,7.06242,7.0758,5.39048,9.54599,6.67942,8.64792,10.4718,3.98245,4.12682,6.82647,7.242739999999999,9.42308,8.35851,8.22654,11.3506,3.44231,8.35856,8.16596,4.8133300000000006,5.13512,4.76138,5.34143,5.688280000000002,11.5461,8.65837,5.91836,3.35756,5.0467,6.71524,4.72051,7.61348,8.89573,5.40081,5.43634,4.96404,9.09414,5.16359,5.397869999999998,5.7962,7.14257,5.88518,4.4554300000000016,6.5163,4.4374,9.90152,6.62533,5.76468,5.2340300000000015,7.47669,5.99741,12.5047,8.350430000000001,0
10.456,9.23384,13.8092,10.0777,5.99897,10.1325,6.97337,3.89907,9.41517,10.242,8.035169999999999,5.33816,7.13126,8.81633,9.48045,7.998989999999999,8.55425,5.05307,9.7549,9.81221,5.97624,4.40644,4.09364,6.84845,11.0992,5.72624,5.33326,6.96562,5.84565,4.5979199999999985,3.53876,5.98912,8.49668,4.0155699999999985,11.3014,6.61713,5.18615,3.76126,4.0656300000000005,3.10628,7.72083,6.73792,6.42438,9.7976,6.62574,8.27931,8.70041,4.10935,4.54179,7.09488,7.3209,7.80041,8.015039999999999,7.13852,13.155,3.3091800000000005,8.16889,8.47075,6.11165,5.24852,4.55704,5.1552,6.79222,11.5737,8.054310000000001,5.95095,3.4153,5.0300400000000005,7.34961,4.66458,8.32065,7.019139999999998,4.97556,6.22717,4.97556,9.09769,4.67455,5.21002,5.89965,7.364539999999999,6.18074,3.91993,8.14118,6.2273,9.46536,6.08256,5.3072300000000014,5.104,7.73416,5.73908,12.4936,9.06406,0
8.0764634092377,9.51218469514357,13.4925204340238,10.1582298660812,9.94709349100236,10.5814756120327,7.90615738227823,9.26602384571297,7.35488300686468,9.621724611994152,8.58412895193719,5.05439267408315,6.362151476925371,8.72928465080174,8.38637908708685,8.06324839431815,8.077782435235589,6.528832164243269,7.83423589614546,10.334444469604401,6.0455692722918615,5.20398554457576,4.2479559499166815,7.08118892710823,9.191945171863619,5.63010514796291,4.37798431563819,5.74851986185397,6.7662324091521,5.07265565930958,4.4461840242425,5.747030769388268,11.486495263500302,4.25222359888561,9.93138550474491,6.9286905088931,6.031765398250982,5.41294143351988,4.8762893227915,4.2954278959272,8.693662542666768,6.73458727813167,5.4161191792779695,8.08255832772978,6.56703441872234,9.3068950811705,9.51404101625927,6.602041032306019,5.20681085336448,8.346238638104191,6.98824916048343,7.4426426301448,8.87609639186961,10.981403517944699,10.488142733920801,3.7190354775093697,9.97995597144607,9.06086438187484,8.451139244952461,5.8226860104371,7.37426544312618,6.49723950170884,7.29453257999196,11.234423175611699,8.71939880476656,7.07513681540966,4.46241351822343,5.81780105682569,8.50328072753559,6.460848642880928,6.8003947468457495,6.49778184747929,5.5542309587271,7.1894371342816,5.300789793071731,5.422595059375071,3.7031197621675496,5.63890796352375,5.66892345085166,7.9347095452084995,6.734875594095991,4.12135306269836,8.49605251763706,4.618470411712651,9.20165417232395,7.12236082943047,8.158881931178339,8.06731430215786,7.43980002930526,6.00012646402783,10.959184706822601,8.96518661368641,0
11.3868,8.77404,13.4075,10.5206,4.72072,9.97421,7.2120000000000015,4.44153,8.92671,10.3794,8.27693,4.63921,7.010910000000001,8.00554,8.45721,7.80272,8.10533,4.7757,9.75741,9.11945,6.54724,10.5305,4.94353,8.21086,9.85262,4.77723,4.48042,7.70032,6.28496,5.58723,5.1662300000000005,5.84501,7.8742899999999985,3.57643,12.3596,6.26667,5.00895,3.98734,3.92579,3.1052,7.7717100000000015,6.92352,5.9876,9.96698,6.76122,9.05794,9.21364,3.81391,4.24789,6.18476,6.3399800000000015,7.73957,9.32989,4.35977,12.4271,3.3373699999999995,8.0087,7.983689999999998,6.6669100000000014,5.18998,4.100619999999998,5.8806699999999985,6.01018,11.4211,7.81535,6.45317,3.6922,5.0657,9.46775,5.84161,6.48102,5.3708300000000015,6.6791100000000005,6.48647,5.04625,8.88163,5.0522,5.21053,4.71156,7.46345,5.7306599999999985,4.36042,7.65493,6.92207,9.98718,7.40673,4.8752900000000015,3.81391,6.44162,6.06186,12.498,8.834710000000003,0
8.98202,8.5708,13.3818,9.7122,5.90526,10.3899,6.31456,6.34199,9.53606,9.63421,8.47077,5.02299,5.25283,8.32077,8.45689,7.84888,8.06776,6.6105,7.5068,8.47083,5.52853,7.89916,4.81331,6.73085,11.9958,4.68921,4.69268,6.97394,5.78785,5.20836,3.24722,4.7034699999999985,8.64536,3.35074,9.52891,6.40629,5.82547,4.05158,3.98836,3.1813700000000003,7.149939999999999,7.54813,5.7911,10.6431,6.53466,8.40323,8.33807,4.1732,4.36828,7.2216,7.21184,10.0234,8.34876,8.10998,10.8151,3.78082,7.95558,7.1283,5.1902599999999985,5.63561,5.33448,5.25536,6.1044800000000015,11.0065,8.23825,5.84394,3.26057,5.22135,7.215839999999999,4.4069,7.9843899999999985,9.16191,5.0983800000000015,5.59959,5.2390300000000005,9.44673,5.07158,5.33113,5.74375,7.367610000000001,5.68257,4.58404,6.95865,4.88743,9.70594,5.98285,5.2609,5.58558,6.90919,6.37876,11.7925,8.75217,0
10.1423,9.94933,13.8298,10.1229,5.1992400000000005,10.094,6.83764,3.32459,8.914489999999997,9.83555,8.17966,5.66891,6.09469,8.725719999999999,9.27573,7.971210000000001,8.28223,4.62911,10.2084,10.4541,6.03055,4.6226,3.92147,5.6786699999999986,11.0889,5.51117,5.56755,6.94793,5.63057,5.84516,3.39671,5.90865,8.35388,3.52966,11.1708,6.6711800000000006,4.24901,4.08933,4.03136,3.19371,7.72354,7.16705,5.52839,9.28619,6.04761,7.72992,10.4689,4.51725,5.0915599999999985,6.70481,6.69607,7.31825,8.643360000000001,5.93476,13.2486,3.31205,8.636439999999999,8.23826,5.6463800000000015,5.59137,3.88902,4.91521,7.161010000000001,11.7675,7.7175699999999985,5.3873,3.61189,5.2305199999999985,7.49476,4.50108,7.567819999999998,6.11735,5.04664,6.5357699999999985,4.30845,8.52467,4.70469,5.19989,4.79413,6.91257,6.06246,4.16063,7.81849,6.34325,9.29821,6.24876,5.63269,4.7491900000000005,7.80315,5.7064,12.7081,9.12238,0
