STMN1,SDCBP,CST3,SOX4,TGFBI,TSPAN7,S100A13,LYN,DBN1,CD93,SIRPA,SMARCD1,SSBP2,MPO,P2RX4,JADE3,BCHE,CTSG,EREG,ADAM28,NPY,RHAG,PF4,APMAP,CCR2,MMP8,NAALADL1,S100A11P1,PSMA6,THY1,SLC1A5,CES1P1,SPP1,SEC31B,GABPAP,IRX5,DNTT,ATP6V0A1,ZNF423,TRAF3IP2,ABCC6,ADA,ENAH,LPAR6,DPPA4,CD244,ARPP21,VRTN,ASTE1,SEMA4C,target
7.36864657072327,10.7754899628615,11.1609838355675,7.9724305360556,10.5953684686628,5.88290533332144,6.78139001823996,8.99115132620755,6.31600849635962,9.71066904075594,8.14550775159091,7.16923602933969,7.01220940442424,5.86613595158501,8.09366218250391,4.92434605058597,3.94055753905107,6.54616686028225,4.02935121023913,6.93848205496908,5.74942099978793,3.89922549464676,11.7261325378882,9.76296078008962,9.50349358697648,5.4999103812338,6.18263077999847,9.24234504985685,9.93301552306276,6.51152618764731,7.8367845955009,6.7862094147124,4.45000746145971,7.77818964182091,5.82724229127924,4.93941766811681,5.49730658634794,8.57932725209129,5.01420347736418,8.24109971280642,6.22804402604254,7.95693971574391,4.59992390604655,8.05126246792051,4.28923598958951,8.6010828995792,4.36099991871991,6.48091865586882,7.46352206418625,8.10789377348965,0
9.37722,7.8506,5.4415,11.7436,6.35246,9.04086,9.22396,5.63561,9.24176,6.51576,6.12843,7.25211,9.36917,8.81987,7.5695,7.06674,2.73287,4.98426,3.52538,4.43225,11.9757,6.7992,5.45335,7.71484,4.62084,3.97514,5.05327,5.94946,13.027,6.1623,7.48023,4.75229,5.37891,7.72806,7.22331,4.29112,13.5806,6.48007,8.67916,9.0655,4.80523,11.2518,6.557,10.4559,3.84759,5.05312,4.95845,6.14401,5.78538,5.44655,1
8.05276,11.1993,5.0371,12.46,6.30853,8.19731,5.22086,6.67842,7.51633,6.51938,5.52516,6.85168,7.05958,5.70147,6.18401,6.08822,2.93699,6.49384,4.53779,5.32131,5.34444,3.94467,5.5893,7.17772,4.33456,3.97924,4.83922,6.2106,11.4833,5.74342,5.06027,5.14774,3.88919,7.04151,7.01652,5.27537,6.02368,7.95961,4.30343,7.86079,5.13583,9.86772,6.20768,9.77317,3.65083,6.81372,7.97659,6.9489,5.59378,6.24246,1
9.25943,9.49666,6.15471,13.0234,5.18814,4.47275,9.10885,7.25259,10.0647,5.13508,5.38843,8.31923,10.5954,5.35008,7.0041,6.57268,3.27537,7.49506,4.06282,4.31516,6.8989,5.92059,7.1747,7.3738,4.40298,8.31041,4.78695,6.23657,12.3045,5.36881,6.61941,5.45374,4.09854,7.15036,7.78933,4.67245,12.5683,7.06649,10.763,9.16812,4.30503,11.1485,8.44419,8.96822,3.32758,5.6157,10.5103,6.38996,5.45234,10.3046,1
9.78115,8.47532,5.94984,11.933,5.86499,3.83996,8.2468,8.49572,9.41337,5.79473,4.47281,8.65287,10.6538,6.79098,5.81419,8.9145,2.93216,6.6451,3.7677,4.42286,10.8107,3.9258,5.61763,10.1293,4.0048,7.58813,4.42185,5.35368,12.4297,5.62376,6.44933,5.93962,6.34606,9.38575,7.10034,4.95198,13.4431,6.10374,7.31757,10.2414,3.71597,11.5221,7.29481,9.67262,3.66627,4.92113,9.05623,6.92228,4.95856,7.56069,1
8.16951331812963,10.4777006745068,10.2809375624641,8.24187201699617,10.6622455994339,5.35195870452269,6.79185199508951,9.02629805407447,5.65689855800327,9.93901610856795,8.39211517156415,6.33997350985453,7.60023784635895,5.66816414336338,8.07778243523559,4.56804140696932,3.89499334310347,6.81184700668205,3.95560841437279,7.31581443083861,5.198376409049,3.69929456086045,10.4845096966295,9.44913282183722,10.269642451921,5.09419657157338,6.25525860206284,8.29682404902137,10.898506978511,6.33740485279559,7.63772543352069,8.09325304283449,4.65413777014586,7.6224600288763,5.55588222445859,4.70572962283229,5.24262091838776,8.78161672382484,4.8363447605123,8.62885460678267,5.60325090145116,8.34483006636034,4.88308763728669,8.51889018385712,4.43035803135682,8.69400345733399,4.18233069421143,6.7020145489545,8.06029166983556,8.37486479608775,0
8.49748,10.0458,9.42947,11.8804,8.49677,7.67972,10.0836,9.78155,8.83783,7.22753,7.59407,8.00891,10.6991,9.95863,8.22307,6.76825,2.99716,12.1225,4.23606,5.63468,4.88647,3.17392,6.11638,10.1621,4.01583,10.9852,5.81842,8.56128,12.4648,5.75107,6.18953,5.3343,4.83466,7.3668,5.98426,4.14845,12.8207,6.63699,9.57265,9.90581,4.97988,9.92687,6.28252,11.4839,3.27124,6.94104,4.21291,6.36428,5.9987,6.30786,1
7.67663,10.7012,10.1275,11.9704,9.32593,4.03886,8.12301,10.5503,7.21818,7.65612,8.80185,8.04458,7.94197,9.80009,7.93882,4.54217,2.79337,10.6661,9.51178,7.84131,5.33994,5.73013,8.9655,10.4249,3.80456,11.4518,5.48037,9.98176,11.2939,5.68398,7.02654,8.18536,6.20605,7.99959,6.54541,5.5107,8.82039,7.84356,6.01281,8.37828,4.61206,9.59593,5.50335,6.69251,3.12791,5.07172,4.17292,6.34809,7.27021,7.68934,1
7.74695,9.82296,8.3547,11.9093,5.35422,6.78351,8.65469,9.00437,6.37969,6.66968,5.88362,7.93295,9.98993,5.65834,7.6788,7.53327,3.05114,6.69392,8.7829,4.75328,6.09237,3.61255,5.98031,9.34476,3.41038,6.7068,5.24936,5.8986,11.85,5.77053,8.25706,5.1553,4.24109,7.92466,7.25142,10.0636,4.79983,6.48356,4.53041,9.25314,3.59701,8.58579,3.69975,8.76828,3.35885,4.78212,5.24396,6.6621,6.76849,6.32163,1
9.04698,6.99395,6.42337,11.7912,6.45194,8.33987,9.85582,6.84659,8.91531,4.51657,6.86066,7.99035,10.7082,6.91458,7.25536,5.88451,2.78095,8.53462,4.21132,5.19752,6.24293,3.61715,6.25315,8.3651,3.54348,6.65516,6.0808,6.05489,12.6425,6.83522,6.95376,5.26116,4.38926,7.62886,5.64252,4.98797,13.231,6.299,9.14305,9.67026,4.38044,11.0363,3.99761,11.4522,3.34133,5.40308,9.46771,6.65752,5.4907,5.11664,1
6.48258,11.8968,10.5062,5.99585,10.6499,4.40198,6.20103,10.1205,6.54303,10.0712,8.59288,7.31214,7.27551,5.89785,8.08355,3.98312,3.0502,5.37185,3.58722,6.95731,4.72422,3.49053,10.3957,9.71155,9.25754,4.72395,4.95926,10.3724,9.07386,5.44896,7.2747,6.69777,4.33946,7.13754,5.67295,3.86261,4.74601,8.48567,3.78665,7.15775,5.24196,8.49543,3.93507,8.07961,3.03565,7.30299,4.50029,6.35852,7.28302,7.61678,0
10.4348,10.3413,6.95345,11.8093,5.85916,9.09519,5.70825,4.67418,8.40194,6.60581,5.72117,8.41945,8.40842,5.78123,7.16837,6.28503,2.96544,6.19704,5.65373,4.35982,5.01208,3.75131,7.00586,7.46334,4.13674,4.04606,4.42142,6.84422,12.0085,5.94693,6.75542,5.87743,4.28553,7.3691,5.30629,7.3803,10.0672,6.32051,9.55191,9.06322,4.7446,11.9104,3.94463,10.0882,3.8525,6.68046,6.84692,6.811,5.99598,6.58076,1
11.6615,11.1217,7.99352,12.5914,6.64856,9.7748,6.22755,7.34348,9.55665,7.93779,5.16358,7.94684,10.3067,7.65894,7.81571,7.97234,7.06327,7.65681,7.71641,5.37004,4.1662,5.82204,5.91156,8.92971,3.83155,7.2313,4.60978,7.10089,13.0961,5.1569,7.078,5.63804,4.21011,7.32735,7.52284,7.40695,12.1804,6.99489,10.9945,8.43998,4.04936,12.088,6.60042,10.832,3.43784,7.8756,8.84704,5.78267,6.98958,6.72096,1
10.4056,10.7297,7.70256,12.2217,6.90288,9.14051,6.39232,9.03759,8.93822,7.87436,7.30174,8.08791,9.45511,10.1985,6.50172,6.77183,2.93984,12.1602,7.89143,5.60011,5.25946,7.70993,8.742,9.58129,3.41755,11.7748,4.76968,8.60421,12.8511,5.19362,6.28332,6.20581,4.81753,7.2683,7.02106,8.26362,12.5632,7.92677,8.95509,7.94178,4.6827,12.6298,6.58558,10.7752,3.89522,6.00957,7.94394,6.0197,6.44993,6.1595,1
7.41349,8.07161,5.08094,10.4409,5.55865,6.12404,7.27115,5.4308,6.90627,4.51766,5.02648,7.01091,9.774,9.26392,6.67664,5.05758,3.105,5.60093,5.19859,4.70377,9.57386,7.34267,5.35225,6.37732,4.59939,5.0079,5.31993,5.92853,11.866,6.49377,5.21871,5.00417,4.40809,7.22808,6.69737,3.9998,12.8371,6.9396,5.90692,8.28288,4.872,10.5947,5.89346,8.98986,3.923,5.4478,4.98465,6.4188,5.45466,5.43155,1
6.17638,11.4974,10.8289,7.31832,10.9586,4.34273,5.79783,10.184,6.47701,9.95096,8.36716,6.77337,8.11885,4.50521,8.22452,4.3193,2.9084,5.99915,3.69781,7.88971,4.64467,3.53963,12.4792,9.59248,10.3719,4.50706,5.81894,9.4204,11.5725,5.52814,6.78261,7.92628,3.35477,7.4876,6.33573,4.07536,5.13164,8.19511,3.86177,7.64432,4.76337,8.73542,3.66432,11.0691,3.6979,8.8041,4.36622,6.20605,7.47836,7.92739,0
10.635,9.92057,7.54386,10.6007,5.3839,4.62626,6.77266,10.1688,7.48629,5.15654,5.88704,7.1647,8.22962,10.311,6.39771,6.95671,2.77085,9.86151,8.80035,5.07561,4.57887,6.59704,7.21242,9.07256,3.4622,4.85848,5.33433,5.26738,11.4683,5.56299,6.26353,4.91725,4.21934,5.36881,4.74246,4.52899,10.6269,7.62758,3.61602,7.73631,3.91666,9.4509,5.60927,4.73208,5.48258,6.8025,4.41393,5.81479,7.2297,9.06866,0
7.23640119317889,12.2123266705777,10.6154552892862,6.23070997767756,9.88238260981125,6.56075082571699,6.51280013103215,10.9474832866846,7.15520052986182,10.708802214914,9.87865155324548,7.06812965942184,6.36113626272056,5.7312605372697,7.56958859438701,4.97982420836871,4.60693922061252,7.29637308457146,4.32062571372656,6.67936403197391,6.02197877563294,4.7108947795031,11.1023063743465,10.5198339415652,8.63138062798169,6.4328491344213,5.36207521408214,10.6814988778309,9.31112205105079,6.5669254653622,7.28001538258448,7.20877401411459,5.10027379509553,7.69359149336415,5.58588505637329,5.23069307626167,5.1988146825286,9.17830196031207,5.5925625043148,7.87728553544312,6.54254296569913,6.44786743375835,5.23071412398801,7.64313701067979,4.58142387322872,7.75293182946677,5.21146718705756,6.29171467980252,6.92369147906739,7.56461272195977,0
9.57822,10.4637,8.62846,11.4078,7.14601,5.78696,7.27073,10.1475,7.50931,7.77772,5.37941,7.75497,9.34586,7.23094,8.44028,6.05427,2.96325,5.45629,3.99685,7.32228,11.0644,3.91513,7.88571,8.41584,3.98853,4.06492,5.01481,6.70067,12.2862,5.73318,7.31429,5.32378,4.67866,7.58841,6.85232,4.53321,11.0745,7.10674,4.9897,10.0051,4.2628,10.9789,4.94984,9.82295,3.23884,5.55169,5.29307,6.60741,6.19552,7.00222,1
9.77751,9.57311,10.7952,11.9034,5.9527,4.14223,8.04608,11.0691,9.77154,4.96333,5.29085,8.11567,10.8632,4.89451,7.54638,5.47994,3.05668,4.98756,3.22364,6.11461,6.1674,3.07979,4.85873,8.81474,5.28157,3.86067,4.57194,8.57583,12.2015,5.73439,6.98787,6.69922,4.02744,7.38492,6.14252,3.95147,4.58759,6.11677,3.85905,7.72933,3.85539,10.5495,6.9535,5.5421,3.10046,4.74658,7.38836,5.90824,7.18542,6.83777,1
9.15339,8.7929,7.23374,11.7138,4.84959,10.0271,10.5111,8.60688,6.69605,6.79701,6.67925,7.81368,10.8988,6.12853,6.98435,7.59106,2.83071,5.3438,2.99152,4.07495,9.24927,3.04167,5.85731,8.43771,6.26772,3.95088,4.57584,6.41707,12.5103,5.85344,5.73179,5.34902,4.09719,8.39132,5.46726,4.3982,13.5535,5.97194,8.95177,9.76433,4.41105,10.5719,6.15015,11.6401,3.19527,5.90151,5.35394,6.04477,6.47723,5.6707,1
9.11171,9.59257,9.92594,9.13749,9.17266,4.15551,6.44832,10.0708,6.78947,8.85614,8.32945,7.67039,8.06543,12.0001,7.36841,5.15739,3.10289,13.4162,6.66761,5.42983,4.7001,8.73802,10.0059,10.9826,8.3127,11.7229,5.43403,9.94432,11.7877,5.75059,6.72215,8.15175,4.86786,6.91638,4.95296,4.26829,9.21902,8.6877,4.00832,7.74594,5.13786,9.89503,3.81792,7.10399,4.61547,7.51879,4.52868,6.36192,7.461,7.87416,0
9.56141,10.1658,8.92421,12.1779,6.56773,8.46356,7.03526,7.74891,7.39285,4.44466,6.83733,8.84438,8.14102,7.33784,7.91339,4.71951,2.66593,8.66151,6.20756,6.16349,5.0021,3.10729,6.42469,8.83482,3.45697,9.78996,5.27307,7.44672,12.1622,6.02539,7.13253,6.38729,4.56137,9.38241,6.85732,7.0335,11.5444,6.61664,11.2523,10.2143,4.78606,11.7073,3.67876,9.20988,3.24861,5.91846,6.26804,6.70812,6.40384,6.10204,1
9.13414,10.8638,11.1132,9.68474,10.7572,4.37482,6.78536,10.5859,6.76561,10.4696,9.39562,7.49076,8.1057,13.106,7.72345,5.65173,2.78952,13.2742,8.90309,6.67822,5.05607,9.12946,11.0147,11.6952,8.79935,12.6525,6.35478,10.2072,11.8173,5.62333,7.48139,6.96304,4.00014,7.19155,5.18638,4.01389,9.64331,8.20323,4.05235,7.60163,4.79577,9.24177,3.67923,7.67312,5.53196,8.30679,4.10883,6.7143,6.99396,7.36194,0
6.16126,12.5636,9.38839,5.80016,10.1958,4.34897,5.72097,11.1778,6.49635,10.2383,9.51982,6.78053,6.66891,6.00104,7.88201,4.1113,3.02076,5.80016,3.71614,6.79296,4.29323,3.36554,11.2274,10.6778,9.28352,3.97023,4.86558,10.828,9.04864,6.51304,6.43138,6.10681,4.81698,7.21955,4.50988,4.63885,4.49207,8.75841,4.09962,7.06012,4.9629,8.07197,3.91651,7.29909,3.55732,7.45741,4.61331,6.39748,7.17497,7.48308,0
9.02461554461887,9.18887061096042,6.71953310353484,11.5022149391579,6.76744115419552,9.18102033109058,8.18598213182959,7.99715841705314,7.63308030838318,7.98793319524515,7.19124578874345,7.51403880994802,8.97556791536149,5.81940406372916,7.13918081307623,5.80485472116133,4.52422346093541,6.79307952831982,4.16857992315989,5.21241961924619,10.2450652135894,6.11864877721283,7.38573442153988,9.02072097562112,7.91506477739699,5.77888139290157,5.15140578400191,7.19403051063815,11.9245669085151,6.42726833721093,7.86039659463603,6.17297842299112,4.98253301765545,8.29294174842416,6.79606131461023,5.46719791384341,11.9763849978527,8.07893002606778,8.12739419543113,9.86025720676795,6.31544174407307,9.29689830722956,6.26064282345186,7.51630390629309,4.53426255895216,7.02311373809685,4.87357422692827,6.28924415134905,6.89665763566022,6.97520680553011,1
7.2523,12.0612,10.7639,9.277,11.8292,4.22359,6.57904,11.0701,6.41156,11.0357,9.36067,6.73713,8.39348,5.43353,8.36743,4.33565,2.82887,6.11122,5.42114,6.79272,4.76952,2.89201,11.4176,9.55286,10.4361,4.10108,5.26089,8.93809,11.8185,5.4815,5.85491,9.59415,3.54606,5.33053,6.40721,3.74365,5.85515,7.3947,3.91123,7.84852,4.10895,8.36615,3.62306,10.5238,3.39082,9.41422,4.17154,6.19975,7.40254,7.26279,0
10.3862,9.42452,4.73684,9.46799,6.63663,7.88911,6.17897,9.58511,7.83753,7.55653,6.0026,7.78575,10.2809,5.16299,5.46039,9.06727,2.78697,6.17359,5.19441,6.54932,8.7745,5.35067,6.10279,9.75788,4.83862,6.88777,4.33703,4.86497,12.0544,5.79511,5.3935,5.85928,4.27176,7.96705,8.00294,4.40171,12.9941,7.20454,8.80084,8.46611,4.37941,10.2049,7.40851,10.912,3.31953,5.82523,8.86817,6.32509,5.21157,8.24201,1
6.93958,11.8664,11.8234,8.75386,11.8955,4.06355,6.44231,11.0537,6.07895,11.1166,9.2974,7.12993,8.11134,5.69051,8.28201,4.65104,2.88843,5.74333,5.24822,7.23876,4.63046,2.94908,11.0763,9.96957,10.535,4.70752,5.91572,10.2831,11.4674,5.29368,7.14024,9.06581,4.11955,6.53411,5.6137,3.94766,4.97305,7.61699,3.75006,7.91629,4.75039,8.89623,4.14969,10.58,3.51363,9.35594,3.89372,6.17362,7.90438,7.66432,0
8.55006077424166,9.55342434662011,4.79464056972601,11.2895461606786,6.8050840887419,6.61751460380156,7.96039735887107,7.69986715569622,7.6899333684003,6.90493276955491,6.11661271025889,7.43554359298346,7.5515978604899,6.57902726446456,7.65386025958234,4.9802280918209,4.3978148934115,7.01463325633251,4.25794855954712,5.66217865326402,10.5784618900319,4.67219544170685,7.66548843017727,7.22301841741397,5.87792214587841,5.53047878818381,5.4690762725892,7.33232161509239,11.1751878874154,6.72865578424545,8.1149760357377,6.20313925846968,4.49512499254837,7.79602493177505,6.07104513850671,5.05704761016454,9.66277420235536,8.38231817212903,6.50736576241945,9.52520303261941,6.01950003147997,9.16379694079644,4.83088590376451,7.49564488905382,4.59160811832445,6.45240079451645,5.34609656215504,7.09848615555951,6.47434580559715,7.01631895370137,1
9.50727,9.87453,10.0001,10.5212,8.81424,4.89864,6.68055,9.62364,6.58921,5.80268,7.0845,8.28111,6.60495,7.76979,7.65512,6.12465,3.59702,6.66396,8.19155,9.16653,6.9703,3.62503,6.5466,8.51478,3.8133,4.94614,5.34611,7.78906,11.8443,6.30485,7.23868,7.5453,4.21846,7.88086,5.63537,6.52867,8.49279,7.16741,3.75366,7.27683,5.32605,11.6898,4.14959,5.25504,3.44375,6.41914,4.78936,7.06425,6.88765,6.52699,1
10.5648,9.24894,4.67947,12.5232,4.15594,3.87989,7.45696,9.10844,8.33266,4.60902,5.22194,7.21865,11.275,4.49111,6.07473,8.35398,2.95146,5.03013,3.90042,4.37951,4.85884,3.66545,4.97912,6.88033,4.17541,4.10621,4.42583,5.56649,12.9145,5.48806,5.68023,5.42183,5.24865,7.31012,7.51761,5.70493,11.7342,6.22652,7.71742,8.979,4.08971,10.3399,8.22947,10.9646,3.22009,5.00964,9.6694,5.98666,5.96552,7.1323,1
10.1487,8.93804,5.69936,10.9046,4.97948,7.16442,7.39507,7.7822,8.20119,6.37112,5.52409,7.36509,10.4456,4.86699,5.71163,7.17338,3.25947,5.25557,4.43193,5.34391,9.70331,6.05108,5.45799,7.80939,4.70342,4.25149,5.34176,6.29104,12.1087,5.60879,5.53479,4.89273,4.96456,7.82988,6.97162,4.35293,13.2031,7.19743,9.09385,9.95144,4.54509,10.1594,7.04254,9.65021,4.22633,5.36148,9.79163,6.14591,5.95672,5.4344,1
9.50303,10.7972,8.67866,9.48726,6.93158,7.51964,7.82402,9.55784,8.19592,9.49806,8.76616,7.68291,8.4603,12.0637,7.81264,5.33944,2.92483,12.535,4.25109,7.34764,9.13949,7.55333,7.07553,11.2395,7.81264,12.181,5.83669,9.3633,11.616,4.96878,7.00083,8.69328,4.73825,6.85539,6.32039,4.37528,11.31,7.4871,7.87044,9.05984,4.70298,9.26618,5.93534,9.34722,4.80355,6.22956,5.53995,4.74515,6.71853,7.2487,1
9.41791,10.4217,10.9518,11.5115,8.52451,8.57929,7.80395,9.0655,6.56898,5.58755,5.60441,7.78516,10.0657,10.4152,7.6383,5.61673,3.33556,9.50565,3.83209,5.41722,4.83212,9.96821,7.25373,9.18617,5.44097,5.29256,4.87181,7.84058,12.3315,6.3069,7.87309,4.93161,4.66834,7.68385,5.54066,4.79766,12.991,7.66457,6.59672,9.3299,4.50495,9.95001,5.27441,10.4059,3.25498,7.40489,4.11622,7.05985,5.91225,5.93828,1
6.58103,6.20089,5.19344,11.3394,5.55143,6.0526,8.66323,3.70215,7.05656,5.34355,5.96981,6.07246,6.87515,5.59982,6.49085,5.32327,2.94763,6.18478,4.78741,4.17128,10.2465,4.5058,5.77005,5.48177,5.07375,4.1831,4.73378,7.10817,11.4534,7.23576,6.95676,5.62317,4.98813,7.08899,7.53966,4.82914,12.4669,8.00363,4.96376,8.10947,4.07227,8.68922,5.49521,8.68217,3.67993,5.78895,7.11433,7.73796,5.58005,6.22905,1
8.34029,11.7804,9.31212,8.5666,10.344,3.78996,6.70523,11.2698,5.89477,10.7186,9.56707,6.89513,8.26519,4.36566,6.61189,6.78353,3.01329,4.8982,7.11122,9.31495,4.29895,3.19746,9.5759,9.59066,9.2698,4.8697,6.30437,8.00857,10.9302,5.06573,4.56475,8.39508,3.51861,7.67858,6.23143,3.55723,5.66368,7.00452,4.65672,7.42112,4.69013,7.7032,5.99576,9.36266,4.99337,8.66058,4.80866,5.93335,7.36341,6.78564,0
8.53459,7.24831,8.40311,10.9844,6.88098,4.47581,7.13762,5.465,7.63152,4.40881,5.88741,6.94452,8.23303,5.4504,6.04914,4.19148,3.67856,6.02433,4.13348,4.73777,7.07474,3.48759,4.88913,6.18284,4.45853,4.69387,5.26584,6.36116,11.5711,7.1407,6.87822,5.94827,4.61969,7.36003,6.70279,4.50445,4.90407,7.76321,4.24614,5.72587,4.15271,10.9754,4.44079,6.70685,3.82362,6.04719,9.27108,6.98268,6.01692,7.20696,1
