HSP90B1,MARCKSL1,RPL10P9,HADHB,RAB6A,MGAT1,CDIPT,SGTA,CTSC,NASP,SPEN,IER2,CPNE3,STT3A,RSRC2,UNC119B,CRIM1,HSPA1B,GCC2,JARID2,SH2B3,UTP14C,NRGN,P2RX4,ELL,GNG11,RUNX3,TRIM16,PTGS2,RRAD,MLH3,AOC3,MAFG,CSF2RB,HGD,ESR1,MLLT10,SCN1B,TCN1,ZC3H11B,SLC18A2,AMPD1,BMP6,ANXA11,GRB14,CLC,EGF,ITGA2B,CD70,CRTAM,NKX2-2,TAT,GNA13,CPNE1,ELK4,GLE1,VCY,IL11,ST8SIA4,GUCY1A2,ZNF124,RIT2,ASS1,AANAT,ABCB9,PROX1,ZFX,PAPOLB,BAZ1B,HIST1H3G,HIST1H2BI,EIF4G1,UBN1,NCKAP1L,SEPT5,BOLA2B,SF1,GZMH,HNF1A,DLGAP1,OPRM1,NPIPB13,DDX39B,SBF1,PDE8A,OSBPL8,DAZAP2,PKN2,NFATC2IP,RGPD5,SP3,CASP8,GRIK2,TRAF3IP3,PPBP,SLC5A12,MNX1,GLG1,RPL23,SP140L,PCM1,ASLP1,SCFD1,IGLV4-60,L3MBTL1,KIR3DL3,RPSAP44,COX7CP1,YWHAB,MLX,MKNK2,RUFY1,NRN1,PIGG,ZNF768,RASAL2,YIPF2,MSRA,FSBP,DCAF16,CRYZL1,LRRFIP1,ARSJ,AUNIP,ZC3HAV1,VSIG10,EDEM3,CALML5,CYP39A1,HAMP,HKDC1,ZNF692,B3GALT1,EXD3,ST6GALNAC5,LSG1,CDC14B,TAF1D,CCDC28B,DALRD3,AGAP10P,NPIPB15,EPS15L1,RPL26P37,ELF4,target
10.9418,9.19563,13.550999999999998,10.6732,6.3575800000000005,5.15083,10.198,6.62167,9.56945,4.84762,8.428410000000001,11.3542,8.66923,8.59545,8.88759,8.846860000000003,5.99379,7.00587,8.36233,4.6161400000000015,8.70363,7.4725199999999985,9.31598,8.38167,4.41199,11.4144,9.11839,5.36992,7.3049300000000015,4.76736,8.77207,3.58534,6.8175,10.1758,5.19441,4.61699,6.142530000000002,6.28758,7.355069999999999,7.84265,5.4222800000000015,3.92725,5.99147,8.737160000000001,4.45466,9.86191,5.58134,6.65342,6.700080000000002,7.447589999999999,3.30012,3.892430000000001,4.3748,8.51325,7.4592399999999985,7.940339999999999,5.92888,5.0921,8.59118,4.192080000000002,4.73707,3.48781,4.75815,4.0740300000000005,5.09389,4.00974,5.39155,2.95302,7.341480000000002,7.796010000000001,6.4668,8.24051,9.61977,9.02193,6.7610600000000005,8.95185,7.94579,9.89881,3.88081,5.23369,4.061,8.69365,7.05252,7.00002,6.981439999999999,10.5092,10.1295,7.878539999999999,6.701810000000001,6.70918,9.72916,7.248310000000001,2.95132,6.53918,13.0872,3.45766,5.38151,9.2821,5.8349,8.22056,6.9451399999999985,4.78839,4.92592,5.57591,4.66892,6.18159,7.50506,12.2167,12.1197,8.05635,8.37703,9.4012,3.72256,7.27308,5.8045800000000005,3.61091,4.8235,8.26826,4.30621,8.187660000000001,6.6901600000000006,6.742839999999998,2.77862,4.16435,7.3890600000000015,4.44015,8.24708,4.8091800000000005,4.71521,5.15646,5.5620400000000005,5.94159,3.75944,5.6424,4.40606,7.61718,7.67005,10.0136,6.47046,4.66607,4.8543400000000005,6.60619,6.39087,12.6383,8.86943,0
9.87314,9.11583,13.4247,10.3606,6.02268,5.74008,10.1755,7.30358,9.42279,5.54138,7.97284,11.1529,8.79627,8.90047,10.0899,8.4941,4.58138,7.38122,6.90158,4.61249,8.75271,7.21886,9.52268,7.72345,3.73631,8.58376,9.87195,6.39064,6.02137,4.54764,5.94237,5.00065,8.40001,9.73147,4.3838,4.46559,6.64504,5.8814199999999985,11.3367,6.829210000000002,5.6707,3.94249,5.14803,8.53909,3.32301,11.8138,3.81858,8.23085,6.62522,5.91982,3.14631,3.48636,4.6024,9.50012,6.26652,8.4793,5.8520900000000005,5.7115300000000016,6.0284,4.22064,5.10576,3.23199,5.4881,3.969430000000001,5.26146,4.02585,4.836130000000002,3.3213800000000004,8.72232,6.663639999999999,5.4787300000000005,8.414010000000001,9.36097,9.34092,7.08817,9.54086,8.45386,9.51958,3.66356,4.9212,4.16134,10.5466,7.32142,6.9946199999999985,7.03171,6.35473,9.99922,7.22587,6.8677600000000005,5.54726,8.52292,7.217339999999999,3.15098,5.87435,11.6517,3.61612,6.28469,8.80452,4.87814,7.95909,5.50811,5.34272,4.06423,5.47674,5.4996800000000015,5.5715900000000005,6.79007,11.5004,11.2066,7.920960000000001,9.91824,9.03975,4.21839,8.16822,6.74085,3.81621,5.1538,9.62105,5.44781,5.35278,8.11135,8.74133,3.01736,6.75196,6.4565800000000015,5.23366,6.94013,4.36797,4.9092400000000005,5.33381,4.51506,7.8380800000000015,3.79044,5.76918,3.96171,7.352489999999999,6.88594,8.94317,7.22048,5.58445,4.89982,7.25356,6.32126,12.495,9.0224,0
7.28357,9.33538,13.503,9.73401,5.79694,5.8636300000000015,10.4694,6.37544,8.75494,4.69373,8.56891,10.8781,8.75483,6.15943,10.0774,8.617980000000001,5.66385,5.035830000000002,8.76135,4.1612800000000005,8.6294,8.28686,9.57526,7.88908,4.14069,10.8698,9.2873,5.58397,8.55989,4.42483,9.36683,4.66403,6.52196,11.9779,6.2135099999999985,4.9908800000000015,6.90446,5.99045,7.055630000000002,7.01232,4.79318,3.70463,5.67558,8.47751,4.1639800000000005,12.536,3.74223,5.41094,6.30321,7.452089999999999,3.35869,4.1738,4.77281,8.800239999999997,7.823930000000002,7.6863,5.6113,5.33099,9.33312,4.16551,4.19808,2.96144,5.21622,4.29796,5.48479,3.72178,4.99752,3.0742700000000003,6.87201,6.7187600000000005,5.61313,5.0747800000000005,9.07974,6.41142,6.75232,8.53495,7.833760000000002,9.93717,4.15393,5.0529199999999985,4.233219999999998,7.526039999999999,5.81808,5.90195,7.16897,7.00365,9.70041,9.63777,6.2135099999999985,5.25999,8.89334,7.5213899999999985,2.98056,7.50939,12.4265,3.81129,5.72736,7.9939399999999985,6.87965,8.27495,4.8506300000000016,5.31991,4.62059,5.16133,3.758280000000001,5.95673,7.26315,11.0364,10.843,8.13055,9.05925,8.98513,3.59572,8.31789,6.20932,3.11983,5.21093,7.19831,4.39945,6.18966,8.28652,8.13557,2.96582,4.89385,5.52149,5.13911,9.24584,4.68266,4.36469,5.82846,5.79089,6.701969999999998,3.46141,5.6127699999999985,4.04332,6.53666,5.68003,8.81189,6.02039,6.0754199999999985,4.55089,6.7187600000000005,5.6734800000000005,12.5415,8.59735,0
9.88366,8.91352,13.5269,10.1861,7.322889999999999,6.09021,9.9263,6.556780000000002,9.92074,3.52055,7.23995,10.9935,8.95005,8.44642,10.8164,7.9393600000000015,5.67469,6.05851,8.96143,3.822,9.1382,8.10775,9.65521,8.28594,5.71082,9.6358,10.1805,5.1612300000000015,5.50242,3.92679,7.607760000000002,4.21546,6.59672,10.4189,5.00813,4.08868,6.28503,5.5354,7.7827899999999985,8.17733,4.72896,3.61666,5.21713,7.71501,3.28324,10.8582,3.95806,6.82092,6.23532,6.68332,3.5583,3.3213,7.7638,8.86026,8.70692,8.00513,5.76112,5.24118,8.45989,3.87923,4.5220699999999985,2.86368,4.77208,3.51447,5.17558,4.33397,6.84651,3.5354300000000003,8.09548,6.51582,6.12296,6.29946,6.78022,9.74308,6.692069999999998,8.47595,7.17103,10.5343,4.00145,4.22356,3.79332,9.74227,6.0723,5.6332,8.16634,7.60164,11.8313,8.4418,7.223139999999999,5.6087,8.56746,9.46584,3.10306,8.304030000000001,12.0752,3.1247700000000003,5.13442,8.68013,4.8451900000000006,9.09977,5.22464,5.13206,4.74385,5.15379,4.95795,6.47321,6.40327,11.6492,10.6677,8.602789999999999,8.76582,9.16376,3.89489,8.09559,5.44581,3.29403,4.40512,7.242260000000001,4.79309,5.53338,8.94153,9.05056,2.85075,4.63915,6.59259,4.61492,8.81247,3.9597,4.39203,4.79124,5.53331,7.55392,3.48216,5.78746,4.011830000000002,7.112539999999999,6.4961,9.31945,6.41809,5.17164,5.6395,6.897239999999999,5.19396,12.4143,9.02032,0
10.7838,9.44515,13.4879,10.3725,6.26355,6.34836,9.95472,7.23608,9.2051,5.58349,8.82335,11.9557,7.99552,7.89435,10.1843,8.5945,5.47047,6.08668,8.78327,4.61744,9.13415,7.66564,10.9382,8.618269999999999,5.22904,11.0705,10.872,6.37475,8.91965,4.65714,8.71365,3.70132,7.5064600000000015,9.92788,5.46419,4.68703,6.26887,6.53538,4.66617,8.17474,4.77447,3.62802,6.064769999999998,8.553519999999999,4.91453,8.577539999999999,4.63755,8.5096,6.50385,7.00088,3.1144,3.69484,5.30104,9.01599,7.0598600000000005,7.85323,5.8659,5.33931,7.591660000000001,4.2340800000000005,4.5733,3.47757,4.68404,3.30683,4.5539999999999985,4.01015,6.5286800000000005,3.01261,8.11091,6.4734099999999986,6.79016,7.819210000000001,10.0103,9.6217,6.7557,8.99806,7.12021,10.7638,4.23599,4.65076,4.15125,10.8788,7.83477,8.45282,7.29051,9.93882,10.5908,8.189739999999999,7.69565,5.99463,10.0955,7.3311,2.89228,8.06129,12.7871,3.3545,5.50674,9.36899,6.4679,9.10778,6.98693,5.0857199999999985,4.20528,5.38221,4.2068900000000005,6.559989999999999,6.7507600000000005,11.8142,12.2788,7.8224300000000015,9.90821,9.65983,3.90772,7.9875,5.886830000000002,3.75295,5.21804,8.30481,4.78035,8.417530000000001,7.05704,7.26283,2.95145,4.76647,7.05664,4.97311,7.62351,4.2171699999999985,4.63322,5.05002,6.0687,7.79948,3.65399,5.62512,3.97177,7.97496,7.617939999999999,10.0668,6.52613,6.04433,5.75057,6.5891,5.47694,12.4016,9.25091,0
10.5858,8.29157,13.541,10.184,7.552339999999999,6.4950199999999985,9.91504,6.13434,9.9837,4.35676,9.00641,10.5605,8.62248,7.6405,10.8613,7.99574,6.5838,5.0649,9.18954,4.49926,9.59114,8.19934,10.7768,8.12882,4.44746,11.2567,10.0382,4.7246,6.63052,4.43421,9.08103,3.81333,6.64498,11.1516,5.46735,4.2456,6.706169999999998,6.02794,7.799819999999999,8.5867,5.22682,3.48706,6.8906399999999985,8.00035,3.23546,10.9487,5.39158,7.64756,6.09138,8.33638,3.23165,3.62839,8.266060000000001,8.22182,8.112589999999999,8.18257,5.89639,4.9493,8.89657,3.78653,5.51161,3.35143,5.00919,3.4729400000000004,4.9820699999999984,3.93606,6.67621,3.32646,7.88294,6.8345,6.7356300000000005,7.00858,8.67783,8.34344,5.83724,8.49935,8.794130000000001,11.4817,3.93101,4.547630000000002,4.1432400000000005,9.55488,7.451510000000002,6.6775600000000015,8.41281,9.02247,11.524,8.15038,7.75127,6.1703199999999985,9.29725,9.01646,2.95527,7.594689999999999,12.8981,3.09457,4.8365300000000016,8.90361,5.20367,8.81937,6.23291,5.34398,5.57222,4.38826,4.40926,8.598230000000001,6.86595,11.5802,11.1517,8.78229,8.72556,9.4137,3.62091,8.724,4.67141,3.2138,4.25703,7.20442,4.48436,6.80928,7.89363,8.77196,2.7648900000000003,4.10367,6.31385,4.6750300000000005,9.09098,3.97308,4.54697,4.50303,4.67905,7.43452,3.20445,5.48648,3.83248,7.34854,7.7286800000000015,9.5398,5.99349,5.31772,5.8937,7.874060000000001,5.79106,12.5723,9.31184,0
10.8623,8.51287,13.4152,10.4605,6.70958,4.24756,9.75471,7.3113899999999985,9.54458,5.35156,8.44947,12.4068,9.88386,8.21857,11.5295,8.560260000000001,4.38462,6.69969,8.06894,5.9715099999999985,8.76486,7.35849,8.57665,8.10303,6.32198,7.7810000000000015,8.7939,7.6440199999999985,10.5503,5.445119999999998,6.0285199999999985,4.8802900000000005,8.5142,8.96455,4.62525,5.17579,7.6159,6.08522,11.7801,8.35309,5.55836,4.08527,4.80097,8.405560000000001,3.04964,12.1711,3.70395,7.5775,6.69165,4.92154,3.06137,3.7894,7.57371,9.11553,6.32198,7.58197,6.317819999999998,5.84237,4.9241199999999985,4.05184,4.00098,3.55275,4.62976,3.79308,5.49917,4.08839,8.17809,3.30376,7.98498,7.1174100000000005,6.5823,9.31504,10.2207,8.387089999999999,7.30404,9.38816,7.784669999999998,6.55514,3.99678,4.83652,4.11043,9.22233,7.7888899999999985,5.98105,5.78982,8.2542,10.6246,7.97866,6.7033,6.56127,10.1287,6.909739999999998,2.91018,4.2370199999999985,11.8052,3.87655,5.81184,6.83562,4.6144300000000005,7.80615,7.45968,5.0838,4.81127,5.5762,3.94691,5.04343,7.026510000000001,11.3572,10.6838,8.32344,9.23314,8.41538,3.64197,7.44667,6.60681,3.5189699999999995,5.38438,9.56351,6.39714,6.2773400000000015,6.99816,5.83743,2.81587,7.32763,8.259160000000001,5.4626199999999985,7.60018,4.65807,5.03147,5.8997199999999985,4.2651,7.52216,3.52638,6.17352,3.99118,7.55952,5.84258,10.0032,7.27635,5.06683,4.67906,7.038880000000002,6.4739900000000015,12.3038,9.07427,0
6.8887399999999985,8.94817,12.8868,9.10358,5.42941,5.1543800000000015,10.678,7.49308,8.014,5.00499,8.51026,10.9209,8.098889999999999,5.4627,8.46579,7.717289999999998,4.43025,5.8125,7.925560000000001,4.74374,7.970439999999999,6.47295,11.4143,7.38245,4.3048,9.24563,9.53283,5.6677,6.22535,4.75336,6.5912,4.5488800000000005,7.14479,10.2342,5.18716,4.64803,6.52414,6.73517,7.82926,7.36073,4.16512,4.33948,5.7307,8.55856,4.2042,8.61613,3.5734,9.37153,6.7111100000000015,5.49271,3.2799400000000003,4.60665,4.76123,9.009,7.73897,7.16553,6.65163,6.780810000000002,7.05589,4.31926,4.08344,3.72356,5.47796,4.67076,6.22992,4.02665,4.8348,3.49539,7.16962,6.84778,5.54739,6.41561,10.2433,7.71115,7.441619999999999,7.4031,7.9501,8.39361,4.28172,5.43885,4.67167,8.883980000000003,6.63845,7.336189999999998,4.98511,7.730410000000001,9.13041,9.23552,6.47846,5.7403,6.28169,7.28644,3.26335,6.64289,12.0894,3.59286,6.0135,9.28114,5.80244,7.98768,4.7771300000000005,5.3962,4.71284,5.31252,4.01315,6.2756300000000005,6.776860000000001,9.17343,11.0189,7.35088,9.97485,9.47994,4.52517,7.38225,6.06429,3.19951,5.54296,7.31637,4.29672,6.37344,7.27319,8.79004,3.5083300000000004,5.02154,5.83809,5.54016,8.667910000000001,4.83547,5.823930000000002,5.57055,5.75514,6.89422,3.95135,6.39614,4.51541,7.45477,5.36132,8.026,6.3987300000000005,5.62714,5.0095,7.48314,6.6871,9.86391,8.31734,0
8.43488,9.05572,13.3808,9.72065,4.89804,5.03975,10.512,7.14357,7.932180000000002,6.11301,9.19033,11.0727,7.55357,5.97274,9.35512,8.43535,5.15083,5.76159,8.13509,4.81036,8.53068,7.389589999999999,10.6212,7.564539999999999,3.68945,9.04332,9.74103,5.92511,7.36056,5.31343,7.9264800000000015,4.13785,6.946039999999999,11.6224,5.46874,4.70742,6.8554,6.36111,6.42525,8.672239999999999,4.35052,3.82357,5.22652,8.8503,3.17588,11.1154,3.6781,7.0598100000000015,6.41829,6.30618,3.10703,3.67959,4.68055,8.602219999999999,7.837239999999999,7.54177,6.44991,5.8918599999999985,8.445319999999999,4.89534,4.09731,3.05629,5.09361,4.14538,5.63951,3.94288,5.53015,3.90761,7.608239999999999,7.1475399999999985,5.85781,7.65465,9.92655,8.690010000000001,6.989489999999999,8.4693,8.96013,8.40865,3.93395,5.2125,4.5423,9.03786,6.7488,7.06158,6.91472,9.2405,9.36415,9.15564,6.9452300000000005,6.907960000000001,7.76722,6.19303,3.03678,7.97905,12.3711,3.54987,5.36206,9.14556,5.83946,7.841360000000001,4.86808,5.32802,5.45191,5.41297,4.90801,6.24545,7.0529199999999985,10.9265,11.5182,7.101369999999998,9.48781,9.12731,3.76491,7.9464,5.88746,3.25043,4.96413,7.22483,4.44364,5.71994,7.44327,9.19722,3.25033,5.06998,5.45467,5.74292,9.01932,4.80961,5.2214,6.0064199999999985,6.22524,7.19756,4.13724,6.19481,4.58061,7.209289999999998,5.17196,9.90537,6.105580000000002,5.94646,5.20899,6.83989,6.47211,11.4341,8.91403,0
9373.92322646336,1346.31015505063,13.3408107849773,2594.66651025282,2706.6034058281507,7796.48824327735,1828.1779860071601,1125.8983373221402,3968.157308064861,2258.98494011438,7807.096182211659,4342.43214817238,2009.74287541266,1749.31049533332,3604.962176115871,1263.99479755926,243.717766620611,484.716125187509,2367.74648911578,2033.3935250774,5090.33013618454,886.052182968909,6328.989848335551,1128.30398204637,1071.33390248044,1413.01420897551,8773.72404218833,208.56078643513698,366.179779659538,8.06745461880854,1379.5019635558801,23.7936047159856,827.7422424440759,4753.82265055486,154.830828332774,203.07909440187402,1751.30498217952,0.0,58.3064393093832,33.158651625885504,83.3551994594416,0.0,302.391711126152,5344.2228022547,27.5564177044449,456.9227693854729,164.677413724282,2268.77344352957,22.8589012571745,524.6510563637901,0.0,19.213749914132894,5192.59927961326,4027.4093713545294,3670.54497669784,1590.1521279628305,0.0,5.73321337369321,1292.90551404711,1.6795344583156202,224.90688676452004,0.0,0.5393583059143761,75.9574133163415,131.835184699375,9.515042417732527,2342.94148062091,0.0,3041.4735773423804,4.446936928325769,1.1117342320814398,7071.54839534663,2620.49560359138,10829.9309702095,690.146172950246,154.561416714026,13125.758851524299,1930.93712907236,2.09882122407302,10.5258232390326,41.1710522091528,488.1090346596569,19217.4645501695,8170.720690120941,715.33055755475,4133.515288777539,14464.127465033898,2282.37647925324,5621.83690115748,303.649598896422,3847.7722001952093,5234.3504931173,14.019301610039502,12450.817683388701,3796.5724025581203,19.2698694213286,0.0,7803.32140340495,21924.3622389532,3706.40680160418,3824.17264649332,46.6928377474206,1160.06053013615,38.9106981228505,629.8141858249099,6.67040539248865,0.0,0.0,9975.528652303841,2035.04783943807,7851.12208279244,1940.00802771086,50.5233272685846,2617.76035904441,427.095088835151,106.17148743728599,542.263942323066,289.73688535313596,43.31469655244761,1432.76146971852,810.048307457728,7583.15666725875,15.657584519627301,12.274343581022501,6890.14991844793,109.53743824285,2753.21202329654,0.0,0.0,82.7945749417133,127.585011287966,1442.72587242765,10.005608088733,387.357559385433,0.0,1516.47611952616,369.348443466272,3175.56364037977,276.15412402218897,731.282110950811,88.93873856651541,19.8725025874853,1340.1366834093699,0.0,3696.5389147851893,0
11.0412,9.23928,13.5912,10.6973,6.23508,4.8388800000000005,10.1076,6.745710000000001,9.76713,4.83826,8.65227,11.4983,8.94875,8.592089999999999,8.97149,8.29613,5.71637,6.67278,8.52217,4.58599,8.72114,7.710260000000001,7.76147,8.48299,4.53169,8.41611,9.55675,5.57347,7.927119999999999,4.4112800000000005,5.79165,3.7128,7.05041,10.3103,4.47952,4.44129,6.4192800000000005,6.02546,6.10565,8.08184,4.55691,3.74835,4.84189,8.94915,3.20902,9.71833,3.35132,4.74333,6.600789999999999,7.8904,3.28082,4.01429,4.75652,8.3806,7.78493,7.8953,5.9676300000000015,5.27095,8.88889,3.97484,4.75709,3.20832,4.43792,3.63485,5.26553,4.00861,5.4855,3.0345,7.354210000000001,7.54157,5.359,8.38003,9.78668,9.14376,6.83599,9.17186,8.18218,10.3562,3.94755,5.03274,3.9682,8.599730000000001,7.380319999999998,6.947310000000001,6.7428300000000005,10.42,10.1041,8.31462,6.818410000000001,7.59017,9.88935,6.98204,2.84421,6.36115,10.7238,3.45537,5.11821,9.49238,6.42508,8.101189999999999,6.89993,4.85967,4.8754,4.61825,4.5536900000000005,6.27874,7.4365,12.1228,12.0154,8.23635,8.04611,8.9351,4.14703,7.020689999999999,5.90719,3.4279300000000004,4.63811,8.28456,4.11453,8.16343,6.56089,7.1615,3.03979,4.16132,7.51305,4.67729,8.44703,4.75884,4.77454,5.01705,5.68472,5.80232,3.67879,5.79214,4.18877,7.717219999999998,7.29454,10.0094,6.337280000000002,5.44571,4.9249,6.85977,6.3231199999999985,12.5717,9.01558,0
7.624460000000001,8.4168,13.4272,9.81147,5.27085,4.78455,10.6309,6.9226,8.89151,4.2728,7.6157,11.1237,8.13085,6.05094,9.94583,8.15364,4.86331,7.04585,9.27238,4.7860000000000005,8.47653,8.00506,10.5002,8.04389,4.70339,10.300999999999998,9.27168,5.1814800000000005,8.573160000000001,4.3829699999999985,7.738360000000001,5.33101,6.82361,11.4502,5.06306,5.0462099999999985,6.00605,6.26529,6.10809,6.62752,5.0335,3.86122,6.740289999999999,8.44852,3.5466,8.44392,4.07052,7.63077,6.1581800000000015,6.33648,3.30413,4.434080000000002,5.8550900000000015,8.91527,7.88892,7.76735,5.82316,5.6173,9.12711,4.3990300000000016,4.26847,3.26275,4.7959,4.19382,5.7726,3.90096,5.57748,3.62509,6.96236,7.08913,5.72189,4.95424,8.94629,7.57102,6.86751,7.891610000000001,6.38871,9.30934,4.17655,4.91832,4.75611,8.13706,5.54561,6.6040100000000015,7.25238,5.9619800000000005,10.1048,9.47885,5.5121699999999985,5.38439,8.38976,8.0785,2.77548,6.823689999999999,12.7514,3.5413900000000003,5.637580000000002,7.9666,5.42665,7.85893,5.37822,4.711119999999998,4.6299,5.17422,4.0526,6.0417,6.797999999999999,11.0579,10.9128,7.76169,8.76881,8.93228,4.19471,8.37167,6.27109,3.51582,5.470269999999998,7.7625,5.10628,5.77241,7.8627699999999985,8.68264,3.08158,5.0782300000000005,6.1079,4.7676300000000005,9.18386,4.57991,5.03595,5.6592699999999985,6.20631,7.185219999999998,3.76581,6.12289,4.39366,6.62321,5.6574800000000005,8.45146,6.7187100000000015,5.92143,4.75355,6.39605,5.84997,11.8599,8.61474,0
9.22133,8.72317,13.1944,9.34377,5.71049,5.6414300000000015,7.93317,6.1006800000000005,8.20625,5.79079,8.66924,11.4647,9.08537,8.18644,9.51462,8.76788,7.8801,7.518860000000001,9.18801,4.59248,7.98025,9.44993,7.29444,6.9652,4.221419999999998,8.6552,7.99017,6.769360000000002,7.818739999999999,4.50979,7.36872,3.03638,6.48464,10.171,5.27184,4.16033,7.08317,4.17672,4.05081,7.68697,6.904889999999999,3.26852,4.89023,8.79872,3.64179,10.1904,5.33338,5.03092,5.7029,8.83941,3.35936,3.38219,3.3908400000000003,8.4932,10.0322,9.92537,4.74337,3.1459200000000003,8.1542,3.72559,4.2734,3.18989,4.43009,3.51787,5.15912,4.18879,4.13603,2.88761,10.0016,6.1349,5.35991,8.38167,7.866,8.19847,6.47001,8.69813,7.94992,9.00672,4.48431,3.94019,3.79712,12.3687,6.37811,9.37091,6.81514,8.93621,7.9922,9.19325,7.83767,7.74662,8.651539999999999,6.24769,3.0318400000000003,8.9989,10.9816,3.25466,4.62085,10.4988,6.71152,10.4131,6.13815,6.0444,5.50349,6.06502,6.30657,6.2426,6.2632,11.6009,10.1411,6.72832,8.45272,7.400530000000002,3.83086,8.11835,6.13365,5.81703,4.647,6.43863,7.90258,7.05657,7.93945,7.10497,3.18644,4.89185,8.12922,5.81109,8.18012,3.92708,3.65222,5.47451,6.50879,8.27195,2.98438,5.37045,3.9442,7.7957100000000015,5.90816,10.9554,5.27042,7.203410000000001,5.9906,6.7313100000000015,6.6943199999999985,11.6368,8.0999,0
9.53768,9.30828,13.6226,9.9838,6.6598,6.44765,9.73574,6.63695,9.36163,4.93532,8.588410000000001,11.3161,8.598930000000001,7.63736,10.4623,8.11257,5.81182,6.35502,8.942639999999997,3.92217,8.999989999999997,8.25902,10.8728,8.32568,6.20134,11.2151,10.3243,4.93636,5.95496,4.60626,9.82733,3.89388,6.4603,9.47365,5.69201,4.50649,6.8970699999999985,6.25324,4.40004,7.30116,4.3883800000000015,3.40506,5.88286,8.06377,4.16959,7.8943699999999986,4.36212,8.10089,6.53678,7.48562,3.11112,3.3193,6.69976,9.18362,9.2536,7.9534699999999985,5.81418,5.4366900000000005,8.5903,4.10693,3.90645,3.1625400000000004,5.69414,3.5982199999999995,5.27185,3.87448,6.25989,3.03884,8.28913,6.9149,6.97508,6.18445,8.395589999999999,9.11403,6.70017,8.49836,7.826810000000001,10.9107,3.93871,4.24861,4.16748,9.57361,6.04711,7.35226,7.622439999999999,7.0758100000000015,11.4465,8.78275,7.25415,6.47694,8.02626,9.58922,2.97487,9.65337,13.0189,3.44881,5.178719999999998,8.88803,5.25446,8.917489999999997,5.50251,5.0077,4.72536,5.59492,5.3742,6.63134,6.654139999999999,11.5904,10.4082,8.73724,9.16702,9.47377,3.59073,8.402000000000001,5.59657,3.62235,4.67681,6.9778699999999985,4.9333300000000015,5.04148,9.31471,9.28753,2.85281,4.7118,6.44954,4.75173,8.84298,4.33924,4.38974,4.99547,5.22916,8.00147,3.4019699999999995,5.61656,3.73629,7.16208,6.63513,9.29854,6.78114,5.27579,5.91245,5.85302,5.47674,12.3461,8.942,0
10.739,9.15639,13.6046,10.553,6.27131,4.93024,10.1592,6.4483,9.72575,5.44786,8.36783,11.9632,9.08495,8.72002,9.06437,8.48992,5.82721,7.03843,8.34494,4.37881,8.74051,7.532139999999999,9.44233,8.12234,4.5753,10.9174,9.13802,5.5532900000000005,10.1771,4.45664,7.83418,3.62797,7.04398,10.4038,4.87407,4.59464,6.42644,5.97652,8.86342,7.99216,5.18098,3.7258,6.44833,8.64145,5.19995,10.5944,5.1647,6.11295,6.42403,7.8876300000000015,3.07598,3.6052,4.9722300000000015,8.49947,8.24291,8.04016,5.95766,4.79772,8.638760000000001,4.05815,4.09621,3.33991,4.39486,3.4955300000000005,5.45827,3.84993,5.42196,2.95258,7.48875,7.67238,6.777,8.191419999999999,9.55873,9.09837,6.6387,9.18505,8.65161,9.53234,4.16931,5.26776,4.16943,9.09129,7.65925,6.94446,7.2546,10.3241,10.1056,8.42897,6.5552199999999985,7.99136,9.50882,7.15143,2.86977,7.47622,12.6154,3.16384,5.51362,9.35213,5.72221,8.102030000000001,7.08338,4.68458,5.4701,5.56085,4.83919,5.8307699999999985,7.42167,12.161,11.979,8.30453,8.56847,9.09211,3.79877,7.35495,6.13357,3.40551,4.4903900000000005,8.20462,4.15614,7.97404,6.98,7.58385,2.94086,4.35034,7.82078,4.85656,8.310089999999999,4.34101,4.5931,4.91044,5.4351400000000005,5.9378199999999985,3.4491,6.10927,4.27091,7.7031100000000015,7.43803,10.0475,6.29521,5.2797800000000015,4.81475,7.040189999999999,6.5143,12.6716,8.955010000000003,0
