SLC25A5,HSPA1A,SARS,CST3,AEBP1,UBE2A,LTBR,NRGN,PRAME,TMEM243,GOLIM4,MYB,LCK,RHOH,HOXB2,ADAM28,CD33,CYP4F3,CD3G,HMHB1,HPR,PRKD2,PLAGL1,TM4SF1,GATA2,RPL39L,DLC1,SBF1,OLFM4,CD3D,RUFY3,CTSW,HIST1H4J,PTGS1,FXYD5,DHX32,GALNT11,MICALL2,ATP8B4,VPREB1,ADGRA2,PAX5,RTN2,target
10.2773,5.81924,4.04887,6.29116,7.17295,7.0833699999999995,7.216080000000001,6.55438,5.72664,6.79006,4.96879,8.11572,5.70233,8.15963,5.66814,6.1802,6.42345,4.3356900000000005,6.10804,5.27946,5.49589,6.42822,4.242,6.07167,6.49566,5.7523,5.66155,6.68415,3.5682400000000003,7.51576,6.14023,6.70194,7.47427,5.44644,9.47082,8.58553,6.32463,6.28375,3.2387900000000003,8.00854,6.62247,8.8564,5.69533,0
12.7022,11.5648,6.6704300000000005,5.413930000000001,5.83689,10.6569,6.41855,5.43965,4.14088,10.4856,7.841469999999999,10.9545,7.4413800000000005,9.18839,7.712460000000001,6.9577100000000005,6.6739999999999995,7.8068100000000005,6.46672,7.5071,5.4054,7.59351,6.4966,8.44887,7.56948,5.84275,8.03838,7.020389999999999,4.2495400000000005,8.493260000000001,8.40076,5.13075,9.632769999999999,7.71069,6.692189999999999,8.04088,7.88662,6.80765,5.401009999999999,6.11587,5.63541,8.42651,5.16326,0
12.2367265896051,10.383136749632,9.43336166957004,9.44050026447473,7.51192188072047,8.55969433354054,8.50460868221915,8.33313667867244,5.4177237812260595,7.121518140827829,6.09833231741032,11.099508595764599,6.496709488415131,9.345438652338391,7.21417082313432,4.950265516226071,9.47815075584059,4.37392228671952,5.58633425792284,5.10912497224169,5.83729702104748,7.15972025521395,8.84423932554512,9.328922910078731,9.013833023392731,4.80995323326195,5.847260173063231,7.5136849561075305,4.08645390025392,6.890328466328219,5.913653776842049,7.08838965175557,7.53241423776634,7.67087796192039,11.351106056473801,8.11745147469312,7.473554582942719,6.03519592131254,7.95454846853946,5.112569807020111,7.88182473426576,6.38338968670003,5.553450023511259,1
11.7824,13.3623,4.71804,10.0692,7.342210000000001,9.84327,8.76033,7.293489999999999,4.5696699999999995,7.2271600000000005,8.36249,8.65444,4.33171,9.406130000000001,10.1134,8.874989999999999,7.89095,3.2238900000000004,6.169569999999999,4.446000000000001,4.96975,6.106,9.009039999999999,10.5132,8.6735,5.59551,9.76404,5.45259,3.12816,7.456360000000001,5.8975,9.50554,7.14434,6.26202,11.3484,8.544130000000001,6.821160000000001,6.6794,4.85049,4.3251800000000005,6.46825,5.16218,5.41167,1
4079.44443555544,381.372575500847,1092.93422706824,6853.072215641421,764.1443616500459,2759.74370709835,2345.7615572822,392.076836588133,200.055036921345,831.1709800763459,1782.9178071997303,5912.7121995669895,124.431183606119,2408.28730826678,172.73854113106003,1399.64201233984,1071.84627500653,105.39244737503701,278.528159946381,15.9266598686211,10.817303005783698,1538.67983025823,1396.6519293970498,222.477869222093,265.228847048506,148.959808197754,306.899248087732,3566.4370627864205,3.9816649671552797,88.76045743753359,1875.93134930932,502.11213180120905,1238.29780478529,473.027938546476,3877.61023816298,601.8376867108631,1245.8845313108,199.809088529404,775.8126389770019,95.36313914733249,782.7046259427499,535.715746809708,53.294693765295,1
11.876460942742698,8.78062119073683,8.48322509158029,10.5646581703577,6.6133755201231095,8.793151578312191,6.877433855659679,9.301474715776019,7.20494993711992,6.5569247946453,7.6041106258685005,10.5397382221621,8.044818145346671,7.98863916658511,6.928345742305191,5.75773913410868,9.779951436313189,4.97309534436734,7.042903595361249,4.94291712626353,5.49334279930071,6.67836730655954,6.6240136018799,5.6161083640380705,10.741785075401301,4.80078296412776,9.47642823262223,6.68663778518018,4.0927563716540805,9.888945380411009,7.45136506122357,11.7848412787433,8.17559569296372,7.280047349430389,11.060405896972801,9.043102884829631,7.0783939908357,6.67782806941453,5.16967912614083,4.57427105902592,7.08473056847036,7.02879201995028,6.272497796857199,1
11.5147,10.7212,5.23614,11.1275,7.79533,8.92799,8.63907,6.07874,4.66101,7.35462,7.84083,12.242,5.80224,8.28392,5.10939,5.25474,10.3131,4.31835,4.6371400000000005,4.3695900000000005,5.31045,7.178839999999999,9.89475,6.79437,10.5733,4.599,6.86712,6.30457,3.4394,10.0063,8.53524,11.6304,6.653110000000001,5.15963,11.4484,8.98338,8.41646,7.85077,9.42067,4.17109,5.72663,5.163069999999999,5.22831,1
11.692,11.617,4.64145,7.66938,7.655989999999999,8.38366,8.35218,5.44411,4.45252,7.82453,9.1791,11.4308,4.26765,8.6586,6.06481,7.083130000000001,8.17035,3.4823800000000005,5.4172,3.71803,4.89497,6.18463,9.46767,5.04071,11.7085,5.55694,12.2219,7.44618,3.07004,8.355780000000001,6.7976,9.02942,7.31665,8.3688,9.398710000000001,9.02957,8.7035,8.944360000000001,7.02451,4.62755,5.76802,4.50146,5.36475,1
11.6696,10.847999999999999,4.65089,9.11306,7.4471300000000005,9.70165,8.08492,8.59113,4.00802,7.92937,7.85047,11.2532,5.76294,10.1104,8.56579,8.225810000000001,7.4184,5.92896,4.62202,4.08007,7.4217,7.7923,9.44553,9.0155,8.32575,5.34299,6.36721,7.13742,6.48152,7.221030000000001,4.8563,6.624689999999999,8.154060000000001,7.54138,11.1678,7.831460000000001,6.9195899999999995,5.76425,7.44575,5.1011,8.2205,7.50635,5.59358,1
11.7381,11.8844,4.38886,10.1457,9.59249,9.011519999999999,8.61014,5.75983,4.47201,7.79135,8.840539999999999,10.9334,6.086040000000001,9.80119,9.73932,8.20911,8.55382,3.44058,5.45011,3.74131,6.05362,6.7399,7.8828,7.918260000000001,10.8511,5.73979,8.511330000000001,7.03706,5.66964,7.38133,5.5369,7.58102,7.81567,6.50397,9.63531,8.18933,7.849139999999999,7.75627,9.36656,4.43428,6.3186800000000005,6.15192,6.20052,1
11.934335958538401,10.954495492166,8.75859318081655,9.79615374384468,7.1470011438915195,8.38780360580593,8.14487233900925,6.85720801300837,5.543341978423951,5.42637032486316,5.46358943772687,11.5486190104409,6.04217557687687,8.07313483035639,9.35718027465513,7.36812995415759,9.71646905753854,4.6004714920493,6.24332514746857,5.03543712352829,5.5014200979564105,6.86132933411592,8.083020495257891,7.56049028631488,8.43500837110982,4.85175349191771,6.987712968134789,6.863236629070361,3.9254247799870003,6.7489171834932105,6.67114269709715,10.5920973130112,7.1005414117228405,6.49147433995476,10.5687544828523,8.633312362918321,7.32391822929198,7.228168350195721,9.536400326852869,4.95950751232487,8.03819205729287,6.204008435604861,6.51365823863759,1
12.4302,12.9685,5.5315900000000005,5.52155,8.553189999999999,11.4688,6.977860000000001,5.96628,4.86287,8.51965,4.73292,11.0827,5.89647,9.04526,6.112430000000001,5.36191,5.9035400000000005,4.638999999999999,4.99329,6.0431,6.31004,10.2443,3.5759800000000004,5.67391,7.095289999999999,5.30322,4.96725,7.9733,4.10544,7.39342,4.44647,6.91795,8.65733,6.555219999999999,10.0205,6.877489999999999,5.71127,6.45327,3.2216299999999998,6.32426,5.927919999999999,8.82274,5.678999999999999,0
12.2886,8.70091,4.45231,7.405130000000001,9.12391,9.51712,6.65575,6.552569999999999,4.0889,8.46439,4.57447,10.8152,12.130999999999998,10.3753,5.43797,4.72613,5.81235,3.4219,9.72307,6.0107800000000005,5.36521,6.82971,6.951010000000001,5.2945,9.089739999999999,9.69022,5.20011,5.93475,3.1351,13.2514,4.71673,8.32882,8.23916,4.44977,11.3644,7.73204,6.05658,5.10594,3.21945,5.65315,5.48002,4.32034,5.4012400000000005,0
