WARS,SDCBP,CST3,COL3A1,RER1,MATN2,IFI27,DBN1,C1QB,SMARCD1,JADE3,MEOX1,EREG,PF4,APMAP,DEFA4,CRISP3,NAALADL1,S100A11P1,ANXA2P2,CES1P1,SEC31B,GABPAP,IRX5,ATP6V0A1,GPS2,GYPB,TRAF3IP2,ABCC6,SCNN1A,ENAH,MED28,TMEM106B,DPPA4,L2HGDH,VRTN,FOXRED2,ASTE1,SEMA4C,PRR5,target
7.38355,9.997119999999999,4.58378,5.452369999999999,6.84664,3.43782,5.02077,9.036589999999999,4.73303,7.67766,4.99746,4.41111,4.14921,5.60505,7.613360000000001,6.0509900000000005,3.01873,5.09285,5.43372,7.91405,5.52869,8.4914,7.0833,5.6044,7.865589999999999,7.7482,6.13238,6.399719999999999,4.3699900000000005,5.86394,4.7885,5.46589,5.83866,3.36164,5.44755,5.96089,6.05385,5.13834,5.50441,6.18087,1
7.58560816818368,9.05139934126206,7.47889167903713,5.62839418311862,7.36698987328835,4.24577907815541,6.275334342193201,8.525623620591901,7.0820256782203606,7.640623472715889,6.51208620504001,4.22194090716026,4.0681746755019805,7.163725168464321,8.481835048867,6.7724032963928495,4.09852835087414,5.87928234385872,6.99050338486388,9.10210964028741,6.34319794544202,8.30345823751984,6.18385769671449,5.55786760653537,8.06039090800122,8.07939911721231,6.268451157245621,10.127317463831,5.9934151227371,5.95123985764491,5.223967628531719,7.935389593465249,4.97182120667746,4.452217406163429,4.63087671951045,6.6580042182524695,7.375737101409269,6.6515785065307105,7.05961482008834,7.76113337032277,1
8.08793,8.40504,6.71345,4.986269999999999,7.8951,3.6299099999999997,5.97041,6.840110000000001,5.04785,8.28207,4.62251,4.39348,3.9883800000000003,5.90345,8.94786,4.754169999999999,3.04225,5.7756,6.39233,8.12628,6.0439,6.751869999999999,6.18039,8.08417,7.812930000000001,9.4989,7.7084,8.85727,4.76339,6.98689,3.8058400000000003,5.520569999999999,5.261019999999999,3.1859900000000003,4.97352,7.37555,7.18655,6.6279,5.36151,6.779039999999999,1
1404.9173012699698,1882.0994422597,49.2720984197818,4.468712580424549,1740.9268569809399,19.3701893529629,70.5354923098529,1777.2122520698101,20.2833217047632,3721.7377234178202,716.276616937498,0.24495132287902602,201.318929044229,2.96155202365439,2058.0508410098,91.0677247273725,49.3241376503464,8.41329308648134,2.22116401774079,1.4807760118272,0.502088790810135,8049.17443948697,1.1105820088704,275.50590341694,589.924812747807,1169.94618938497,83.3509524230835,1542.84843633836,61.999605730963104,16.3392232023259,26.926032681318198,4378.11878189058,192.79450480374697,60.7085652334153,820.706754152234,9.08955091030244,1483.17936708359,383.53035214080904,34.2953699734097,226.44001180573898,1
9.566289999999999,11.7498,10.1351,3.83408,8.868839999999999,3.55495,5.114,6.571460000000001,4.92634,6.819660000000001,4.13903,6.50482,4.86031,10.7802,9.52556,5.59371,3.2870699999999995,5.65324,8.449019999999999,10.7363,8.006310000000001,5.69714,6.49169,3.8784,7.48557,7.789510000000001,4.47386,7.857289999999999,4.13999,5.47331,3.58958,7.1245899999999995,9.448039999999999,3.41384,4.95852,6.120419999999999,6.00148,7.592569999999999,7.41025,7.300660000000001,0
8.55717,11.0153,7.49865,3.8824,8.42203,3.1945200000000002,4.88466,9.8162,5.00246,7.946280000000001,6.76174,4.19494,4.15415,6.36287,9.00297,5.00325,2.95634,4.66708,6.664110000000001,9.09355,5.51455,9.2776,7.38086,5.46325,6.6816,9.35779,5.44345,8.26569,4.29419,4.91331,5.11316,7.44988,8.88697,3.02908,6.12986,5.7897099999999995,5.93542,6.42828,5.81263,6.65946,1
8.15855900192919,10.310571500148999,6.87556817116434,5.21082288700221,6.601818839884759,4.27412610422009,7.43597563763706,7.3162202762777495,5.59431052479995,8.11807619401109,5.66385308634025,4.08377755778909,4.74174111351699,8.537085394406201,10.3357070733485,13.4252785140434,9.48724444095315,5.312539472562481,8.20224354231199,8.080065455022071,6.70624840523422,7.30764850826462,6.746888578525501,8.098979054006081,8.40069623412124,8.35590805286605,7.587128031086019,9.27236059969247,6.24985602958646,6.55922188554132,4.90957746447141,8.29947443076098,4.650038436042379,4.571070313324371,4.73234701743192,6.53600722432037,6.9307570661387805,6.689164886625919,7.0741830960329,7.123205687764409,1
8.16237,9.12692,10.2733,4.47297,9.28166,3.16858,5.103,9.378219999999999,5.28061,8.45138,6.6086800000000006,4.12221,3.54535,6.17785,9.23785,4.83295,3.08243,4.8154,6.5061,10.1939,5.13468,7.12098,6.67888,6.40294,6.55237,7.377260000000001,6.42595,10.0544,4.364240000000001,6.11722,7.92445,6.7556,8.036719999999999,3.06244,5.2705400000000004,6.17531,6.48683,5.36995,7.22549,7.565919999999999,1
7.86097743295051,8.46902313289433,6.77594238594096,5.3626487113373,7.67927560396489,4.23808939329375,10.6071754316737,9.056492098581689,5.8834826057374,7.31644830477035,5.779580771032389,4.1030656180601,4.29594935512748,7.559013238303661,8.90375785474807,10.5667344433721,5.96280728217262,5.581437534035491,7.13132324554015,8.213704267073389,6.90113103482072,8.29085043756166,6.42381683958665,5.32825616070247,8.36810310235961,7.521994585001679,8.33989126359584,10.5282944705116,5.95632866140689,6.25113215400764,6.07420769101824,6.98757652181577,5.01819344446075,4.74894718424209,5.15931882417358,6.552576938509099,6.85414914645375,6.93188834558244,7.42691448184416,7.702994403637541,1
8.67661,10.0554,7.769819999999999,4.38464,9.15365,3.0782700000000003,5.40321,8.63755,6.07329,7.92525,8.37775,4.08209,3.4602199999999996,5.74578,9.118269999999999,8.16283,4.24895,4.6525300000000005,8.61165,10.8438,5.12918,7.2295300000000005,6.1062,4.337,6.36169,7.792839999999999,5.9474599999999995,10.2916,3.97534,5.82188,4.67585,6.89548,7.318280000000001,3.1381799999999997,5.0808599999999995,6.28792,6.2115,7.1794,6.74839,6.4852300000000005,1
8.96137,9.2778,10.6528,4.4177800000000005,7.816439999999999,3.52083,5.74376,5.70578,5.9775599999999995,8.24132,5.77557,4.6565199999999995,4.02444,5.850619999999999,9.11788,8.158669999999999,4.13772,4.8896,7.2979899999999995,9.02978,5.3060599999999996,7.692489999999999,7.30951,6.4178,6.890689999999999,7.89146,6.790260000000001,6.95638,4.472569999999999,6.16349,4.915,6.39623,3.13859,3.4291,5.49115,6.33266,6.54741,6.62816,6.47468,6.17936,1
8.613480000000001,7.137010000000001,8.16792,4.2013300000000005,7.347910000000001,3.4412199999999995,4.94972,8.44474,5.06467,8.50648,6.30861,4.43601,4.14706,7.21104,8.36364,5.7991,3.51292,5.24621,5.97541,9.38878,4.59511,7.1261,7.290189999999999,4.42802,6.52307,8.153039999999999,5.30901,10.1626,3.99232,7.39245,4.12448,6.543769999999999,6.68775,3.4362699999999995,5.71813,7.34231,6.73915,5.89846,6.15611,6.09854,1
8.02259,9.99447,7.239669999999999,4.43173,7.8701,3.24863,12.0481,8.59886,3.9517300000000004,7.3548100000000005,8.031839999999999,3.91085,4.22865,9.17049,9.68385,12.4223,9.32714,4.911519999999999,7.12391,9.39086,4.59834,7.140039999999999,6.866039999999999,4.21007,7.14403,6.18168,7.203110000000001,9.87641,4.25176,4.0918,7.50316,7.23457,6.07034,3.8751900000000004,6.2285699999999995,5.422969999999999,6.8265899999999995,5.69541,6.64894,7.41061,1
6.80364,9.63883,5.26011,4.2752099999999995,6.51647,3.2875099999999997,4.6161,9.624939999999999,4.04114,7.87918,7.54925,4.7655199999999995,3.7882300000000004,5.534269999999999,6.40763,4.92903,3.54256,4.57595,6.5648100000000005,9.291210000000001,5.58209,6.31251,7.17501,4.82607,6.77712,9.33725,5.79217,9.69841,4.39821,6.15408,6.8086199999999995,6.42475,5.2676099999999995,3.24795,5.63143,6.40954,6.06128,5.3597,7.400710000000001,6.48153,1
9.584019999999999,10.6242,6.323980000000001,5.55945,5.80938,3.73271,5.144369999999999,8.32297,5.153230000000001,7.468,5.52383,4.130319999999999,4.9576,5.93809,7.98123,5.52658,2.9607900000000003,4.74017,6.24401,8.51153,5.04665,8.076030000000001,7.0067699999999995,5.1989,7.728689999999999,6.8899,6.32984,7.0225800000000005,4.266719999999999,5.79435,5.58429,6.23773,5.952369999999999,3.48452,4.65813,6.20434,6.09811,4.8171800000000005,5.86254,5.79451,1
7.86769403540547,8.879822308819788,5.48413486775731,5.0069859209877405,7.3839161414323495,4.2454770629314895,5.78062845346732,9.406714801412539,4.89160958926081,7.599440399148491,5.94677395491324,4.30921360773582,5.1058279264363495,7.889956963185299,7.83870052345674,8.50627891288675,4.35563357131175,5.56895624071877,6.71069463858168,7.92979732521851,5.99713014359935,7.81415254365206,5.499354762077201,5.520522553840589,8.05591170349042,8.76056107298012,7.04549269342572,10.970111754639301,6.070796816375459,5.65286436400633,6.172295555911179,7.86151254238803,5.33941708103385,5.06111897368156,5.373479687594349,6.2543413763328894,7.25156135850448,6.67519923761289,7.31928913724412,7.82893404377869,1
6.10992,8.47465,5.4238,6.21366,6.0867,3.83869,5.7550099999999995,6.48452,3.51265,6.82932,5.4983,4.86397,5.35911,4.647480000000001,5.98191,5.0082,3.3234800000000004,4.66961,6.0741,7.888139999999999,5.21108,6.57182,7.378889999999999,5.00507,7.939760000000001,9.43693,7.25103,8.31935,4.29127,7.17045,5.17191,5.26481,6.02762,3.3496900000000003,5.39605,7.2497,7.642410000000001,6.05514,5.83511,6.55767,1
10.0111,11.5765,10.4042,4.27539,9.11319,3.37926,4.96641,5.89703,6.7035800000000005,7.10545,4.85351,4.8423300000000005,8.48353,10.2826,11.0462,13.1842,11.5488,5.59054,9.54217,9.50573,8.02588,7.02458,6.0973,3.91952,7.65286,8.00159,8.95658,7.28255,5.095269999999999,6.20333,3.58068,7.154160000000001,7.96024,4.40121,5.21579,6.53005,6.604539999999999,6.75013,7.82654,7.84766,0
7.59495204702482,9.608458644022841,6.2812250563625005,5.20109214399659,7.367105005612429,4.8642077039206395,11.2133197270505,7.689477740836151,5.65118443917318,7.64613794040015,6.039976684685559,4.30142789689955,4.36328476446192,7.59777173224785,8.87124715840535,12.9527624409988,8.58366920815315,4.98114521754395,7.514875733254429,7.7055708208687905,6.121206577475539,7.285468199338241,6.80804448274983,5.28727298482659,8.49779092543441,8.951112239544461,8.66550819942564,10.553207353251699,6.0993778262874105,6.35570264130405,5.374045131649081,7.15137050413545,4.65639546145097,4.49177104982231,4.962570683629361,6.57666320289289,6.803845553929451,6.578664630520071,7.1269288333324,7.70137889668002,1
