NRGN,TMEM243,HMHB1,PLAGL1,GATA2,CD3D,DHX32,GALNT11,MICALL2,PAX5,target
6.55438,6.79006,5.27946,4.242,6.49566,7.51576,8.58553,6.32463,6.28375,8.8564,0
5.43965,10.4856,7.5071,6.4966,7.56948,8.493260000000001,8.04088,7.88662,6.80765,8.42651,0
8.33313667867244,7.121518140827829,5.10912497224169,8.84423932554512,9.013833023392731,6.890328466328219,8.11745147469312,7.473554582942719,6.03519592131254,6.38338968670003,1
7.293489999999999,7.2271600000000005,4.446000000000001,9.009039999999999,8.6735,7.456360000000001,8.544130000000001,6.821160000000001,6.6794,5.16218,1
392.076836588133,831.1709800763459,15.9266598686211,1396.6519293970498,265.228847048506,88.76045743753359,601.8376867108631,1245.8845313108,199.809088529404,535.715746809708,1
9.301474715776019,6.5569247946453,4.94291712626353,6.6240136018799,10.741785075401301,9.888945380411009,9.043102884829631,7.0783939908357,6.67782806941453,7.02879201995028,1
6.07874,7.35462,4.3695900000000005,9.89475,10.5733,10.0063,8.98338,8.41646,7.85077,5.163069999999999,1
5.44411,7.82453,3.71803,9.46767,11.7085,8.355780000000001,9.02957,8.7035,8.944360000000001,4.50146,1
8.59113,7.92937,4.08007,9.44553,8.32575,7.221030000000001,7.831460000000001,6.9195899999999995,5.76425,7.50635,1
5.75983,7.79135,3.74131,7.8828,10.8511,7.38133,8.18933,7.849139999999999,7.75627,6.15192,1
6.85720801300837,5.42637032486316,5.03543712352829,8.083020495257891,8.43500837110982,6.7489171834932105,8.633312362918321,7.32391822929198,7.228168350195721,6.204008435604861,1
5.96628,8.51965,6.0431,3.5759800000000004,7.095289999999999,7.39342,6.877489999999999,5.71127,6.45327,8.82274,0
6.552569999999999,8.46439,6.0107800000000005,6.951010000000001,9.089739999999999,13.2514,7.73204,6.05658,5.10594,4.32034,0
6.62293987196728,9.50239370183803,6.01353269650395,5.22186537125571,6.46443014642191,7.28667564525041,7.984859376595679,5.52896781520468,5.61912894716089,11.146291870818802,0
6.15774,7.9797,7.4705699999999995,7.21737,4.89827,12.8633,6.91887,4.88267,5.6465,4.2712900000000005,0
5.37062,11.0791,6.90764,4.02281,6.20723,7.35222,7.2299,5.3204199999999995,5.83357,10.0499,0
6.5212,9.8524,7.66973,5.22425,7.3829,7.26695,7.10659,5.91955,5.40815,11.3407,0
4.63517,8.65065,8.19401,7.02842,5.84793,6.17817,8.0609,5.38791,5.79223,11.5286,0
7.786602965211901,5.715317404317321,5.09228165848149,6.45012294917545,6.801716568693099,7.42222677546004,8.27705864266528,6.05631054891875,7.064009460228339,6.1074237988269005,1
9.33235,9.11793,3.9383,6.9664,7.88385,11.1356,7.47887,8.667539999999999,4.50512,7.733210000000001,1
59.556494881102104,604.743867906731,0.0,3205.4075355594105,6385.1114152761,629.8553594183841,592.95518943368,1196.16902857189,3089.3575587554806,396.256873254112,1
641.646124608589,630.1796448302999,0.0,4983.52564685212,16020.8022224691,220.834179109127,818.4752691177961,483.34611789465896,1570.043640806,1791.69506170547,1
8.33341,7.9478,4.4642,8.35587,8.16577,7.69222,8.34782,7.22934,6.561539999999999,4.586469999999999,1
5.94949,8.51566,4.5604,5.86439,8.39305,13.0641,6.92017,5.9006099999999995,5.77194,4.480169999999999,0
7.06800172076712,7.35686867722459,4.722120158148,10.2084660020521,9.939314248316961,7.53625368025981,8.397384188553929,6.87521597850748,7.8001279751240995,6.13844264496499,1
89.51076771038049,626.201858322328,0.0,1736.02585276183,7351.9298293888005,121.483398730862,432.70184266363196,723.749830140963,120.37941819355,143.06076371849701,1
8.18491,7.870660000000001,4.36869,9.63333,7.545319999999999,8.4928,8.403139999999999,6.2049199999999995,6.34972,7.23077,1
9.88958365664953,6.860950103408119,5.15274731555996,7.314221920089031,7.0122100270648495,6.929749324219821,8.25737677718043,6.4181190259956695,6.9450149886827095,6.19506120225714,1
5.86845,7.3869,5.31011,3.84056,7.845039999999999,13.3459,6.69378,6.0826,6.46427,4.91559,0
8.00008582096206,6.68320698692546,4.98088052378088,7.673187304033,7.89161496920122,7.76361211300856,8.0003967939692,7.081013428186059,8.32628899372051,6.784410495042289,1
6.82076406998525,6.17284320623072,4.8165835306182405,7.71720993329345,9.81739462045853,8.41613801673995,8.89858294402172,6.431838742138329,6.90614264854177,6.28640659280558,1
5.96173835889341,8.410752142391651,5.70877451751496,4.90574809633105,5.96157785846483,9.00306331840832,8.315875750042741,5.5604573214928905,5.430173345302251,11.0587367667929,0
5.43797,9.35171,7.48911,3.5585699999999996,6.22494,6.15189,8.11201,4.182519999999999,5.17546,10.902999999999999,0
8.377469999999999,7.68577,4.246169999999999,9.881960000000001,10.4257,9.46208,7.93267,8.0812,7.05054,4.55582,1
5.46015,10.1035,6.0642,4.8053,6.29727,7.19562,7.519260000000001,5.6729,5.1946,10.8886,0
7.1194630501659,8.91299484334492,5.859121493971079,5.455328769680821,6.78061724308498,8.355545327340291,7.611598655048879,5.46305835547972,5.78047565419456,10.1794154336887,0
5.96161,9.388069999999999,6.079330000000001,5.862,5.76039,5.9844599999999994,8.025089999999999,5.79084,4.33378,10.4393,0
595.6499115764881,270.16231364682096,0.0,3085.9815194267103,12102.8828950447,59.872109592638,640.4604876531549,897.973236610184,1363.52440341572,166.458160036248,1
6.5407,8.687289999999999,4.6624300000000005,4.35136,5.6361300000000005,12.6013,6.41731,4.769909999999999,4.986619999999999,4.7737,0
8.346860000000001,8.26707,4.19191,8.78133,9.02898,7.76139,7.97509,6.64389,5.32824,6.0041400000000005,1
6.1939,8.56441,5.31692,3.7265099999999998,7.914630000000001,6.73265,7.6965,5.55521,5.65909,7.53326,0
6.89425,10.8167,8.10994,4.056430000000001,6.71627,9.25827,7.8959600000000005,6.39315,4.658919999999999,8.80043,0
669.406605027862,551.472277020083,1.0800619289654698,3092.41984976422,2792.8766324349895,48.7186213180513,524.181240529584,887.839974502475,324.5422274219,266.769234811346,1
5.31233,6.9855100000000006,3.95256,8.58661,10.3195,8.10978,8.12653,7.946339999999999,8.2577,4.96638,1
9.28938,7.788460000000001,5.607419999999999,9.22456,8.1911,7.45701,7.439019999999999,6.844860000000001,6.12697,5.03721,1
