iter	Passed	Remaining
0	877	174686
1	1709	169195
2	2545	167123
3	3320	162724
4	4045	157773
5	4838	156449
6	5562	153367
7	6303	151272
8	7068	150013
9	7823	148652
10	8557	147033
11	9305	145783
12	10077	144967
13	10835	143954
14	11577	142790
15	12442	143085
16	13199	142085
17	13929	140842
18	14702	140061
19	15456	139111
20	16201	138095
21	16954	137173
22	17693	136165
23	18496	135642
24	19251	134762
25	19966	133619
26	20745	132923
27	21513	132156
28	22251	131204
29	23047	130602
30	23831	129917
31	24569	128991
32	25332	128197
33	26088	127373
34	26809	126385
35	27551	125511
36	28315	124741
37	29060	123889
38	29796	123004
39	30569	122276
40	31299	121382
41	32047	120559
42	32941	120273
43	33685	119430
44	34470	118731
45	35220	117913
46	35959	117058
47	36712	116257
48	37477	115493
49	38210	114631
50	38958	113820
51	39738	113102
52	40485	112291
53	41250	111528
54	42004	110739
55	42736	109894
56	43519	109181
57	44303	108467
58	45016	107581
59	45753	106757
60	46545	106063
61	47274	105224
62	47998	104377
63	48712	103513
64	49491	102790
65	50247	102017
66	51158	101553
67	51865	100679
68	52606	99876
69	53323	99030
70	54062	98225
71	54811	97442
72	55515	96581
73	56290	95845
74	57035	95058
75	57749	94222
76	58543	93516
77	59303	92756
78	60045	91967
79	60785	91178
80	61553	90430
81	62358	89734
82	63070	88906
83	63799	88104
84	64583	87377
85	65341	86615
86	66109	85865
87	66861	85096
88	67590	84297
89	68347	83535
90	69250	82948
91	69976	82145
92	70718	81364
93	71492	80619
94	72230	79833
95	72993	79076
96	73761	78324
97	74520	77562
98	75264	76784
99	76020	76020
100	76746	75226
101	77492	74453
102	78273	73714
103	78992	72915
104	79748	72153
105	80478	71367
106	81258	70626
107	82023	69872
108	82795	69123
109	83531	68343
110	84275	67572
111	85033	66812
112	85767	66033
113	86512	65263
114	87249	64488
115	88124	63814
116	88895	63062
117	89629	62285
118	90371	61513
119	91124	60749
120	91858	59973
121	92612	59211
122	93352	58439
123	94067	57654
124	94824	56894
125	95571	56129
126	96302	55354
127	97102	54620
128	97870	53866
129	98669	53129
130	99409	52360
131	100137	51586
132	100933	50846
133	101651	50066
134	102402	49305
135	103287	48605
136	104014	47831
137	104753	47063
138	105531	46312
139	106253	45537
140	107007	44776
141	107787	44025
142	108514	43254
143	109242	42483
144	109959	41708
145	110735	40956
146	111501	40201
147	112300	39457
148	113033	38689
149	113833	37944
150	114609	37191
151	115396	36440
152	116180	35689
153	116977	34941
154	117748	34185
155	118553	33438
156	119406	32703
157	120180	31946
158	120925	31182
159	121678	30419
160	122434	29658
161	123202	28899
162	123997	28146
163	124734	27380
164	125496	26620
165	126270	25862
166	126985	25092
167	127735	24330
168	128518	23574
169	129242	22807
170	130012	22048
171	130788	21291
172	131534	20528
173	132291	19767
174	133060	19008
175	133794	18244
176	134543	17483
177	135339	16727
178	136093	15966
179	136942	15215
180	137680	14452
181	138431	13691
182	139206	12931
183	139925	12167
184	140681	11406
185	141444	10646
186	142179	9884
187	142941	9123
188	143706	8363
189	144496	7605
190	145230	6843
191	145985	6082
192	146780	5323
193	147523	4562
194	148304	3802
195	149086	3042
196	149812	2281
197	150567	1520
198	151349	760
199	152082	0
