iter	Logloss	F1	Accuracy
0	0.5652626855	0.9646481178	0.9406103932
1	0.4526906962	0.9696870392	0.9491339016
2	0.3682336585	0.9710831563	0.9513335166
3	0.3064358344	0.972575906	0.9538080836
4	0.2511579864	0.9789888378	0.9648061589
5	0.1984550249	0.9815668203	0.9692053891
6	0.1570742738	0.9836660617	0.9727797635
7	0.1308336868	0.9841531859	0.9736046192
8	0.1150953454	0.9856222112	0.9760791861
9	0.09929164624	0.9874130507	0.9791036569
10	0.08625897561	0.9900365327	0.983502887
11	0.07422370654	0.9911886949	0.9854275502
12	0.06362034161	0.9925087398	0.9876271652
13	0.05694300552	0.9935010832	0.9892768765
14	0.05328340942	0.994329553	0.990651636
15	0.04877951578	0.994661328	0.9912015397
16	0.04437597035	0.9956579826	0.992851251
17	0.04215876065	0.9959906448	0.9934011548
18	0.03875639668	0.9963235294	0.9939510586
19	0.03599619004	0.9969909729	0.9950508661
20	0.03356261615	0.9976580796	0.9961506736
21	0.03234795966	0.9978249958	0.9964256255
22	0.03054640871	0.9978249958	0.9964256255
23	0.02791056842	0.9979926397	0.9967005774
24	0.02592982633	0.9983266399	0.9972504812
25	0.02454738915	0.9984942279	0.997525433
26	0.02428794965	0.9986613119	0.9978003849
27	0.02320323656	0.9988284519	0.9980753368
28	0.02220309352	0.9986613119	0.9978003849
29	0.02130502461	0.9988284519	0.9980753368
30	0.02032181975	0.9993304319	0.9989001925
31	0.01998831434	0.9993304319	0.9989001925
32	0.01936866122	0.9991631799	0.9986252406
33	0.01926095837	0.9991631799	0.9986252406
34	0.01852196746	0.9993304319	0.9989001925
35	0.01793681333	0.9994977398	0.9991751443
36	0.01733525528	0.9994977398	0.9991751443
37	0.01680375341	0.9994977398	0.9991751443
38	0.01639794472	0.9996652159	0.9994500962
39	0.01593904645	0.9998325799	0.9997250481
40	0.01537319032	0.9998325799	0.9997250481
41	0.01491382023	0.9998325799	0.9997250481
42	0.01484160412	0.9998325799	0.9997250481
43	0.01406467721	0.9998325799	0.9997250481
44	0.01353721813	0.9998325799	0.9997250481
45	0.01323004721	0.9998325799	0.9997250481
46	0.01292555194	0.9998325799	0.9997250481
47	0.01255762668	1	1
48	0.01233632101	1	1
49	0.01184250545	1	1
50	0.01150931096	1	1
51	0.01122067108	1	1
52	0.01095211216	1	1
53	0.01067218979	1	1
54	0.0102259444	1	1
55	0.0101390278	1	1
56	0.009766960235	1	1
57	0.009488860192	1	1
58	0.009140504865	1	1
59	0.008835486514	1	1
60	0.00863274214	1	1
61	0.008505198414	1	1
62	0.008282223163	1	1
63	0.008162482696	1	1
64	0.007995516009	1	1
65	0.007807844767	1	1
66	0.007747963838	1	1
67	0.007527534741	1	1
68	0.007206858016	1	1
69	0.007023463545	1	1
70	0.006898184108	1	1
71	0.006698357983	1	1
72	0.006485651969	1	1
73	0.006262926987	1	1
74	0.006091671764	1	1
75	0.005957527028	1	1
76	0.005719446447	1	1
77	0.005539824661	1	1
78	0.005439965254	1	1
79	0.005332983928	1	1
80	0.005133140038	1	1
81	0.005016646154	1	1
82	0.00489318271	1	1
83	0.004798323654	1	1
84	0.004677618621	1	1
85	0.004648667013	1	1
86	0.004504753837	1	1
87	0.004308198069	1	1
88	0.004234748898	1	1
89	0.004173933241	1	1
90	0.004083018984	1	1
91	0.004045875745	1	1
92	0.003960545439	1	1
93	0.003900078368	1	1
94	0.003870523031	1	1
95	0.003838947549	1	1
96	0.003774814469	1	1
97	0.003672064251	1	1
98	0.003654427544	1	1
99	0.003527924318	1	1
100	0.003390594448	1	1
101	0.003334734343	1	1
102	0.003235338479	1	1
103	0.003235285156	1	1
104	0.003120189298	1	1
105	0.003120183889	1	1
106	0.003078862949	1	1
107	0.003005846644	1	1
108	0.002944486103	1	1
109	0.002865798877	1	1
110	0.002789502369	1	1
111	0.002789502369	1	1
112	0.002745507265	1	1
113	0.002689489366	1	1
114	0.002658276964	1	1
115	0.00265819315	1	1
116	0.002614352395	1	1
117	0.00255229521	1	1
118	0.002534287573	1	1
119	0.002493120211	1	1
120	0.002493066145	1	1
121	0.002492996006	1	1
122	0.002492951678	1	1
123	0.002492926681	1	1
124	0.002429624786	1	1
125	0.002364139093	1	1
126	0.002324415759	1	1
127	0.002292943835	1	1
128	0.002245120466	1	1
129	0.002208593967	1	1
130	0.002208564889	1	1
131	0.002165094648	1	1
132	0.002165067687	1	1
133	0.002119907327	1	1
134	0.002119895125	1	1
135	0.002119769146	1	1
136	0.002119744992	1	1
137	0.002119736603	1	1
138	0.002099344008	1	1
139	0.00209933876	1	1
140	0.002070062089	1	1
141	0.002070013333	1	1
142	0.002069996459	1	1
143	0.002042145214	1	1
144	0.002042123545	1	1
145	0.002042109618	1	1
146	0.002041755741	1	1
147	0.002031000048	1	1
148	0.002030991694	1	1
149	0.002030976124	1	1
150	0.002030968393	1	1
151	0.002030953956	1	1
152	0.002030949308	1	1
153	0.002030940064	1	1
154	0.00203093077	1	1
155	0.00203093077	1	1
156	0.002030913979	1	1
157	0.002030904695	1	1
158	0.002030900057	1	1
159	0.002030898128	1	1
160	0.002030893492	1	1
161	0.002030888856	1	1
162	0.002030879583	1	1
163	0.002030871887	1	1
164	0.002030867931	1	1
165	0.0020308633	1	1
166	0.002030854927	1	1
167	0.002030850297	1	1
168	0.002008058816	1	1
169	0.002008058816	1	1
170	0.002008040723	1	1
171	0.002008039221	1	1
172	0.002008035504	1	1
173	0.002008033274	1	1
174	0.002008008837	1	1
175	0.002008005121	1	1
176	0.002008002891	1	1
177	0.002008000633	1	1
178	0.002007998404	1	1
179	0.002007996176	1	1
180	0.002007993947	1	1
181	0.002007991719	1	1
182	0.002007934515	1	1
183	0.002007932288	1	1
184	0.002007930061	1	1
185	0.002007930061	1	1
186	0.002007927834	1	1
187	0.002007924123	1	1
188	0.002007888526	1	1
189	0.001965576971	1	1
190	0.001965565891	1	1
191	0.001965530965	1	1
192	0.001965530965	1	1
193	0.00196547478	1	1
194	0.001965457327	1	1
195	0.001965442569	1	1
