iter	Logloss	F1	Accuracy
0	0.5628172963	0.9640052356	0.9395105856
1	0.4479860645	0.9680485007	0.9463843827
2	0.3681506625	0.9705207992	0.950508661
3	0.2847779662	0.9787163834	0.964531207
4	0.2363393848	0.9782465392	0.9637063514
5	0.1871846614	0.9811632518	0.9686554853
6	0.1640918991	0.982630273	0.9711300522
7	0.1388155481	0.9849112917	0.9749793786
8	0.1237659682	0.9868748962	0.9782788012
9	0.1013530766	0.9880239521	0.9802034644
10	0.0897060896	0.9891756869	0.9821281276
11	0.07986723274	0.9906604403	0.9846026945
12	0.07156835531	0.9916527546	0.9862524058
13	0.0640993186	0.993643359	0.9895518284
14	0.05977103169	0.9949748744	0.9917514435
15	0.05236463868	0.995308311	0.9923013473
16	0.04762083666	0.9964771012	0.9942260104
17	0.043179092	0.9966465459	0.9945009623
18	0.04052289564	0.9971481295	0.995325818
19	0.03686335087	0.9973154362	0.9956007699
20	0.03473443186	0.9974827991	0.9958757217
21	0.03218981096	0.9974811083	0.9958757217
22	0.03033084113	0.9976494291	0.9961506736
23	0.02923678354	0.9978176935	0.9964256255
24	0.02760936419	0.997985225	0.9967005774
25	0.02608964237	0.9983204568	0.9972504812
26	0.02555496006	0.9981528128	0.9969755293
27	0.02437028848	0.9984881572	0.997525433
28	0.02284669017	0.9988237271	0.9980753368
29	0.02180837502	0.9991600874	0.9986252406
30	0.02099530121	0.999327957	0.9989001925
31	0.02002010939	0.9996638655	0.9994500962
32	0.01955714173	0.9996638655	0.9994500962
33	0.01847612478	0.9996638655	0.9994500962
34	0.01804787141	0.999831961	0.9997250481
35	0.01734403503	0.999831961	0.9997250481
36	0.01668372032	1	1
37	0.01601724225	0.999831961	0.9997250481
38	0.0151935188	1	1
39	0.01485397211	1	1
40	0.01448607512	1	1
41	0.01413143965	1	1
42	0.01345323198	1	1
43	0.01312539307	1	1
44	0.01271531258	1	1
45	0.01235391705	1	1
46	0.01208021636	1	1
47	0.01163625452	1	1
48	0.01120775649	1	1
49	0.01099588266	1	1
50	0.0105867481	1	1
51	0.01052639706	1	1
52	0.01029076167	1	1
53	0.00995200209	1	1
54	0.009737175448	1	1
55	0.009567177358	1	1
56	0.009279793088	1	1
57	0.008941296558	1	1
58	0.008676610576	1	1
59	0.008602668164	1	1
60	0.008537157762	1	1
61	0.008346372632	1	1
62	0.008101596998	1	1
63	0.007690591983	1	1
64	0.007460637343	1	1
65	0.007032721135	1	1
66	0.007032681083	1	1
67	0.006910089808	1	1
68	0.006783723274	1	1
69	0.006546561479	1	1
70	0.006386857377	1	1
71	0.006136015562	1	1
72	0.005969366998	1	1
73	0.005825635513	1	1
74	0.005825635513	1	1
75	0.005754765708	1	1
76	0.005679297629	1	1
77	0.005529112712	1	1
78	0.00549775734	1	1
79	0.0053568201	1	1
80	0.005297242669	1	1
81	0.005135869822	1	1
82	0.005077647363	1	1
83	0.004886420763	1	1
84	0.004734628242	1	1
85	0.004734519098	1	1
86	0.004648370314	1	1
87	0.004648370314	1	1
88	0.004554383061	1	1
89	0.004396102716	1	1
90	0.004292207842	1	1
91	0.004292195806	1	1
92	0.004171683635	1	1
93	0.003997414841	1	1
94	0.003875229842	1	1
95	0.003782066213	1	1
96	0.003782062585	1	1
97	0.003782052561	1	1
98	0.003657156747	1	1
99	0.003617692998	1	1
100	0.003548031781	1	1
101	0.003494190298	1	1
102	0.003423600812	1	1
103	0.003365223089	1	1
104	0.003327114546	1	1
105	0.003290111243	1	1
106	0.003220214841	1	1
107	0.003174686858	1	1
108	0.003174644903	1	1
109	0.003174609296	1	1
110	0.003129371312	1	1
111	0.003129371312	1	1
112	0.003057044357	1	1
113	0.003057034355	1	1
114	0.003056943608	1	1
115	0.003056938843	1	1
116	0.003056784159	1	1
117	0.00297915956	1	1
118	0.002958694153	1	1
119	0.002928607721	1	1
120	0.002839116011	1	1
121	0.002788472664	1	1
122	0.002788468136	1	1
