iter	Passed	Remaining
0	904	179937
1	1602	158680
2	2298	150909
3	3014	147726
4	3686	143763
5	4362	141064
6	5019	138383
7	5704	136904
8	6365	135085
9	7075	134438
10	7825	134454
11	8649	135512
12	9440	135801
13	10182	135284
14	10986	135504
15	11824	135980
16	12690	136610
17	13587	137382
18	14375	136943
19	15123	136115
20	15908	135600
21	16608	134380
22	17322	133306
23	18026	132195
24	18793	131554
25	19531	130708
26	20360	130459
27	21343	131109
28	22361	131853
29	23291	131987
30	24118	131485
31	24963	131060
32	25783	130477
33	26609	129916
34	27413	129234
35	28197	128456
36	28993	127729
37	29846	127240
38	30684	126670
39	31489	125957
40	32285	125203
41	33396	125634
42	34457	125809
43	35469	125756
44	36578	125993
45	37533	125656
46	38328	124769
47	39126	123902
48	39936	123070
49	40713	122140
50	41536	121352
51	42481	120910
52	43613	120964
53	44639	120691
54	45587	120184
55	46494	119558
56	47546	119282
57	48554	118874
58	49478	118246
59	50363	117514
60	51470	117286
61	52489	116830
62	53598	116554
63	54606	116039
64	55512	115295
65	56417	114544
66	57251	113648
67	58052	112690
68	58845	111721
69	59668	110813
70	60447	109827
71	61437	109222
72	62474	108688
73	63619	108324
74	64593	107655
75	65537	106929
76	66432	106119
77	67328	105308
78	68206	104467
79	69035	103552
80	69902	102695
81	70954	102105
82	71857	101293
83	72631	100300
84	73400	99306
85	74183	98336
86	75164	97627
87	76108	96865
88	76963	95988
89	78036	95377
90	79150	94807
91	80174	94118
92	81269	93504
93	82215	92710
94	83117	91866
95	83965	90962
96	84773	90016
97	85763	89263
98	86714	88466
99	87503	87503
100	88281	86533
101	89089	85595
102	90042	84796
103	91042	84039
104	91857	83109
105	92739	82241
106	93581	81337
107	94405	80419
108	95228	79502
109	95985	78533
110	96735	77562
111	97497	76605
112	98266	75656
113	99022	74701
114	99881	73825
115	100705	72924
116	101530	72026
117	102346	71122
118	103162	70220
119	103965	69310
120	104763	68399
121	105698	67577
122	106500	66671
123	107261	65741
124	108054	64832
125	108860	63933
126	109623	63012
127	110389	62094
128	111165	61184
129	111932	60271
130	112697	59359
131	113482	58460
132	114324	57592
133	115290	56785
134	116173	55935
135	116987	55053
136	117895	54214
137	118818	53382
138	119804	52575
139	120699	51728
140	121766	50952
141	122876	50189
142	123959	49410
143	124943	48589
144	125968	47781
145	126855	46919
146	127644	46021
147	128422	45121
148	129166	44211
149	129908	43302
150	130678	42405
151	131415	41499
152	132145	40593
153	132813	39671
154	133623	38793
155	134374	37900
156	135094	37000
157	135853	36113
158	136577	35218
159	137351	34337
160	138107	33454
161	138838	32567
162	139600	31688
163	140311	30800
164	141020	29913
165	141740	29031
166	142453	28149
167	143160	27268
168	143870	26390
169	144595	25516
170	145326	24646
171	146049	23775
172	146790	22909
173	147528	22044
174	148263	21180
175	148992	20317
176	149712	19454
177	150432	18592
178	151170	17735
179	151913	16879
180	152639	16022
181	153407	15172
182	154138	14318
183	154879	13467
184	155601	12616
185	156314	11765
186	157039	10917
187	157763	10069
188	158471	9223
189	159179	8377
190	159889	7534
191	160616	6692
192	161346	5851
193	162055	5012
194	162774	4173
195	163492	3336
196	164212	2500
197	164949	1666
198	165683	832
199	166396	0
