iter	Logloss
0	0.2478125532
1	0.1122651838
2	0.0766634398
3	0.06276271689
4	0.0537129422
5	0.04438493054
6	0.04063657646
7	0.03789387937
8	0.03502503765
9	0.03176595469
10	0.02841635347
11	0.02687194232
12	0.02466637786
13	0.02342681095
14	0.02267530997
15	0.02155861797
16	0.02064654706
17	0.01881108317
18	0.01800215579
19	0.01695934817
20	0.01634267019
21	0.01598148099
22	0.01521576697
23	0.01347512649
24	0.0131535683
25	0.01262482367
26	0.01238534233
27	0.01238421989
28	0.01227686363
29	0.0112344259
30	0.01058985412
31	0.01046382871
32	0.01030360642
33	0.0102013261
34	0.009914771513
35	0.00921802843
36	0.008963167756
37	0.008935156183
38	0.008823590674
39	0.008415844882
40	0.00820708045
41	0.008207074262
42	0.007650780054
43	0.007650218806
44	0.00764950413
45	0.007630542641
46	0.007438805887
47	0.007048566383
48	0.006942051921
49	0.006708898258
50	0.006416282075
51	0.006233349995
52	0.006137901478
53	0.005947118943
54	0.005823268546
55	0.005823220282
56	0.005823023514
57	0.005822658442
58	0.005822611416
59	0.00582259904
60	0.005503043791
61	0.005502913231
62	0.005502529596
63	0.005502470813
64	0.005502365004
65	0.005478142141
66	0.005478032619
67	0.005477993018
68	0.005477887827
69	0.005477744273
70	0.005477699722
71	0.005477646508
72	0.005477481271
73	0.005476241881
74	0.005476180004
75	0.005475982618
76	0.005475928785
77	0.005475878046
78	0.00547571531
79	0.005465053313
80	0.005317837556
81	0.005317786817
82	0.005317717515
83	0.005317401944
84	0.005317099986
85	0.00531704739
86	0.005317017071
87	0.005316887749
88	0.005316559183
89	0.00531638036
90	0.005316256606
91	0.005315986205
92	0.005315950936
93	0.005315864308
94	0.005315864308
95	0.005315730655
96	0.005315587101
97	0.005315484386
98	0.005315206559
99	0.005313601478
100	0.005313268582
101	0.005312997562
102	0.00531287319
103	0.005311842943
104	0.005310294762
105	0.005310274961
106	0.005310214322
107	0.005310152445
108	0.005309895038
109	0.005309821405
110	0.00530969827
111	0.005309622162
112	0.00530852942
113	0.005308510238
114	0.005308252831
115	0.005308246644
116	0.005308041213
117	0.005307877859
118	0.005307615501
119	0.005307413783
120	0.005307268992
121	0.005307268992
122	0.005307138432
123	0.005307082124
124	0.005307082124
125	0.005305674457
126	0.005252360891
127	0.005193013677
128	0.005023100411
129	0.004913648654
130	0.004750186421
131	0.004656503838
132	0.004527110959
133	0.004436888371
134	0.004180990558
135	0.004047185536
136	0.00387369725
137	0.003717373501
138	0.003576066348
139	0.003461935422
140	0.003423056758
141	0.003423038195
142	0.003366726731
143	0.003366354233
144	0.003366252137
145	0.00325437408
146	0.003181530449
147	0.003181488373
148	0.003181488373
149	0.003181446297
150	0.003181387205
151	0.003147518615
152	0.003001920206
153	0.003001815944
154	0.003001751902
155	0.00300172282
156	0.002890615172
157	0.002834176525
158	0.002834139089
159	0.002834015955
160	0.002833946653
161	0.002777893161
162	0.002777836853
163	0.002777598009
164	0.002777552221
165	0.002777462499
166	0.002777231081
167	0.002776615408
168	0.00277656405
169	0.002776516714
170	0.002776407193
171	0.002776216303
172	0.002776133079
173	0.002776085124
174	0.002776049236
175	0.002776005304
176	0.00277524948
177	0.002775275778
178	0.002775080866
179	0.002753603753
180	0.002753523004
181	0.002753365837
182	0.002753262503
183	0.002753230327
184	0.002753162882
185	0.002753053979
186	0.002752991793
187	0.002752996434
188	0.002752888149
189	0.002752807091
190	0.002752794716
191	0.002752584335
192	0.002702379118
193	0.00269581524
194	0.002695757385
195	0.002695757385
196	0.002695675089
197	0.002692080673
198	0.002613653519
199	0.002613513677
200	0.002613474076
201	0.002613443447
202	0.00261344716
203	0.00261339673
204	0.002613311341
205	0.002613202128
206	0.002613205841
207	0.002613133445
208	0.002612934821
209	0.002612893054
210	0.002612833653
211	0.00261279993
212	0.002609470655
213	0.002609408779
214	0.002609301113
215	0.002609332051
216	0.002609181382
217	0.00260908702
218	0.002609098467
219	0.002608795581
220	0.002608674302
221	0.002608605
222	0.00260863037
223	0.002608501666
224	0.002608462065
225	0.002608425558
226	0.002608216724
227	0.00260785753
228	0.002607860315
229	0.00260763168
230	0.002607439863
231	0.002606927524
232	0.002606831305
233	0.002583591508
234	0.002583551752
235	0.002583521587
236	0.002583458318
237	0.002583436971
238	0.002583240976
239	0.002583243606
240	0.002583228137
241	0.002583087213
242	0.002483896576
243	0.002483861461
244	0.002483851096
245	0.002483847229
246	0.002483722548
247	0.002483650925
248	0.002483532431
249	0.0024835083
250	0.00248346282
251	0.00248346545
252	0.002483453848
253	0.002483365983
254	0.00248328477
255	0.002482758818
256	0.002473197789
257	0.002467586502
258	0.002467197607
259	0.002467137123
260	0.002372956176
261	0.002372867847
262	0.002372765751
263	0.002372685466
264	0.002372660715
265	0.002372642152
266	0.002372592187
267	0.00237256063
268	0.002372434246
269	0.002372395573
270	0.002372401916
271	0.002372349785
272	0.002372292703
273	0.002372285897
274	0.002372144973
275	0.002372120532
276	0.002372065925
277	0.002371965376
278	0.002371944802
279	0.002371785315
280	0.002371766752
281	0.002371772321
282	0.002371713847
283	0.002371696831
284	0.002371645783
285	0.002371628148
286	0.002371598757
287	0.002371357747
288	0.002371337482
289	0.002371325416
290	0.00237128071
291	0.002371177531
292	0.002371198724
293	0.002371109931
294	0.00237109771
295	0.002371060429
296	0.002370989271
297	0.002370988343
298	0.00237092492
299	0.002370782448
