iter	Logloss	F1	Accuracy
0	0.5516998544	0.9666556619	0.9444597195
1	0.4393559139	0.9714002314	0.9524333242
2	0.3446896437	0.9787163286	0.9648061589
3	0.2921069416	0.9785749875	0.964531207
4	0.2444356159	0.9789281566	0.9650811108
5	0.1938833446	0.982187448	0.9705801485
6	0.1665431593	0.9826666667	0.9714050041
7	0.1329369832	0.9844715311	0.9744294748
8	0.1137244706	0.9851195452	0.9755292824
9	0.09804843834	0.9872696817	0.9791036569
10	0.08385018119	0.9887678122	0.9815782238
11	0.07090076706	0.9905882353	0.9846026945
12	0.06275857133	0.9924255176	0.9876271652
13	0.05834015934	0.9935962251	0.9895518284
14	0.05326741107	0.9946000675	0.9912015397
15	0.04723670259	0.9957748859	0.9931262029
16	0.04253060743	0.9964497041	0.9942260104
17	0.03983973906	0.9967867411	0.9947759142
18	0.03757354245	0.9967867411	0.9947759142
19	0.03500157639	0.9969553451	0.9950508661
20	0.03257408329	0.9974623583	0.9958757217
21	0.03054332224	0.997631935	0.9961506736
22	0.02792517883	0.9977999662	0.9964256255
23	0.02683430099	0.9977999662	0.9964256255
24	0.02578748713	0.9984768996	0.997525433
25	0.02408383535	0.998984084	0.9983502887
26	0.0222716317	0.9993227227	0.9989001925
27	0.02127854506	0.9996612466	0.9994500962
28	0.02027289331	0.999491956	0.9991751443
29	0.01961013454	0.9996612466	0.9994500962
30	0.01911409107	0.9996612466	0.9994500962
31	0.01785674773	0.9996612466	0.9994500962
32	0.01765707779	0.9996612466	0.9994500962
33	0.01701844606	0.9996612466	0.9994500962
34	0.01657814932	0.999830652	0.9997250481
35	0.01609373935	1	1
36	0.01550798616	1	1
37	0.01536941033	1	1
38	0.01492340913	1	1
39	0.01452337304	1	1
40	0.01409326555	1	1
41	0.01382716013	1	1
42	0.01315314212	1	1
43	0.01280071972	1	1
44	0.012256026	1	1
45	0.01186598131	1	1
46	0.01159483315	1	1
47	0.01108816674	1	1
48	0.01057791232	1	1
49	0.01032224386	1	1
50	0.009938156359	1	1
51	0.009666578705	1	1
52	0.009335548778	1	1
53	0.009051356886	1	1
54	0.008779124577	1	1
55	0.00865087196	1	1
56	0.0084760271	1	1
57	0.0081844984	1	1
58	0.007910209612	1	1
59	0.007659106785	1	1
60	0.007483800812	1	1
61	0.007390673917	1	1
62	0.007140001254	1	1
63	0.00709193081	1	1
64	0.006952671729	1	1
65	0.006743032686	1	1
66	0.006622055878	1	1
67	0.006583974308	1	1
68	0.006545805584	1	1
69	0.006341335548	1	1
70	0.006229545407	1	1
71	0.006055849561	1	1
72	0.00598188461	1	1
73	0.005763012069	1	1
74	0.005593961137	1	1
75	0.005439398419	1	1
76	0.005171950178	1	1
77	0.005014065156	1	1
78	0.00479835959	1	1
79	0.004675543484	1	1
80	0.004616507132	1	1
81	0.004576125092	1	1
82	0.004483684833	1	1
83	0.004483667458	1	1
84	0.004423336325	1	1
85	0.004292742694	1	1
86	0.004198612704	1	1
87	0.004117356382	1	1
88	0.003960034969	1	1
89	0.003924825812	1	1
90	0.003839864585	1	1
91	0.003752408865	1	1
92	0.003704955348	1	1
93	0.003608093279	1	1
94	0.003499110358	1	1
95	0.003349897738	1	1
96	0.003282027348	1	1
97	0.003219449018	1	1
98	0.003153861822	1	1
99	0.003091202304	1	1
100	0.003003261577	1	1
101	0.002962607431	1	1
102	0.002877771968	1	1
103	0.002758035753	1	1
104	0.002685768512	1	1
105	0.002660460348	1	1
106	0.002558556784	1	1
107	0.002558398125	1	1
108	0.002528124926	1	1
109	0.002460306505	1	1
110	0.002422718172	1	1
111	0.002372063379	1	1
112	0.002320876799	1	1
113	0.002276217542	1	1
114	0.002202966402	1	1
115	0.002163563435	1	1
116	0.002119498292	1	1
117	0.002075913276	1	1
118	0.002075902732	1	1
119	0.002075858565	1	1
120	0.002033361972	1	1
121	0.002033350833	1	1
122	0.001995407396	1	1
123	0.001995273444	1	1
124	0.001995221011	1	1
125	0.001995177711	1	1
126	0.00199513472	1	1
127	0.001995091441	1	1
128	0.001995048172	1	1
129	0.001995004914	1	1
130	0.001995004914	1	1
131	0.001956461813	1	1
132	0.0019564011	1	1
133	0.001915819361	1	1
134	0.001915819361	1	1
135	0.001915810148	1	1
136	0.001915800935	1	1
137	0.001915779083	1	1
138	0.001915769871	1	1
139	0.001915760661	1	1
140	0.00191575145	1	1
141	0.001915742241	1	1
142	0.001915718989	1	1
143	0.001915709781	1	1
144	0.001915700573	1	1
145	0.001915691366	1	1
146	0.001915682159	1	1
147	0.001915672953	1	1
148	0.001915663747	1	1
149	0.001915654542	1	1
150	0.001876342635	1	1
151	0.001876315066	1	1
152	0.001876259401	1	1
153	0.001831986724	1	1
154	0.001800126027	1	1
155	0.001800117132	1	1
156	0.001800095637	1	1
157	0.001800074151	1	1
158	0.00180006348	1	1
159	0.001777685181	1	1
160	0.001777666753	1	1
161	0.001777646161	1	1
162	0.001777625576	1	1
163	0.00177761549	1	1
164	0.001777605267	1	1
165	0.001777595185	1	1
166	0.001777584967	1	1
167	0.001777564408	1	1
168	0.001777554335	1	1
169	0.001777544124	1	1
170	0.001777523583	1	1
171	0.00177750305	1	1
172	0.00177749104	1	1
173	0.001777470516	1	1
174	0.001777450001	1	1
175	0.00177743981	1	1
176	0.001777429621	1	1
177	0.001777424496	1	1
178	0.001777419372	1	1
179	0.001777414349	1	1
180	0.001777409226	1	1
181	0.001777404103	1	1
182	0.001777399081	1	1
